feed_material_id,feed_material_label,target_property,target_concept_id,target_label,review_axis,recommended_assertion_action,review_status,current_status,current_evidence,current_rationale,reviewer,review_date
AOM_001729,Desmodium intortum Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001731,Lablab purpureus Leaves Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001732,Lablab purpureus Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001734,Macroptilium atropurpureum Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001735,Macrotyloma axillare Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001736,Stylosanthes guianensis Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001738,Trifolium alexandrinum Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001739,Sesbania goetzei Leaves Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001743,Stipa tenacissima Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001744,Stylosanthes guianensis Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001745,Orange Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001746,Dicalcium Phosphate Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001754,Cowpea Haulm Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001757,Acacia brevispica Leaves Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001759,Acacia brevispica Pods Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001762,Acacia etbaica Fruits Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001765,Acacia karroo Leaves Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001768,Acacia polyacantha Leaves Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001770,Leucaena pallida Leaves Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001774,Alfalfa Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001775,Leucaena pallida Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001782,Lippia javanica Leaves Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001787,Eragrostis curvula Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001792,Moringa stenopetala Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001794,Albizia harveyi Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001801,Gliciridia sepium Leaves Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001803,Cassava Peel Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001804,Acacia nilotica Leaves Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001809,Grass Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001814,Sorghum Brewers Grain Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001816,Date Cull Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001823,Terminalia brownii Leaves Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001830,Biscuit Waste Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001843,Baby Corn Stalk Dried Wilted,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001849,Ficus sur Fruits Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001852,Water Hyacinth Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001857,Acacia saligna Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001859,Atriplex nummularia Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001862,Berchemia discolor Leaves Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001902,Sesbania sesban Leaves Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001907,Blue Lupin Grain Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001910,Unspecified Grass Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001911,Unspecified Grass Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001913,Moringa oleifera Leaves Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001918,Sesbania Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001919,Leucaena Leaves Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001925,Fish Boiled Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001932,Housefly Maggot Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001933,Termite Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001934,Winged Termite Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001937,Giant Snail Boiled Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001938,Chicken Offal Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001939,Rumen Contents Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001940,Chicken Manure Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001941,Poultry Litter Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001942,Maize Husk Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001944,Maize Leaves Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001945,Sorghum Brewers Grain Dried Refermented,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001946,Plantain Peel Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001947,Orange Peels Dried Fermented Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001948,Common Bean Haulm Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001949,Soybean Flakes Defatted Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001951,Sesame Seed Cake Autoclaved Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001952,Beetroot Discards Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001955,Cabbage Discards Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001957,Tomato Waste Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001959,Oat Grain Dried Wilted,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001962,Potamogeton lucens Leaves Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001963,Potamogeton lucens Pods Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001964,Spirulina Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001965,Grass Dried Ensiled,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001966,Pennisetum clandestinum Leaves Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001968,Grewia similis Dried,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001969,Jatropha curcas Kernel Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001970,Jatropha curcas Cake Defatted Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001974,Leucaena leucocephala Leaves Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001976,Moringa oleifera Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001977,Moringa oleifera Stalks Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
AOM_001978,Moringa oleifera Root Bark Dried Ground,aom:moistureCondition,AOM_101054,Dried moisture condition,moisture-condition,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,Codex,2026-08-21
