edge_id,subject_id,subject_label,subject_type,current_relation,object_id,object_label,object_type,recommended_disposition,proposed_relation,status,evidence_ids,rationale
HIER-0115,era:practice:d20,Cut & Carry,leaf_practice,broader,era:practice:practice:015,Pasture Management,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0116,era:practice:d1,Aquasilviculture,leaf_practice,broader,era:practice:practice:016,Aquasilviculture,practice,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0117,era:practice:h60,Basal or Conventional Diet,leaf_practice,broader,era:practice:practice:017,Feed Addition; Feed Substitution,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0118,era:practice:h61,Conventional Supplement Use,leaf_practice,broader,era:practice:practice:017,Feed Addition; Feed Substitution,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0119,era:practice:h10.3,Conventional Manure Handling,leaf_practice,broader,era:practice:practice:018,Manure Management,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0120,era:practice:h11,Conventional Pasture Management,leaf_practice,broader,era:practice:practice:019,Pasture Management,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0121,era:practice:h55.2,Unspecified,leaf_practice,broader,era:practice:practice:020,Genetic Improvement,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0122,era:practice:h55.1,Unimproved Breed,leaf_practice,broader,era:practice:practice:020,Genetic Improvement,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0123,era:practice:b34,Drip Irrigation,leaf_practice,broader,era:practice:practice:021,Irrigation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0124,era:practice:b37,Deficit Irrigation,leaf_practice,broader,era:practice:practice:022,Deficit Irrigation,practice,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0125,era:practice:b72,Sprinkler Irrigation,leaf_practice,broader,era:practice:practice:021,Irrigation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0126,era:practice:b36,Alternate Partial Rootzone Irrigation,leaf_practice,broader,era:practice:practice:021,Irrigation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0127,era:practice:b54,Supplemental Irrigation,leaf_practice,broader,era:practice:practice:023,Supplemental Irrigation,practice,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0128,era:practice:b53,Irrigation (Other),leaf_practice,broader,era:practice:practice:021,Irrigation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0129,era:practice:b13,Alternate Wetting & Drying (AWD),leaf_practice,broader,era:practice:practice:024,Improved Rice Management,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0130,era:practice:b14.1,Midseason Drainage,leaf_practice,broader,era:practice:practice:024,Improved Rice Management,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0131,era:practice:b14.2,Reduced Water Use in Rice,leaf_practice,broader,era:practice:practice:024,Improved Rice Management,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0132,era:practice:b15,System of Rice Intensification (SRI),leaf_practice,broader,era:practice:practice:024,Improved Rice Management,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0133,era:practice:b3.1,Rotation (N fixing),leaf_practice,broader,era:practice:practice:025,Crop Rotation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0134,era:practice:b3.2,Rotation (Non N fixing),leaf_practice,broader,era:practice:practice:025,Crop Rotation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0135,era:practice:b43,Rotation (N fixing & Non N fixing),leaf_practice,broader,era:practice:practice:025,Crop Rotation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0136,era:practice:b44,Complex Rotation,leaf_practice,broader,era:practice:practice:026,Crop Rotation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0137,era:practice:b31,Intercrop Rotation,leaf_practice,broader,era:practice:practice:026,Crop Rotation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0138,era:practice:b48.1,Double Cropping (N fixing & Non N fixing),leaf_practice,broader,era:practice:practice:027,Double Cropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0139,era:practice:b48.2,Double Cropping (Non N fixing),leaf_practice,broader,era:practice:practice:027,Double Cropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0140,era:practice:b48.3,Double Cropping (N fixing),leaf_practice,broader,era:practice:practice:027,Double Cropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0141,era:practice:b48.4,Double Cropping (Monocrop),leaf_practice,broader,era:practice:practice:027,Double Cropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0142,era:practice:b49.1,Sequential Intercropping (N fixing & Non N fixing),leaf_practice,broader,era:practice:practice:028,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0143,era:practice:b49.2,Sequential Intercropping (Non N fixing),leaf_practice,broader,era:practice:practice:028,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0144,era:practice:b49.3,Sequential Intercropping (N fixing),leaf_practice,broader,era:practice:practice:028,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0145,era:practice:b61.1,Relay Intercropping (N fixing & Non N fixing),leaf_practice,broader,era:practice:practice:028,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0146,era:practice:b61.2,Relay Intercropping (Non N fixing),leaf_practice,broader,era:practice:practice:028,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0147,era:practice:b61.3,Relay Intercropping (N fixing),leaf_practice,broader,era:practice:practice:028,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0148,era:practice:b13.3,Relay Green Manure (N fixing & Non N fixing),leaf_practice,broader,era:practice:practice:029,Green Manure,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0149,era:practice:b12.3,Relay Green Manure (Non N fixing),leaf_practice,broader,era:practice:practice:029,Green Manure,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0150,era:practice:b11.3,Relay Green Manure (N fixing),leaf_practice,broader,era:practice:practice:029,Green Manure,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0151,era:practice:b25,Intercrop (N fixing & Non N fixing),leaf_practice,broader,era:practice:practice:030,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0152,era:practice:b50.1,Intercrop (Non N fixing),leaf_practice,broader,era:practice:practice:030,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0153,era:practice:b50.2,Intercrop (N fixing),leaf_practice,broader,era:practice:practice:030,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0154,era:practice:b50.3,Complex Intercrop,leaf_practice,broader,era:practice:practice:028,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0155,era:practice:b50.4,Intercrop (Unspecified),leaf_practice,broader,era:practice:practice:030,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0156,era:practice:b55.1,Partial Intercrop (N fixing & Non N fixing),leaf_practice,broader,era:practice:practice:028,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0157,era:practice:b55.2,Partial Intercrop (Non N fixing),leaf_practice,broader,era:practice:practice:028,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0158,era:practice:b55.3,Partial Intercrop (N fixing),leaf_practice,broader,era:practice:practice:028,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0159,era:practice:b57,Complex Intercrop Rotation,leaf_practice,broader,era:practice:practice:028,Intercropping,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0160,era:practice:b59,Intercropping or Rotation (N fixing & Non N fixing),leaf_practice,broader,era:practice:practice:031,Intercropping or Rotation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0161,era:practice:c1,Biogas,leaf_practice,broader,era:practice:practice:032,Biogas,practice,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0162,era:practice:c4,Biofertilizer,leaf_practice,broader,era:practice:practice:033,Biogas,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0163,era:practice:c3,Biogas Switching,leaf_practice,broader,era:practice:practice:032,Biogas,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0164,era:practice:c2,Improved Cookstoves,leaf_practice,broader,era:practice:practice:034,Cookstove,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0165,era:practice:c5,Cookstove Switching,leaf_practice,broader,era:practice:practice:034,Cookstove,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0166,era:practice:h14,Unimproved Stove Technology,leaf_practice,broader,era:practice:practice:035,Cookstove,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0167,era:practice:h15,Conventional Biomass Feedstocks,leaf_practice,broader,era:practice:practice:036,Biogas/cookstove,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0168,era:practice:h16,Predominant Biodigestor Model,leaf_practice,broader,era:practice:practice:033,Biogas,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0169,era:practice:h26,Conventional Energy Sources,leaf_practice,broader,era:practice:practice:035,Cookstove,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0170,era:practice:b4,Drought Tolerance,leaf_practice,broader,era:practice:practice:037,Improved Varieties,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0171,era:practice:b5,Heat Tolerance,leaf_practice,broader,era:practice:practice:037,Improved Varieties,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0172,era:practice:b6,Salinity Tolerance,leaf_practice,broader,era:practice:practice:037,Improved Varieties,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0173,era:practice:b69,Improved Seeds,leaf_practice,broader,era:practice:practice:037,Improved Varieties,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0174,era:practice:h55,Unimproved Variety,leaf_practice,broader,era:practice:practice:038,Unimproved Variety,practice,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0175,era:practice:b35,Cisterns and Tanks,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0176,era:practice:b33,Zai Pits,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0177,era:practice:b45,Stone Rows,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0178,era:practice:b46,Grass Strips,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0179,era:practice:b47,Planting Basins,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0180,era:practice:b68,Dam,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0181,era:practice:b70,Terraces,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0182,era:practice:b71.1,Bunds,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0183,era:practice:b71.2,Ridge & Furrow,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0184,era:practice:b71.3,Tied Ridges,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0185,era:practice:b52,Microcatchments,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0186,era:practice:b56,Fanya Juu or Fanya Chini,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0187,era:practice:b58,Trench,leaf_practice,broader,era:practice:practice:039,Water Harvesting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0188,era:practice:h1,Non CSA,leaf_practice,broader,era:practice:practice:040,Non-CSA,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0189,era:practice:h2,Monoculture,leaf_practice,broader,era:practice:practice:041,Agronomy;Agroforestry,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0190,era:practice:h38,Continuous Cropping,leaf_practice,broader,era:practice:practice:042,Agronomy,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0191,era:practice:h18,Simple Intercrop,leaf_practice,broader,era:practice:practice:041,Agronomy;Agroforestry,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0192,era:practice:h50,Simple Crop Rotation,leaf_practice,broader,era:practice:practice:041,Agronomy;Agroforestry,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0193,era:practice:h48,Conventional rice management,leaf_practice,broader,era:practice:practice:042,Agronomy,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0194,era:practice:h66.1,Chemical Weeding (Herbicides),leaf_practice,broader,era:practice:practice:041,Agronomy;Agroforestry,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0195,era:practice:h66.2,Hand Weeding,leaf_practice,broader,era:practice:practice:041,Agronomy;Agroforestry,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0196,era:practice:b16,Inorganic K Inputs,leaf_practice,broader,era:practice:practice:043,Inorganic Fertilizer,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0197,era:practice:b17,Inorganic N Inputs,leaf_practice,broader,era:practice:practice:043,Inorganic Fertilizer,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0198,era:practice:b21,Inorganic P Inputs,leaf_practice,broader,era:practice:practice:043,Inorganic Fertilizer,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0199,era:practice:b16.1,Inorganic K Reduction,leaf_practice,broader,era:practice:practice:044,Inorganic Fertilizer Reduction,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0200,era:practice:b17.1,Inorganic N Reduction,leaf_practice,broader,era:practice:practice:044,Inorganic Fertilizer Reduction,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0201,era:practice:b21.1,Inorganic P Reduction,leaf_practice,broader,era:practice:practice:044,Inorganic Fertilizer Reduction,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0202,era:practice:b64,Inorganic Micronutrients Inputs,leaf_practice,broader,era:practice:practice:043,Inorganic Fertilizer,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0203,era:practice:b23,Urea,leaf_practice,broader,era:practice:practice:043,Inorganic Fertilizer,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0204,era:practice:b29,Compost,leaf_practice,broader,era:practice:practice:045,Organic Fertilizer,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0205,era:practice:b30,Manure,leaf_practice,broader,era:practice:practice:045,Organic Fertilizer,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0206,era:practice:b75,Kraaling or Parcage,leaf_practice,broader,era:practice:practice:045,Organic Fertilizer,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0207,era:practice:b73,Organic (Other),leaf_practice,broader,era:practice:practice:045,Organic Fertilizer,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0208,era:practice:b74,Ash,leaf_practice,broader,era:practice:practice:045,Organic Fertilizer,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0209,era:practice:b67,Biosolids,leaf_practice,broader,era:practice:practice:045,Organic Fertilizer,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0210,era:practice:b29.1,Compost Substitution,leaf_practice,broader,era:practice:practice:046,Organic Fertilizer Substitution,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0211,era:practice:b30.1,Manure Substitution,leaf_practice,broader,era:practice:practice:046,Organic Fertilizer Substitution,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0212,era:practice:b75.1,Kraaling or Parcage Substitution,leaf_practice,broader,era:practice:practice:046,Organic Fertilizer Substitution,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0213,era:practice:b73.1,Organic (Other) Substitution,leaf_practice,broader,era:practice:practice:046,Organic Fertilizer Substitution,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0214,era:practice:b67.1,Biosolids Substitution,leaf_practice,broader,era:practice:practice:046,Organic Fertilizer Substitution,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0215,era:practice:h10,Conventional input (fertilizer) use,leaf_practice,broader,era:practice:practice:047,Fertilizer Control,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0216,era:practice:h10.1,No fertilizers added,leaf_practice,broader,era:practice:practice:047,Fertilizer Control,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0217,era:practice:h10.2,Recommend rate of fertilizer,leaf_practice,broader,era:practice:practice:047,Fertilizer Control,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0218,era:practice:f1,Harvest Technique,leaf_practice,broader,era:practice:practice:048,Harvest Method,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0219,era:practice:f2,Harvesting Timing,leaf_practice,broader,era:practice:practice:048,Harvest Method,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0220,era:practice:f3,Improved Drying,leaf_practice,broader,era:practice:practice:049,Storage,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0221,era:practice:f4,Improved Chemical Storage,leaf_practice,broader,era:practice:practice:049,Storage,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0222,era:practice:f5,Improved Physical Storage,leaf_practice,broader,era:practice:practice:049,Storage,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0223,era:practice:h17,Traditional harvesting method,leaf_practice,broader,era:practice:practice:050,Harvest Method,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0224,era:practice:h21,Unimproved Storage Structure,leaf_practice,broader,era:practice:practice:051,Storage,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0225,era:practice:h22,Unimprove or No Preservation Technique,leaf_practice,broader,era:practice:practice:051,Storage,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0226,era:practice:h30,Uimproved Drying Technique,leaf_practice,broader,era:practice:practice:051,Storage,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0227,era:practice:b38,No or Zero Tillage,leaf_practice,broader,era:practice:practice:052,Reduced Tillage,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0228,era:practice:b39,Reduced or Minimum Tillage,leaf_practice,broader,era:practice:practice:052,Reduced Tillage,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0229,era:practice:b26,Plastic Mulch,leaf_practice,broader,era:practice:practice:053,Mulch,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0230,era:practice:b27,Mulch (Unspecified Plants),leaf_practice,broader,era:practice:practice:053,Mulch,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
