feed_material_id,old_property,old_target_id,implementation_action,new_property,new_target_id,review_status,reviewer,implementation_date,decision_record,rationale
AOM_001902,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001913,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001919,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001944,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001962,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001966,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001973,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001974,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001979,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001980,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001984,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001986,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001988,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001990,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_001992,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002001,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002026,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002036,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002040,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002044,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002048,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_00205,aom:ingredientPart,AOM_101033,retained-reviewed-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Explicit descriptor “haulm” mapped through hard-tail decision AOM_00205; assertion 2.
AOM_002053,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002064,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002065,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002090,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002092,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002093,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002100,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002168,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002169,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002190,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002202,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002207,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002218,aom:ingredientPart,AOM_101033,retained-reviewed-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Explicit descriptor “haulm” mapped through hard-tail decision AOM_002218; assertion 2.
AOM_002231,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002232,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002236,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002251,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002345,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002347,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_002348,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003082,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003083,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003106,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003210,aom:ingredientPart,AOM_101033,retained-reviewed-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Explicit descriptor “haulm” mapped through hard-tail decision AOM_003210; assertion 2.
AOM_003275,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003492,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003545,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003549,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003553,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003558,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003582,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003668,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003683,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003691,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003703,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003895,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003896,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003900,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003901,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003902,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003903,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003912,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003913,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003914,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003915,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003926,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003950,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003954,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003972,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003981,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003989,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003997,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_003999,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006007,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006009,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006010,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006015,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006016,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006017,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006018,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006025,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006026,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006028,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006029,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006030,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006032,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006036,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006038,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006041,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006048,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006053,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006061,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006068,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006077,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006088,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006105,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006106,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006121,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006122,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006137,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006138,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006139,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006140,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006149,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006177,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006185,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006209,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006210,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006212,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006213,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
AOM_006227,aom:ingredientPart,AOM_101033,retained-generated-assertion,aom:ingredientPart,AOM_101033,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md,Generated from approved rule under recorded guard; legacy material identity preserved.
