concept_id,preferred_label,review_status,implementation_status,review_axis,recommended_disposition,decision_record,method,reviewer,implementation_date,evidence_ids,rationale
AOM_000212,lysine,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000213,methionine,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000214,non essential amino acid,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000215,phenylalanine,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000216,proline,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000217,protein bound amino acid,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000218,serine,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000219,threonine,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000220,total amino acids,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000221,tryptophan,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000222,tyrosine,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000223,valine,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000227,Calcium,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000234,Cobalt,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000236,Copper,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000241,Gross Energy (GE),approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000242,Metabolizable Energy (ME),approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000243,Net Energy (NE),approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000250,Iodine,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000251,Iron,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000253,Magnesium,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000254,Manganese,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000264,Phosphorus,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000265,Potassium,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000266,Selenium,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000272,Vitamin A,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000273,Vitamin B1,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000274,Vitamin B12,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000275,Vitamin B2,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000276,Vitamin B6,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000277,Vitamin B8,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000278,Vitamin B9,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000279,Vitamin C,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000280,Vitamin D,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000281,Vitamin E,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000282,Vitamin PP,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_000284,Zinc,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_002210,Lead,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_002213,Vitamin B3,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_002299,Sodium,approved,retained-for-cohort-e,composition,retain-boundary-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.
AOM_101086,Whole-crop composition,approved,implemented,composition,move-to-component-integrity,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;FOODON-LANGUAL;EU-FEED-CATALOGUE,"Whole-crop and whole-grain describe retained component structure, not measured chemical content."
AOM_101110,Whole-grain composition,approved,implemented,composition,move-to-component-integrity,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;FOODON-LANGUAL;EU-FEED-CATALOGUE,"Whole-crop and whole-grain describe retained component structure, not measured chemical content."
AOM_101116,Whole-milk composition,held,held-no-semantic-change,composition,hold-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA,Whole-milk and Native-fat-retained may not share one semantic axis despite current common parent.
AOM_101134,Native-fat-retained composition,held,held-no-semantic-change,composition,hold-for-cohort-e,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA,Whole-milk and Native-fat-retained may not share one semantic axis despite current common parent.
AOM_101085,Feed material components,approved,implemented,material-component,retain-root,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AOM-SCHEMA;FOODON-REPO;FOODON-LANGUAL,One superproperty already spans component subtypes; duplicate relation semantics are unnecessary.
AOM_101019,Anatomical components,approved,implemented,material-component,retain-and-restructure,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;FOODON-REPO;FOODON-LANGUAL;PLANT-ONTOLOGY;UBERON,Current flat branch mixes 29 plant-oriented values with two animal values and several vernacular holds.
AOM_101143,Processed material fractions,approved,implemented,material-component,retain-grouping,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;FOODON-PINNED;EU-FEED-CATALOGUE,Manufacturing fractions can contain several anatomical tissues and variable attached material.
AOM_101145,Animal body substances,approved,implemented,material-component,retain-grouping,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;UBERON,Blood is body substance; whether feed material is by-product is independent economic role.
AOM_101154,Composite crop-residue components,approved,retired,material-component,retire-category-error,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AGROVOC-STRAW;NALT-CROP-RESIDUES;NALT-STOVER,"Agricultural authorities treat children as residue products/materials, not components of identically named feed materials."
AOM_101024,Bulb,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101025,Cladode,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101026,Cob,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101027,Corm,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101028,Fruit,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101029,Germ,approved,implemented,material-component,split-meaning,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PO-EMBRYO;EU-FEED-CATALOGUE;FOODON-PINNED,Plant Ontology gives germ only related synonym status while EU maize germ is manufacturing product containing several tissues.
AOM_101030,Hull,held,held-no-semantic-change,material-component,hold-exact-anatomical-scope,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source."
AOM_101031,Husk,held,held-no-semantic-change,material-component,hold-exact-anatomical-scope,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source."
AOM_101032,Kernel,held,held-no-semantic-change,material-component,hold-exact-anatomical-scope,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source."
AOM_101033,Leaf,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101034,Peel,held,held-no-semantic-change,material-component,hold-exact-anatomical-scope,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source."
AOM_101035,Pod,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101036,Pseudostem,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101037,Root,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101038,Seed,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101039,Sheath,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101040,Shell component,held,held-no-semantic-change,material-component,hold-exact-anatomical-scope,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source."
AOM_101041,Sprout,held,held-no-semantic-change,material-component,hold-exact-anatomical-scope,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source."
AOM_101042,Stalk,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101043,Tuber,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101044,Viscera,held,held-no-semantic-change,material-component,move-under-animal-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;UBERON;FOODON-REPO,Current flat anatomy branch obscures biological source; animal anatomy mapping is available or close.
AOM_101045,Twig,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101046,Bark,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101047,Stem,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101048,Plant top,held,held-no-semantic-change,material-component,hold-exact-anatomical-scope,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source."
AOM_101074,Grain,held,held-no-semantic-change,material-component,hold-exact-anatomical-scope,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source."
AOM_101103,Blood component,approved,deprecated-with-replacement,material-component,deprecate-after-reuse-review,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;UBERON;FOODON-REPO,Property context does not justify duplicate Blood identity and current component concept has no material assertions.
AOM_101105,Stover,held,retired-component-use;material-identity-held,material-component,remove-component-use-hold-identity,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AGROVOC-STRAW;NALT-CROP-RESIDUES;NALT-STOVER,Current target repeats material identity for Straw/Stover records and does not identify a distinct component; Straw also overlaps existing AOM_000582 Unspecified Straw.
AOM_101106,Straw,held,retired-component-use;material-identity-held,material-component,remove-component-use-hold-identity,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;AGROVOC-STRAW;NALT-CROP-RESIDUES;NALT-STOVER,Current target repeats material identity for Straw/Stover records and does not identify a distinct component; Straw also overlaps existing AOM_000582 Unspecified Straw.
AOM_101107,Vine,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101117,Flower,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
AOM_101121,Rhizome,approved,implemented,material-component,move-under-plant-anatomy,docs/decisions/0048-chemical-identity-composition-and-component-model.md,docs/methods/component-chemical-identity-governance.md,Pete Steward,2026-08-20,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.
