collision_id,concept_id,preferred_label,origin,concept_type,hierarchy_path,broader_ids,broader_labels,facet_kind,target_property,value_class,definition,semantic_use_count,semantic_use_examples
IDENTITY-037,AOM_101093,Extrusion,generated,aom_concept,Management/Livestock Management/Feed Characteristic/Ingredient processing methods/Extrusion,AOM_101021,Ingredient processing methods,processing_method,aom:processingMethod,aom:ProcessingMethod,Governed processing method value used for feed-material semantics.,3,AOM_000570:aom:processingMethod;AOM_001362:aom:processingMethod;AOM_002122:aom:processingMethod
IDENTITY-038,AOM_000147,Fermentation,inherited,legacy_aom_concept,Management/Livestock Management/Feed Management/Diet Change/Feed Processing/Biological Processing/Fermentation,AOM_000145,Biological Processing,,,,"Feed fermentation is a biological process of preserving animal feeds, such as grains or forage, by allowing them to undergo controlled microbial breakdown. This process can occur naturally, or it can be initiated by adding specific microbial cultures. During fermentation, the microorganisms convert some of the feed's carbohydrates and sugars into organic acids, such as lactic acid, which lower the pH and inhibit the growth of harmful bacteria. The resulting fermented feed has a higher concentration of beneficial nutrients, such as vitamins and amino acids, and is more easily digestible by livestock. (human validated chatGPT).",0,
IDENTITY-038,AOM_000830,Fermentation,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Process/Biological Process/Fermentation,AOM_100990,Biological feed processes,processing_method,aom:processingMethod,aom:ProcessingMethod,"Feed fermentation is a process of preserving animal feeds, such as grains or forage, by allowing them to undergo controlled microbial breakdown. This process can occur naturally, or it can be initiated by adding specific microbial cultures. During fermentation, the microorganisms convert some of the feed's carbohydrates and sugars into organic acids, such as lactic acid, which lower the pH and inhibit the growth of harmful bacteria. The resulting fermented feed has a higher concentration of beneficial nutrients, such as vitamins and amino acids, and is more easily digestible by livestock. (human validated chatGPT).",31,AOM_001552:aom:processingMethod;AOM_001554:aom:processingMethod;AOM_001555:aom:processingMethod;AOM_001611:aom:processingMethod;AOM_001776:aom:processingMethod
IDENTITY-039,AOM_000963,Finisher,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Cattle;Buffalo/Young/Finisher,AOM_000961,Young,,,,A controlled rearing-stage category scoped to Cattle;Buffalo; used for records classified as “Finisher”.,0,
IDENTITY-039,AOM_001026,Finisher,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Pig/Young/Finisher,AOM_001024,Young,,,,A controlled rearing-stage category scoped to Pig; used for records classified as “Finisher”.,0,
IDENTITY-039,AOM_002509,Finisher,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Chicken/Finisher,AOM_001039,Chicken,,,,A controlled rearing-stage category scoped to Chicken; used for records classified as “Finisher”.,0,
IDENTITY-040,AOM_000975,Finisher Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Cattle;Buffalo/Young/Finisher/Finisher Male,AOM_000963,Finisher,,,,A controlled rearing-stage category scoped to Cattle;Buffalo; used for records classified as “Finisher Male”.,0,
IDENTITY-040,AOM_001030,Finisher Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Pig/Young/Finisher/Finisher Male,AOM_001026,Finisher,,,,"A male pig under 6 months of age. Technically this is not called a boar, but the term boar is generically applied to younger non-castrated male pigs in the literature.",0,
IDENTITY-041,AOM_000034,Fish,inherited,legacy_aom_concept,Species/Animal/Aquatic/Fish,AOM_000032,Aquatic,,,,"Fish are the gill-bearing aquatic craniate animals that lack limbs with digits. Most fish are ectothermic (""cold-blooded""), allowing their body temperatures to vary as ambient temperatures change, though some of the large active swimmers like white shark and tuna can hold a higher core temperature.",0,
IDENTITY-041,AOM_000549,Fish,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish,AOM_000559,Animal,,,,"A animal-derived feed material with governed identity “fish”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",0,
IDENTITY-041,AOM_001048,Fish,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Fish,AOM_101002,Animal rearing stage,,,,A controlled rearing-stage category scoped to Fish; used for records classified as “Fish”.,0,
IDENTITY-042,AOM_000958,Gestating Female,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Cattle;Buffalo/Adult/Adult Female/Gestating Female,AOM_000957,Adult Female,,,,A controlled rearing-stage category scoped to Cattle;Buffalo; used for records classified as “Gestating Female”.,0,
IDENTITY-042,AOM_000986,Gestating Female,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Sheep/Adult/Adult Female/Gestating Female,AOM_000985,Adult Female,,,,A controlled rearing-stage category scoped to Sheep; used for records classified as “Gestating Female”.,0,
IDENTITY-042,AOM_001003,Gestating Female,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Goat/Adult/Adult Female/Gestating Female,AOM_001002,Adult Female,,,,A controlled rearing-stage category scoped to Goat; used for records classified as “Gestating Female”.,0,
IDENTITY-042,AOM_001020,Gestating Female,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Pig/Adult/Adult Female/Gestating Female,AOM_001019,Adult Female,,,,A controlled rearing-stage category scoped to Pig; used for records classified as “Gestating Female”.,0,
IDENTITY-043,AOM_000016,Goat,inherited,legacy_aom_concept,Species/Animal/Terrestrial/Mammal/Caprine/Goat,AOM_000006,Caprine,,,,"The domesticated goat species, Capra hircus. [Definition Source: NCI]",0,
IDENTITY-043,AOM_001000,Goat,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Goat,AOM_101002,Animal rearing stage,,,,A controlled rearing-stage category scoped to Goat; used for records classified as “Goat”.,0,
IDENTITY-044,AOM_000932,grazing,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/grazing,AOM_000848,terrestrial system,,,,outdoor housing systems designed to help match the nutritional demands through pasture of the livestock with eventual supply of complementary forage.,0,
IDENTITY-044,AOM_003100,Grazing,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Grazing,AOM_100850,Feed ingredient,,,,An AOM controlled category for “Grazing” within “Feed Ingredient”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,0,
IDENTITY-045,AOM_000895,group-housing,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/species associations/mono-species/group-housing,AOM_000894,mono-species,,,,system of farming where animals are housed in a mono-species group,0,
IDENTITY-045,AOM_000924,group-housing,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/species associations/mono-species/group-housing,AOM_000923,mono-species,,,,system of farming where animals are housed in a mono-species group,0,
IDENTITY-046,AOM_000962,Grower,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Cattle;Buffalo/Young/Grower,AOM_000961,Young,,,,A controlled rearing-stage category scoped to Cattle;Buffalo; used for records classified as “Grower”.,0,
IDENTITY-046,AOM_001025,Grower,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Pig/Young/Grower,AOM_001024,Young,,,,A controlled rearing-stage category scoped to Pig; used for records classified as “Grower”.,0,
IDENTITY-046,AOM_002508,Grower,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Chicken/Grower,AOM_001039,Chicken,,,,A controlled rearing-stage category scoped to Chicken; used for records classified as “Grower”.,0,
IDENTITY-047,AOM_000974,Grower Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Cattle;Buffalo/Young/Grower/Grower Male,AOM_000962,Grower,,,,A controlled rearing-stage category scoped to Cattle;Buffalo; used for records classified as “Grower Male”.,0,
IDENTITY-047,AOM_001029,Grower Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Pig/Young/Grower/Grower Male,AOM_001025,Grower,,,,"A male pig under 6 months of age. Technically this is not called a boar, but the term boar is generically applied to younger non-castrated male pigs in the literature.",0,
IDENTITY-048,AOM_000868,grower-finisher,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/rearing stage/growing/grower-finisher,AOM_000867,growing,,,,"unit dedicated to the production of animal in growing-finishing phase until the slaughtering, which come from the natural environment or produced in a farm.Newborn->Juvenile->Pregrowout->Grower->Finisher",0,
IDENTITY-048,AOM_000877,grower-finisher,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/rearing stage/growing/grower-finisher,AOM_000876,growing,,,,unit dedicated to the production of animal in growing-finishing phase until the slaughtering which come from the natural environment or produced in a farm.,0,
IDENTITY-049,AOM_000867,growing,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/rearing stage/growing,AOM_000865,rearing stage,,,,unit dedicated to the production of animal in growing phase coming from juvenile stage or pregrowing stage. The animal comes from the natural environment or produced in a farm. Newborn->Juvenile->Pregrowout->Grower->Finisher.,0,
IDENTITY-049,AOM_000876,growing,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/rearing stage/growing,AOM_000874,rearing stage,,,,unit dedicated to the production of animal in growing phase coming from juvenile stage or pregrowing stage. The animal comes from the natural environment or produced in a farm,0,
IDENTITY-050,AOM_000896,individual housing,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/species associations/mono-species/individual housing,AOM_000894,mono-species,,,,system of farming where the animal is housed alone,0,
IDENTITY-050,AOM_000925,individual housing,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/species associations/mono-species/individual housing,AOM_000923,mono-species,,,,system of farming where the animal is housed alone,0,
IDENTITY-051,AOM_000998,Intact Yearling Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Sheep/Young/Yearling/Yearling Male/Intact Yearling Male,AOM_000997,Yearling Male,,,,A controlled rearing-stage category scoped to Sheep; used for records classified as “Intact Yearling Male”.,0,
IDENTITY-051,AOM_001015,Intact Yearling Male,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Goat/Young/Yearling/Yearling Male/Intact Yearling Male,AOM_001014,Yearling Male,,,,A controlled rearing-stage category scoped to Goat; used for records classified as “Intact Yearling Male”.,0,
IDENTITY-052,AOM_000898,integrated system,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/species associations/multi-species/integrated system,AOM_000897,multi-species,,,,"system of farming which provides the by-products (including waste) from one animal species (aquatic or terrestrial) as inputs for another species (animal, plant or aquatic) in the same production unit",0,
IDENTITY-052,AOM_000927,integrated system,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/species associations/multi-species/integrated system,AOM_000926,multi-species,,,,"system of farming which provides the by-products (including waste) from one animal species (aquatic or terrestrial) as inputs for another species (animal, plant or aquatic) in the same production unit",0,
IDENTITY-053,AOM_000250,Iodine,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Minerals/Iodine,AOM_100849,Mineral content,,,,any measurable characteristic related to the concentration of iodine (CHEBI:24859) in fee,0,
IDENTITY-053,AOM_000759,Iodine,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Iodine,AOM_000779,Mineral,,,,"A feed-supplement ingredient with governed workbook identity “Iodine”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",0,
IDENTITY-054,AOM_000869,juvenile,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/rearing stage/juvenile,AOM_000865,rearing stage,,,,unit dedicated to the production of young animal feeding by himself (weaned animal or yolk sac resorption stage) and which can be transfered in pregrowing unit or growing unit. The animal comes from the natural environment or produced in a farm.Newborn->Juvenile->Pregrowout->Grower->Finisher,0,
IDENTITY-054,AOM_000878,juvenile,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/rearing stage/juvenile,AOM_000874,rearing stage,,,,unit dedicated to the production of young animal feeding by himself (weaned animal or yolk sac resorption stage) and which can be transfered in pregrowing unit or growing unit. The animal comes from the natural environment or produced in a farm,0,
IDENTITY-054,AOM_001051,Juvenile,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Fish/Young/Juvenile,AOM_101004,Young fish,,,,Juveniles are fish that are between the ages of one year and two years. They are typically between 5-10 cm in length.,0,
IDENTITY-055,AOM_000959,Lactating Female,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Cattle;Buffalo/Adult/Adult Female/Lactating Female,AOM_000957,Adult Female,,,,A controlled rearing-stage category scoped to Cattle;Buffalo; used for records classified as “Lactating Female”.,0,
IDENTITY-055,AOM_000987,Lactating Female,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Sheep/Adult/Adult Female/Lactating Female,AOM_000985,Adult Female,,,,A controlled rearing-stage category scoped to Sheep; used for records classified as “Lactating Female”.,0,
IDENTITY-055,AOM_001004,Lactating Female,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Goat/Adult/Adult Female/Lactating Female,AOM_001002,Adult Female,,,,A controlled rearing-stage category scoped to Goat; used for records classified as “Lactating Female”.,0,
IDENTITY-055,AOM_001021,Lactating Female,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Pig/Adult/Adult Female/Lactating Female,AOM_001019,Adult Female,,,,A controlled rearing-stage category scoped to Pig; used for records classified as “Lactating Female”.,0,
IDENTITY-056,AOM_000885,living environment,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/living environment,AOM_000849,aquatic system,,,,A farming-system classification for living environment within the aquatic system context.,0,
IDENTITY-056,AOM_000900,living environment,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/living environment,AOM_000848,terrestrial system,,,,A farming-system classification for living environment within the terrestrial system context.,0,
IDENTITY-057,AOM_000212,lysine,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/lysine,AOM_000199,Amino Acids,,,,any measurable characteristic related to the concentration of lysine (CHEBI:25094) in feed. It could be declared by the manufacturer,0,
IDENTITY-057,AOM_000739,Lysine,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Amino Acid/Lysine,AOM_000737,Amino Acid,,,,"(S)-2,6-diaminohexanoic acid",0,
IDENTITY-058,AOM_000254,Manganese,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Minerals/Manganese,AOM_100849,Mineral content,,,,any measurable characteristic related to the concentration of manganese (CHEBI:18291) in feed,0,
IDENTITY-058,AOM_000763,Manganese,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Manganese,AOM_000779,Mineral,,,,"A feed-supplement ingredient with governed workbook identity “Manganese”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",0,
IDENTITY-059,AOM_000213,methionine,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Amino Acids/methionine,AOM_000199,Amino Acids,,,,any measurable characteristic related to the concentration of methionine (CHEBI:16811) in feed. It could be declared by the manufacturer,0,
IDENTITY-059,AOM_001377,Methionine,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Amino Acid/Methionine,AOM_000737,Amino Acid,,,,2-amino-4-(methylthio)butanoic acid,0,
IDENTITY-060,AOM_000894,mono-species,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/species associations/mono-species,AOM_000893,species associations,,,,system of farming which rears only one type of animal species in the same production unit,0,
IDENTITY-060,AOM_000923,mono-species,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/species associations/mono-species,AOM_000922,species associations,,,,system of farming which rears only one type of animal species in the same production unit,0,
IDENTITY-061,AOM_000897,multi-species,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/species associations/multi-species,AOM_000893,species associations,,,,"system of farming which uses multiple species in the same rearing structure occupying different ecological niches of the medium to optimize production, with or without trophic interrelationship",0,
IDENTITY-061,AOM_000926,multi-species,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/species associations/multi-species,AOM_000922,species associations,,,,"system of farming which uses multiple species in the same rearing structure occupying different ecological niches of the medium to optimize production, with or without trophic interrelationship",0,
IDENTITY-062,AOM_000872,newborn,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/rearing stage/newborn,AOM_000865,rearing stage,,,,"unit dedicated to the production of newborn animal before weaning (mammal) or until hatching (fish, chicken).Newborn->Juvenile->Pregrowout->Grower->Finisher",0,
IDENTITY-062,AOM_000883,newborn,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/rearing stage/newborn,AOM_000874,rearing stage,,,,"unit dedicated to the production of newborn animal before weaning (mammal) or until hatching (fish, chicken)",0,
IDENTITY-063,AOM_003005,Non Crop Fodders,inherited,legacy_aom_concept,Management/Livestock Practices/Feed Management/Feed Addition/Non Crop Fodders,AOM_003003,Feed Addition,,,,"Feeds added to animal diets that are derived from non-woody crops grown primarily to feed to animals (e.g., alfafa or clover grown to feed to cattle) or non-woody plants harvested from non-cropped areas (e.g., forage grasses such as napier grass grown to stabilize terraces, cactus harvested from boundary fences, wild growing plants in wayside or fallows, algae, etc.).",0,
IDENTITY-063,AOM_003015,Non Crop Fodders,inherited,legacy_aom_concept,Management/Livestock Practices/Feed Management/Feed Substitution/Non Crop Fodders,AOM_003011,Feed Substitution,,,,"Components of a basal diet fully or partially substituted for non-woody crops grown primarily to feed to animals (e.g., alfafa or clover grown to feed to cattle) or non-woody plants harvested from non-cropped areas (e.g., forage grasses such as napier grass grown to stabilize terraces, cactus harvested from boundary fences, wild growing plants in wayside or fallows, algae, etc.). Feeds are added compared to a base practice control such as hay ad libitum only.",0,
IDENTITY-064,AOM_003010,Other Feed,inherited,legacy_aom_concept,Management/Livestock Practices/Feed Management/Feed Addition/Other Feed,AOM_003003,Feed Addition,,,,"Feeds added to animal diets that are non-plant, non-animal or non-manure based materials.",0,
IDENTITY-064,AOM_003020,Other Feed,inherited,legacy_aom_concept,Management/Livestock Practices/Feed Management/Feed Substitution/Other Feed,AOM_003011,Feed Substitution,,,,"Components of a basal diet fully or partially substituted with non-plant, non-animal and non-manure based materials. These typically include materials for the by-product of animal processing (e.g., bone meal or fish meal).",0,
IDENTITY-065,AOM_000363,Pasture,inherited,legacy_aom_concept,Outcomes/Productivity/Yield/Product Yield/Pasture,AOM_000362,Product Yield,,,,An AOM outcome concept for recording Pasture within Product Yield.,0,
IDENTITY-065,AOM_001789,Pasture,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Pasture,AOM_000701,Cereal and Grass Forages,,,,An AOM controlled category for “Pasture” within “Cereal and Grass Forages”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,0,
IDENTITY-066,AOM_000264,Phosphorus,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Minerals/Phosphorus,AOM_100849,Mineral content,,,,Any measurable characteristic related to the concentration of phosphorus in feed. Source: EOL,0,
IDENTITY-066,AOM_000770,Phosphorus,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Phosphorus,AOM_000779,Mineral,,,,"A feed-supplement ingredient with governed workbook identity “Phosphorus”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",0,
IDENTITY-067,AOM_000017,Pig,inherited,legacy_aom_concept,Species/Animal/Terrestrial/Mammal/Porcine/Pig,AOM_101018,Porcine animals,,,,"Suidae is a family of artiodactyl mammals which are commonly called pigs, hogs or boars. In addition to numerous fossil species, 17 extant species are currently recognized (or 18 counting domestic pigs and wild boars separately), classified into between four and eight genera. The family includes the domestic pig, Sus scrofa domesticus or Sus domesticus, in addition to numerous species of wild pig, such as babirusas and warthogs. All suids, or swine, are native to the Old World, ranging from Asia to Europe and Africa. [Wikipedia]",0,
IDENTITY-067,AOM_001017,Pig,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Pig,AOM_101002,Animal rearing stage,,,,A controlled rearing-stage category scoped to Pig; used for records classified as “Pig”.,0,
IDENTITY-068,AOM_000873,pre-growout,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/rearing stage/pre-growout,AOM_000865,rearing stage,,,,unit dedicated to the production of a sexually immature animal and which comes from the natural environment or is produced in a farm (juvenile animal) and can be transfered in growing unit.Newborn->Juvenile->Pregrowout->Grower->Finisher,0,
IDENTITY-068,AOM_000884,pre-growout,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/rearing stage/pre-growout,AOM_000874,rearing stage,,,,pre-growout rearing unit,0,
IDENTITY-069,AOM_000850,production orientation,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/production orientation,AOM_000848,terrestrial system,,,,A farming-system classification for production orientation within the terrestrial system context.,0,
IDENTITY-069,AOM_000855,production orientation,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/production orientation,AOM_000849,aquatic system,,,,A farming-system classification for production orientation within the aquatic system context.,0,
IDENTITY-070,AOM_000099,Pueraria phaseoloides,inherited,legacy_aom_concept,Species/Plant/Pasture Fodder/Legume/Pueraria phaseoloides,AOM_000059,Legume,,,,"Tropical kudzu (Pueraria phaseoloides (Roxb.) Benth.) is a vigorous, dense-growing vine cultivated in tropical countries as a cover crop, green manure and fodder for livestock. [Feedipedia]",0,
IDENTITY-070,AOM_001231,Pueraria phaseoloides,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Pueraria phaseoloides,AOM_000726,Legume Forages,,,,"A forage-plant feed material with governed identity “pueraria phaseoloides”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",0,
IDENTITY-071,AOM_000865,rearing stage,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/rearing stage,AOM_000849,aquatic system,,,,any characteristic of terrestrial unit of production related to a specific life stage rearing,0,
IDENTITY-071,AOM_000874,rearing stage,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/rearing stage,AOM_000848,terrestrial system,,,,A farming-system classification for rearing stage within the terrestrial system context.,0,
IDENTITY-072,AOM_000266,Selenium,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Minerals/Selenium,AOM_100849,Mineral content,,,,any measurable characteristic related to the concentration of selenium (CHEBI:27568) in feed,0,
IDENTITY-072,AOM_000774,Selenium,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Selenium,AOM_000779,Mineral,,,,"A feed-supplement ingredient with governed workbook identity “Selenium”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",0,
IDENTITY-073,AOM_000019,Sheep,inherited,legacy_aom_concept,Species/Animal/Terrestrial/Mammal/Caprine/Sheep,AOM_000006,Caprine,,,,"The domesticated sheep species, Ovis aries. [Definition Source: NCI]",0,
IDENTITY-073,AOM_000983,Sheep,inherited,legacy_aom_concept,Management/Livestock Management/Rearing Stage/Sheep,AOM_101002,Animal rearing stage,,,,A controlled rearing-stage category scoped to Sheep; used for records classified as “Sheep”.,0,
IDENTITY-074,AOM_000893,species associations,inherited,legacy_aom_concept,Farming System/livestock system/aquatic system/species associations,AOM_000849,aquatic system,,,,A farming-system classification for species associations within the aquatic system context.,0,
IDENTITY-074,AOM_000922,species associations,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/species associations,AOM_000848,terrestrial system,,,,"housing structure with partially or totally access to outdoors, an area with natural light (courtyard, pasture)",0,
IDENTITY-075,AOM_000935,Strip grazing,inherited,legacy_aom_concept,Farming System/livestock system/terrestrial system/grazing/strip grazing,AOM_000932,grazing,,,,rationed pasture system,0,
IDENTITY-075,AOM_000949,Strip grazing,inherited,legacy_aom_concept,Management/Livestock Management/Grazing Management/Strip grazing,AOM_100853,Grazing management,,,,,0,
IDENTITY-076,AOM_000094,Stylosanthes guianensis,inherited,legacy_aom_concept,Species/Plant/Pasture Fodder/Legume/Stylosanthes guianensis,AOM_000059,Legume,,,,Stylo (Stylosanthes guianensis (Aublet) Sw.) is a tropical legume shrub widely grown for forage throughout the tropics and subtropics.,0,
IDENTITY-076,AOM_001233,Stylosanthes guianensis,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Stylosanthes guianensis,AOM_000726,Legume Forages,,,,"A forage-plant feed material with governed identity “stylosanthes guianensis”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",0,
IDENTITY-077,AOM_000093,Stylosanthes hamata,inherited,legacy_aom_concept,Species/Plant/Pasture Fodder/Legume/Stylosanthes hamata,AOM_000059,Legume,,,,"The Caribbean stylo (Stylosanthes hamata (L.)Taub.) is a semi-erect, annual or short-lived perennial tropical legume, up to 75 cm high. Its stems are slender, multi-branched, non-determinate and pubescent on one side but without bristles, unlike the Townsville stylo, Stylosanthes humilis, which has many bristles. The leaves are trifoliate with shiny, lanceolate leaflets, 19-37 mm long and 3-6 mm broad. The inflorescence is a compact oblong spike bearing 8 to 14 small, yellow, hairy and papillonaceous flowers. The single-seeded pods are erect and segmented. The upper segment is glabrous and hooked, 6-7 mm long including the length of the hook (Cameron, 2010; Cook et al., 2005). The Seed are kidney-shaped, dark brown, mottled and 2-2.5 mm long. There is a wide range of Caribbean stylo genotypes, differing in their ploidy. Diploid types are adapted to a wider range of latitudes, altitudes and rainfall ranges than tetraploid types (FAO, 2012; Cameron, 2010; Edye et al., 1992). In Australia, two tetraploid cultivars (Verano in 1973 and Amiga in 1988) have been released as pasture legumes. Amiga produces more perennial plants and more Seed than Verano, in drier and cooler environments (Cameron, 2010; Edye, 1997). Diploids are generally not sown for pastures (Edye et al., 1992). Stylosanthes hamata is widely used to improve the flora of natural pastures and leys and for the creation of forage banks (Coulibaly et al., 1996). The Caribbean stylo is relished by all classes of livestock (Cook et al., 2005). It is mainly used as permanent pasture but is also cut to be fed fresh in cut-and-carry systems. It may be used for hay provided it is cut before the plant sheds its leaves in the dry season. It can be easily oversown in pastures and is a valuable ley-legume. It can be used as mulch once killed by herbicides (McCown, 1987). [Feedipedia]",0,
IDENTITY-077,AOM_001236,Stylosanthes hamata,inherited,legacy_aom_concept,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Stylosanthes hamata,AOM_000726,Legume Forages,,,,"A forage-plant feed material with governed identity “stylosanthes hamata”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",0,
