concept_id,preferred_label,ingredient_family,has_approved_grinding,has_approved_drying,meal_lexeme_present,form_disposition,form_target,moisture_disposition,moisture_target,role_disposition,role_target,evidence,rationale
AOM_001120,Acacia saligna Leaves and Soft Twig,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001121,Acacia senegal,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001122,Acacia senegal Pods,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001123,Acacia senegal Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001125,Acacia tortilis Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001126,Afzelia africana,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001127,Afzelia africana Leaves Wilted,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001128,Annona senegalensis,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001129,Annona senegalensis Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001131,Azadirachta indica,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001132,Azadirachta indica Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001133,Calliandra calothyrsus,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001134,Calliandra calothyrsus Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001135,Calycotome villosa,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001136,Carissa edulis,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001137,Chamaecytisus palmensis,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001138,Combretum apiculatum,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001139,Daniellia oliveri,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001140,Daniellia oliveri Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001141,Dichrostachys cinerea,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001142,Erythrina brucei,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001143,Erythrina brucei Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001144,Euclea schimperi,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001145,Faidherbia albida,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001146,Poultry Litter,Animal Manures,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001147,Ficus thonningii,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001148,Ficus thonningii Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001149,Gliricidia sepium,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001150,Gliricidia sepium Leaves and Soft Twig,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001151,Gmelina arborea,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001152,Moringa oleifera,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001153,Hoodia gordonii,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001154,Jatropha curcas Kernel,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001155,Jatropha curcas Kernel Ground,Forage Plants,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort."
AOM_001156,Jatropha curcas Seed,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001157,Jatropha curcas Seed Ground,Forage Plants,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort."
AOM_001158,Khaya senegalensis Dried,Forage Plants,false,true,false,not_in_form_cohort,,approved_dried_from_process,Dried moisture condition,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. Approved Drying process supports dried moisture condition without implying one presentation form. No reviewed product-role evidence in this structural cohort.
AOM_001164,Mucuna pruriens Seed,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001166,Opuntia ficus indica,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001167,Opuntia ficus indica Juice,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001168,Opuntia ficus indica Ground,Forage Plants,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort."
AOM_001169,Pithecellobium dulce,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001170,Pithecellobium dulce Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001171,Prosopis africana,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001174,Sesbania goetzei,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001175,Unspecified Indigenous Trees,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001176,Banana Peel,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001177,Banana Pseudo-stem,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001178,Barley Dried,Crop Byproduct,false,true,false,not_in_form_cohort,,approved_dried_from_process,Dried moisture condition,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. Approved Drying process supports dried moisture condition without implying one presentation form. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001179,Common Bean Straw,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001180,Common Bean Tops,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001181,Chickpea Haulm,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_existing_role,Crop-residue role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Existing reviewed product-role assertion remains authoritative.
AOM_001183,Cocoa Pods Husk,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001184,Cocoa Pods Husk Ground,Crop Byproduct,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained."
AOM_001185,Linseed,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001186,Coffee Leaves,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001187,Cotton Seed Hull,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001189,Cowpea Vine,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001190,Noug,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001191,Noug Seed Ground,Crop Byproduct,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained."
AOM_001192,Olive Cake,Crop Byproduct,false,false,false,approved_existing_specific_form,Cake form,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,Existing reviewed presentation-form assertion remains authoritative. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001193,Groundnut Oil,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001195,Mango Peel Dried,Crop Byproduct,false,true,false,not_in_form_cohort,,approved_dried_from_process,Dried moisture condition,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. Approved Drying process supports dried moisture condition without implying one presentation form. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001196,Mango Seed,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001197,Teff Straw Crushed,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001199,Breadfruit,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001200,Breadfruit Ground,Crop Product,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort."
AOM_001201,Avocado,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001202,Barley,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001203,Alfalfa Dried,Forage Plants,false,true,false,not_in_form_cohort,,approved_dried_from_process,Dried moisture condition,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. Approved Drying process supports dried moisture condition without implying one presentation form. No reviewed product-role evidence in this structural cohort.
AOM_001205,Aeschynomene histrix,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001206,Anthyllis tetraphylla,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001207,Canavalia gladiata,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001208,Centrosema pubescens,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001209,Desmodium,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
