concept_id,preferred_label,review_scope,current_parent_ids,current_parent_labels,current_top_group_ids,current_top_group_labels,current_descendant_count,current_governed_types,current_definition,problem_category,recommended_action,recommended_axis,recommended_target,evidence_state,rationale
AOM_001373,Cellulose,other_ingredients_descendant,AOM_000745,Binder,AOM_000745,Binder,2,,A feed material with governed source identity “cellulose” and characteristics: product role — Binder role.,material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001374,Gelatin,other_ingredients_descendant,AOM_000745,Binder,AOM_000745,Binder,0,,"A feed ingredient with governed workbook identity “Gelatin”, classified within “Binder”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001375,Choline Cloride Ground,supplement_descendant,AOM_000793,Vitamin,AOM_000793,Vitamin,0,,"2-hydroxy-N,N,N-trimethylethanaminium",vitamin substance under supplement catch-all,move-or-hold,feed additive,nutritional additives / vitamins and provitamins,requires-substance-evidence,Specific vitamin identity supports additive review; product formulation must remain explicit.
AOM_001376,Dexapanthenol,supplement_descendant,AOM_000793,Vitamin,AOM_000793,Vitamin,0,,"A feed-supplement ingredient with governed workbook identity “Dexapanthenol”, classified within “Vitamin”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",vitamin substance under supplement catch-all,move-or-hold,feed additive,nutritional additives / vitamins and provitamins,requires-substance-evidence,Specific vitamin identity supports additive review; product formulation must remain explicit.
AOM_001377,Methionine,supplement_descendant,AOM_000737,Amino Acid,AOM_000737,Amino Acid,0,,2-amino-4-(methylthio)butanoic acid,additive category under material catch-all,move,feed additive,nutritional additives / amino acids,authority-supported,"EU feed-additive categories place amino acids, salts, and analogues under nutritional additives."
AOM_001378,Magnesium Oxide,supplement_descendant,AOM_000779,Mineral,AOM_000779,Mineral,0,,"A feed-supplement ingredient with governed workbook identity “Magnesium Oxide”, classified within “Mineral”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",mineral material under supplement catch-all,move,feed material,mineral feed materials,catalogue-supported,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001415,Mineral Mix,supplement_descendant,AOM_000779,Mineral,AOM_000779,Mineral,1,,"A feed-supplement ingredient with governed workbook identity “Mineral Mix”, classified within “Mineral”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",formulation under mineral material catch-all,move,feed formulation,mineral complementary feeds,model-supported,"Blocks, licks, and mixes are multi-component formulations."
AOM_001417,Zinc Manganese,supplement_descendant,AOM_000779,Mineral,AOM_000779,Mineral,0,,"A feed-supplement ingredient with governed workbook identity “Zinc Manganese”, classified within “Mineral”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",trace-element compound under supplement catch-all,move-or-hold,feed additive,nutritional additives / trace-element compounds,requires-authorization-evidence,Trace-element compound use requires product and authorization evidence.
AOM_001418,Zinc Oxide,supplement_descendant,AOM_000779,Mineral,AOM_000779,Mineral,0,,"A feed-supplement ingredient with governed workbook identity “Zinc Oxide”, classified within “Mineral”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",trace-element compound under supplement catch-all,move-or-hold,feed additive,nutritional additives / trace-element compounds,requires-authorization-evidence,Trace-element compound use requires product and authorization evidence.
AOM_001423,Bentonite,other_ingredients_descendant,AOM_000745,Binder,AOM_000745,Binder,0,,"A feed ingredient with governed workbook identity “Bentonite”, classified within “Binder”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001427,Potassium Carbonate,supplement_descendant,AOM_000779,Mineral,AOM_000779,Mineral,0,,"A feed-supplement ingredient with governed workbook identity “Potassium Carbonate”, classified within “Mineral”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",mineral material under supplement catch-all,move,feed material,mineral feed materials,catalogue-supported,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001428,Minerals and Salt,supplement_descendant,AOM_000795,Mixture,AOM_000795,Mixture,0,,"A feed-supplement ingredient with governed workbook identity “Minerals and Salt”, classified within “Mixture”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",generic mixture used as feed material,move,feed formulation,mineral or vitamin complementary feeds,authority-supported,"Mixtures are formulations, not single feed materials."
AOM_001431,Minerals and Urea Mix,supplement_descendant,AOM_000795,Mixture,AOM_000795,Mixture,0,,"A feed-supplement ingredient with governed workbook identity “Minerals and Urea Mix”, classified within “Mixture”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",generic mixture used as feed material,move,feed formulation,mineral or vitamin complementary feeds,authority-supported,"Mixtures are formulations, not single feed materials."
AOM_001433,Tryptophan,supplement_descendant,AOM_000737,Amino Acid,AOM_000737,Amino Acid,0,,2-amino-3-(1H-indol-3-yl)propanoic acid,additive category under material catch-all,move,feed additive,nutritional additives / amino acids,authority-supported,"EU feed-additive categories place amino acids, salts, and analogues under nutritional additives."
AOM_001486,Lignobond,other_ingredients_descendant,AOM_000745,Binder,AOM_000745,Binder,0,,A feed material with governed source identity “Lignobond” and characteristics: product role — Binder role.,material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001487,Sodium Sulfate,supplement_descendant,AOM_000779,Mineral,AOM_000779,Mineral,0,,"A feed-supplement ingredient with governed workbook identity “Sodium Sulfate”, classified within “Mineral”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",mineral material under supplement catch-all,move,feed material,mineral feed materials,catalogue-supported,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001490,Trimethyl Cellulose,other_ingredients_descendant,AOM_000745,Binder,AOM_000745,Binder,0,,"A feed ingredient with governed workbook identity “Trimethyl Cellulose”, classified within “Binder”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001497,Megalac,supplement_descendant,AOM_006334,Protected Fat,AOM_006334,Protected Fat,0,aom:FeedMaterial,A named rumen-protected fat supplement represented as a feed material; formulation use and feeding rate do not make it a complete diet.,branded product under generic supplement catch-all,retain-product-and-reparent,feed material,Megalac under rumen-protected fat feed materials,product-evidence-supported,Manufacturer identifies Megalac as calcium-salt rumen-protected fat made from PFAD.
AOM_001500,ACTIPAL HP 1,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001500,ACTIPAL HP 1,0,,"A named feed-related product represented in the source workbook as “ACTIPAL HP 1”; available evidence does not establish whether it is a feed material, formulation, or additive.",unresolved commercial product,hold-and-research,unresolved,no type until manufacturer evidence,requires-product-evidence,ACTIPAL HP 1 remains an explicit product-class hold.
AOM_001503,Polyethylene,other_ingredients_descendant,AOM_000745,Binder,AOM_000745,Binder,0,,"A feed ingredient with governed workbook identity “Polyethylene”, classified within “Binder”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001504,Polyethylene glycol,other_ingredients_descendant,AOM_000745,Binder,AOM_000745,Binder,0,,"A feed ingredient with governed workbook identity “Polyethylene glycol”, classified within “Binder”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001505,Polyvitamins,supplement_descendant,AOM_000793,Vitamin,AOM_000793,Vitamin,0,,"A feed-supplement ingredient with governed workbook identity “Polyvitamins”, classified within “Vitamin”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",vitamin mixture under additive substance branch,move,feed formulation,premixtures or complementary feeds,model-supported,"Vitamin mixtures are multi-component preparations, not single material substances."
AOM_001506,Kanwa-Potassium Salt,supplement_descendant,AOM_000779,Mineral,AOM_000779,Mineral,0,,"A feed-supplement ingredient with governed workbook identity “Kanwa-Potassium Salt”, classified within “Mineral”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",uncertain mineral product under mixed branch,hold-and-research,unresolved,no target until product/substance evidence,requires-product-evidence,"Current Mineral parent cannot establish material, additive, formulation, or constituent role."
AOM_001507,Unspecified,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001507,Unspecified,0,,An AOM controlled category for “Unspecified” within “Other Ingredients”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,placeholder represented as domain concept,retire,missing-data code,source-data unknown value,model-supported,"Unspecified is a data-quality state, not a feed material."
AOM_001509,Potassium Humate,supplement_descendant,AOM_000779,Mineral,AOM_000779,Mineral,0,,"A feed-supplement ingredient with governed workbook identity “Potassium Humate”, classified within “Mineral”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",uncertain mineral product under mixed branch,hold-and-research,unresolved,no target until product/substance evidence,requires-product-evidence,"Current Mineral parent cannot establish material, additive, formulation, or constituent role."
AOM_001571,Protein,supplement_descendant,AOM_000736,Supplement,AOM_001571,Protein,3,,"A feed-supplement ingredient with governed workbook identity “Protein”, classified within “Supplement”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",chemical constituent used as material superclass,split,chemical constituent and feed material,Protein constituent; separately evidenced protein feed materials,model-supported,Casein and gluten products are materials; Protein is a constituent class.
AOM_001572,Casein,supplement_descendant,AOM_001571,Protein,AOM_001571,Protein,0,,"A feed-supplement ingredient with governed workbook identity “Casein”, classified within “Protein”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",feed material under chemical constituent superclass,reparent,feed material,evidence-backed protein-rich feed materials,requires-product-evidence,Material identity must not be inferred from Protein constituent parent alone.
AOM_001577,Carbohydrate,supplement_descendant,AOM_000736,Supplement,AOM_001577,Carbohydrate,1,,"A feed-supplement ingredient with governed workbook identity “Carbohydrate”, classified within “Supplement”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",chemical constituent used as material superclass,split,chemical substance and feed material,Carbohydrate constituents; separately evidenced carbohydrate materials,model-supported,Carbohydrate is a constituent class; dextrin requires a substance/use decision.
AOM_001578,Dextrin,supplement_descendant,AOM_001577,Carbohydrate,AOM_001577,Carbohydrate,0,,"A feed-supplement ingredient with governed workbook identity “Dextrin”, classified within “Carbohydrate”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",substance under chemical constituent superclass,move-or-hold,chemical substance or feed material,Dextrin substance with explicit feed role,requires-use-evidence,Dextrin needs explicit material/additive use evidence.
AOM_001579,Elancoban,supplement_descendant,AOM_004433,Anti-coccidia,AOM_004433,Anti-coccidia,0,aom:FeedAdditive,A feed additive containing monensin sodium and used for coccidiosis control under authorized conditions.,coccidiostat product under supplement catch-all,reparent,feed additive,coccidiostats and histomonostats,authority-supported,Elancoban is monensin-sodium feed additive used for coccidiosis control.
AOM_001746,Dicalcium Phosphate Dried Ground,supplement_descendant,AOM_000757,Dicalcium Phosphate,AOM_000779,Mineral,0,,"A feed material with governed source identity “dicalcium phosphate” and characteristics: moisture condition — Dried moisture condition; presentation form — Comminuted particle form; processing method — Drying, Grinding.",mineral material under supplement catch-all,move,feed material,mineral feed materials,catalogue-supported,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_001749,Urea,supplement_descendant,AOM_000736,Supplement,AOM_001749,Urea,0,,"A feed-supplement ingredient with governed workbook identity “Urea”, classified within “Supplement”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",nutritional additive under material catch-all,move,feed additive,nutritional additives / urea and derivatives,authority-supported,EU Regulation 1831/2003 places urea and derivatives under nutritional additives.
AOM_001773,Trace-elements Mix,supplement_descendant,AOM_001415,Mineral Mix,AOM_000779,Mineral,0,,"A feed-supplement ingredient with governed workbook identity “Trace-elements Mix”, classified within “Mineral Mix”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",formulation under mineral material catch-all,move,feed formulation,mineral complementary feeds,model-supported,"Blocks, licks, and mixes are multi-component formulations."
AOM_001824,Wood Charcoal,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001824,Wood Charcoal,0,,"A feed ingredient with governed workbook identity “Wood Charcoal”, classified within “Other Ingredients”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",material hidden under residual category,move-or-hold,feed material,carbonized plant-derived materials,requires-use-and-safety-evidence,"Wood charcoal needs source, processing, and intended-feed-use evidence."
AOM_001825,Olaquindox,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001825,Olaquindox,0,,"A feed ingredient with governed workbook identity “Olaquindox”, classified within “Other Ingredients”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",regulated product under residual category,hold-and-research,feed additive or medicinal product,regulatory product classification,requires-current-regulatory-evidence,Olaquindox classification and permitted use are jurisdiction- and date-sensitive.
AOM_001826,ChemBind,other_ingredients_descendant,AOM_000745,Binder,AOM_000745,Binder,0,,A feed material with governed source identity “ChemBind” and characteristics: product role — Binder role.,material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001827,Popcorn Waste,other_ingredients_descendant,AOM_100987,Processed food by-products,AOM_100987,Processed food by-products,0,,"A feed ingredient with governed workbook identity “Popcorn Waste”, classified within “Processed Food Byproducts”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",valid materials hidden under residual category,move,feed material and product role,processed food by-products,authority-supported,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001829,Biscuit Waste Ground,other_ingredients_descendant,AOM_001838,Biscuit Waste,AOM_100987,Processed food by-products,0,,A feed material with governed source identity “biscuit waste” and characteristics: presentation form — Comminuted particle form; processing method — Grinding.,valid materials hidden under residual category,move,feed material and product role,processed food by-products,authority-supported,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001830,Biscuit Waste Dried Ground,other_ingredients_descendant,AOM_001838,Biscuit Waste,AOM_100987,Processed food by-products,0,,"A feed material with governed source identity “biscuit waste” and characteristics: moisture condition — Dried moisture condition; presentation form — Comminuted particle form; processing method — Drying, Grinding.",valid materials hidden under residual category,move,feed material and product role,processed food by-products,authority-supported,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001831,Vitalite,other_ingredients_descendant,AOM_100987,Processed food by-products,AOM_100987,Processed food by-products,0,,"An AOM feed material with governed operational source identity “Vitalite”. Component, whole-material integrity, processing method, presentation form, bulk consistency, moisture condition, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",possible misspelled commercial product under by-product branch,hold-and-identity-review,unresolved,compare with AOM_001921 Vitalyte,requires-product-evidence,Vitalite lacks evidence that it is a processed food by-product.
AOM_001832,Starch,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001832,Starch,0,,"A feed ingredient with governed workbook identity “Starch”, classified within “Other Ingredients”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",substance/material ambiguity,rename-and-move,feed material,Starch feed material; keep Starch constituent separate,catalogue-supported,Generic Starch must be disambiguated from chemical-constituent use.
AOM_001834,Vitamin D3,supplement_descendant,AOM_000793,Vitamin,AOM_000793,Vitamin,0,,"A feed-supplement ingredient with governed workbook identity “Vitamin D3”, classified within “Vitamin”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",vitamin substance under supplement catch-all,move-or-hold,feed additive,nutritional additives / vitamins and provitamins,requires-substance-evidence,Specific vitamin identity supports additive review; product formulation must remain explicit.
AOM_001838,Biscuit Waste,other_ingredients_descendant,AOM_100987,Processed food by-products,AOM_100987,Processed food by-products,2,,"A feed ingredient with governed workbook identity “Biscuit Waste”, classified within “Processed Food Byproducts”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",valid materials hidden under residual category,move,feed material and product role,processed food by-products,authority-supported,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001839,Vitamin AD3E,supplement_descendant,AOM_000793,Vitamin,AOM_000793,Vitamin,0,,"A feed-supplement ingredient with governed workbook identity “Vitamin AD3E”, classified within “Vitamin”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",vitamin mixture under additive substance branch,move,feed formulation,premixtures or complementary feeds,model-supported,"Vitamin mixtures are multi-component preparations, not single material substances."
AOM_001865,Free Gossypol,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001865,Free Gossypol,0,,"A feed ingredient with governed workbook identity “Free Gossypol”, classified within “Other Ingredients”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",analytical/toxic constituent used as material,move,chemical constituent,undesirable or toxic constituents,model-supported,"Free gossypol is a constituent measurement target, not a feed ingredient."
AOM_001866,Glycerol,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001866,Glycerol,0,,"A feed ingredient with governed workbook identity “Glycerol”, classified within “Other Ingredients”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",valid feed material hidden under residual category,move,feed material,products from oils and fats,catalogue-supported,Glycerol/glycerine is represented in EU feed-material catalogue.
AOM_001867,Sand,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001867,Sand,0,,"A feed ingredient with governed workbook identity “Sand”, classified within “Other Ingredients”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",poorly evidenced inert material,hold-and-research,unresolved,"marker, contaminant, or material role",requires-use-evidence,Sand label alone does not establish intended feed use.
AOM_001868,Toxynil,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001868,Toxynil,1,,"An AOM feed material with governed operational source identity “Toxynil”. Component, whole-material integrity, processing method, presentation form, bulk consistency, moisture condition, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",unresolved commercial product,hold-and-research,unresolved,no type until product evidence,requires-product-evidence,Toxynil identity and function require stable manufacturer evidence.
AOM_001869,Waste Activated Sludge,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001869,Waste Activated Sludge,0,,"A feed ingredient with governed workbook identity “Waste Activated Sludge”, classified within “Other Ingredients”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",waste material with regulatory risk,hold-and-research,feed material candidate,waste-derived materials,requires-safety-and-regulatory-evidence,Activated sludge cannot be normalized as feed material from label alone.
AOM_001870,Prime Gluten 60,supplement_descendant,AOM_001571,Protein,AOM_001571,Protein,1,aom:FeedMaterial,A named protein feed material represented as “Prime Gluten 60”; detailed composition and manufacturing process are unspecified.,feed material under chemical constituent superclass,reparent,feed material,evidence-backed protein-rich feed materials,requires-product-evidence,Material identity must not be inferred from Protein constituent parent alone.
AOM_001872,Alkali,supplement_descendant,AOM_000779,Mineral,AOM_000779,Mineral,0,,"A feed-supplement ingredient with governed workbook identity “Alkali”, classified within “Mineral”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",uncertain mineral product under mixed branch,hold-and-research,unresolved,no target until product/substance evidence,requires-product-evidence,"Current Mineral parent cannot establish material, additive, formulation, or constituent role."
AOM_001916,Crop Byproduct,feed_material_direct_child,AOM_100850,Feed materials,,,504,,A feed material with governed source identity “crop byproduct” and characteristics: product role — By-product role.,direct feed-material category outside disputed branches,retain-pending-later-review,feed material,Crop Byproduct,outside-current-defect,Included to prove complete direct-branch coverage; no new defect asserted in this review.
AOM_001917,Unspecified Filler,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001917,Unspecified Filler,0,,An AOM controlled category for “Unspecified Filler” within “Other Ingredients”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,role/placeholder represented as material,move,product role,Filler role,model-supported,"Unspecified filler is a role with unknown bearer, not a material identity."
AOM_001921,Vitalyte,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001921,Vitalyte,0,,"An AOM feed material with governed operational source identity “Vitalyte”. Component, whole-material integrity, processing method, presentation form, bulk consistency, moisture condition, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",unresolved possible duplicate commercial product,hold-and-identity-review,unresolved,compare with AOM_001831 Vitalite,requires-product-evidence,Vitalyte and Vitalite require product and spelling identity review.
AOM_001922,Water,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_001922,Water,0,,"A feed ingredient with governed workbook identity “Water”, classified within “Other Ingredients”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",valid material hidden under residual category,move,feed material,water and liquid feed materials,model-supported,"Water is a material, not an Other Ingredient residue class."
AOM_001994,Carboxymethyl Cellulose Dried Ground Heated,other_ingredients_descendant,AOM_000743,Carboxymethyl Cellulose,AOM_000745,Binder,0,,"A feed material with governed source identity “carboxymethyl cellulose” and characteristics: moisture condition — Dried moisture condition; presentation form — Comminuted particle form; processing method — Drying, Grinding, Heating.",material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001997,Toxynil Ground,other_ingredients_descendant,AOM_001868,Toxynil,AOM_001868,Toxynil,0,,A feed material with governed source identity “toxynil” and characteristics: presentation form — Comminuted particle form; processing method — Grinding.,unresolved commercial product,hold-and-research,unresolved,no type until product evidence,requires-product-evidence,Toxynil identity and function require stable manufacturer evidence.
AOM_002070,Cellulose Ground,other_ingredients_descendant,AOM_001373,Cellulose,AOM_000745,Binder,0,,A feed material with governed source identity “cellulose” and characteristics: presentation form — Comminuted particle form; processing method — Grinding.,material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_002071,Cellulose Dried Ground Heated,other_ingredients_descendant,AOM_001373,Cellulose,AOM_000745,Binder,0,,"A feed material with governed source identity “cellulose” and characteristics: moisture condition — Dried moisture condition; presentation form — Comminuted particle form; processing method — Drying, Grinding, Heating.",material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_002072,Chromium Oxide Ground,other_ingredients_descendant,AOM_000746,Chromium Oxide,AOM_000747,Digestibility Marker,0,,A feed material with governed source identity “chromium oxide” and characteristics: presentation form — Comminuted particle form; processing method — Grinding.,marker substance hidden beneath experimental role,reparent-and-link-role,chemical substance,Chromium oxide plus Digestibility-marker role,model-supported,Ground form remains separate presentation/process evidence; marker function is a role.
AOM_002074,Dicalcium Phosphate Ground,supplement_descendant,AOM_000757,Dicalcium Phosphate,AOM_000779,Mineral,0,,A feed material with governed source identity “dicalcium phosphate” and characteristics: presentation form — Comminuted particle form; processing method — Grinding.,mineral material under supplement catch-all,move,feed material,mineral feed materials,catalogue-supported,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_002091,Cassava Binder,other_ingredients_descendant,AOM_000745,Binder,AOM_000745,Binder,0,,A feed material with governed source identity “Cassava” and characteristics: product role — Binder role.,material or additive hidden beneath Binder role category,reparent-and-link-role,feed material or feed additive,independent identity plus Binder role,requires-item-evidence,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_002191,Fossil Shell Ground,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_002191,Fossil Shell Ground,0,,A feed material with governed source identity “fossil” and characteristics: ingredient part — Shell component; presentation form — Comminuted particle form; processing method — Grinding.,mineral material hidden under residual category,move,feed material,calcareous shell mineral materials,catalogue-supported,Ground fossil shell belongs with mineral feed materials if identity is confirmed.
AOM_002200,Chlorella vulgaris,supplement_descendant,AOM_100989,Microalgae supplements,AOM_100989,Microalgae supplements,0,,"An AOM feed material with governed operational source identity “Chlorella vulgaris”. Component, whole-material integrity, processing method, presentation form, bulk consistency, moisture condition, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",biological source material named by use,reparent,feed material,microalgal feed materials with source taxon,ontology-supported,Chlorella vulgaris should be represented by material plus source taxon.
AOM_003076,Probiotic,feed_material_direct_child,AOM_100850,Feed materials,,,5,,An AOM controlled category for “Probiotic” within “Feed Ingredient”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,functional use class asserted as feed material,move,feed additive or microbial preparation,zootechnical additives / gut-flora stabilisers,authority-supported,Probiotic identity depends on microbial preparation and intended additive use.
AOM_003084,Phosphate Salt Lick,supplement_descendant,AOM_000772,Salt,AOM_000779,Mineral,0,,"A feed ingredient with governed workbook identity “Phosphate Salt Lick”, classified within “Salt”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",formulation under mineral material catch-all,move,feed formulation,mineral complementary feeds,model-supported,"Blocks, licks, and mixes are multi-component formulations."
AOM_003097,Decortication,component_composition_process_structure,AOM_000837;AOM_101130,Mechanical feed processes;Feed separation processes,,,0,,A mechanical separation process that removes an outer hull husk shell or cortex from retained feed material.,process grouped by broad separation objective,retain-with-reviewed-parent,process objective,Feed component separation processes,process-definition-supported,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_003100,Grazing,feed_material_direct_child,AOM_100850,Feed materials,,,0,,An AOM controlled category for “Grazing” within “Feed Ingredient”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,management activity used as feed material,move,feeding practice,grazing or feed-access practice,model-supported,"Grazing is an animal-management process, not a material entity."
AOM_003172,Food Waste,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_003172,Food Waste,1,,A feed material with governed source identity “Food Waste” and characteristics: product role — Waste role.,waste material hidden under residual category,move,feed material and waste role,food-waste feed materials,requires-safety-evidence,Food waste needs explicit source and product-role modelling.
