concept_id,preferred_label,review_axis,depth_from_axis_root,current_parent_ids,current_parent_labels,direct_child_count,descendant_count,semantic_type,ingredient_part_assertions,material_component_assertions,primary_constituent_assertions,composition_state_assertions,distinct_material_count,review_role,review_status,current_definition
AOM_101086,Whole-crop composition,composition,2,AOM_101115,Native-component retention states,0,0,,0,0,0,1,1,component-integrity-state,proposed,Composition state indicating retention of the harvested whole-crop scope rather than one component part.
AOM_101110,Whole-grain composition,composition,2,AOM_101115,Native-component retention states,0,0,,0,0,0,4,4,component-integrity-state,proposed,"Component-retention state in which bran, germ, and endosperm remain in characteristic proportions independently of particle-size reduction."
AOM_101116,Whole-milk composition,composition,2,AOM_101115,Native-component retention states,0,0,,0,0,0,1,1,retention-or-composition-state,held,Governed composition state value used for feed-material semantics.
AOM_101134,Native-fat-retained composition,composition,2,AOM_101115,Native-component retention states,0,0,,0,0,0,2,2,retention-or-composition-state,held,Component-retention state indicating positive retention of native fat; no measured concentration or inferred absence of defatting is asserted.
AOM_101085,Feed material components,material-component,0,,,4,40,,0,0,0,0,0,component-root,proposed,"Anatomical structures, processed fractions, body substances, or collective material scopes represented as components of feed materials."
AOM_101019,Anatomical components,material-component,1,AOM_101085,Feed material components,31,31,,0,0,0,0,0,anatomy-root,proposed,Biological anatomical structures represented as components of feed materials.
AOM_101143,Processed material fractions,material-component,1,AOM_101085,Feed material components,1,2,,0,0,0,0,0,processed-fraction-root,proposed,Material components or fractions produced or recovered through processing rather than one anatomical structure.
AOM_101145,Animal body substances,material-component,1,AOM_101085,Feed material components,1,1,,0,0,0,0,0,animal-body-substance-root,proposed,Animal-derived body substances represented as feed-material components without treating them as connected anatomical structures.
AOM_101154,Composite crop-residue components,material-component,1,AOM_101085,Feed material components,2,2,,0,0,0,0,0,crop-residue-component-root,proposed,Collective crop-residue components such as straw or stover that contain multiple anatomical structures.
AOM_101024,Bulb,material-component,2,AOM_101019,Anatomical components,0,0,,1,0,0,0,1,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101025,Cladode,material-component,2,AOM_101019,Anatomical components,0,0,,2,0,0,0,2,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101026,Cob,material-component,2,AOM_101019,Anatomical components,0,0,,5,0,0,0,5,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101027,Corm,material-component,2,AOM_101019,Anatomical components,0,0,,1,0,0,0,1,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101028,Fruit,material-component,2,AOM_101019,Anatomical components,0,0,,6,0,0,0,6,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101029,Germ,material-component,2,AOM_101019,Anatomical components,0,0,,0,0,0,0,0,ambiguous-plant-anatomy-or-fraction,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101030,Hull,material-component,2,AOM_101019,Anatomical components,0,0,,1,0,0,0,1,vernacular-or-collective-plant-component,held,Governed anatomical part value used for ingredient-component semantics.
AOM_101031,Husk,material-component,2,AOM_101019,Anatomical components,0,0,,19,0,0,0,19,vernacular-or-collective-plant-component,held,Governed anatomical part value used for ingredient-component semantics.
AOM_101032,Kernel,material-component,2,AOM_101019,Anatomical components,0,0,,15,0,0,0,15,vernacular-or-collective-plant-component,held,Governed anatomical part value used for ingredient-component semantics.
AOM_101033,Leaf,material-component,2,AOM_101019,Anatomical components,0,0,,227,0,0,0,227,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101034,Peel,material-component,2,AOM_101019,Anatomical components,0,0,,24,0,0,0,24,vernacular-or-collective-plant-component,held,Governed anatomical part value used for ingredient-component semantics.
AOM_101035,Pod,material-component,2,AOM_101019,Anatomical components,0,0,,35,0,0,0,35,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101036,Pseudostem,material-component,2,AOM_101019,Anatomical components,0,0,,0,0,0,0,0,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101037,Root,material-component,2,AOM_101019,Anatomical components,0,0,,4,0,0,0,4,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101038,Seed,material-component,2,AOM_101019,Anatomical components,0,0,,87,0,0,0,87,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101039,Sheath,material-component,2,AOM_101019,Anatomical components,0,0,,1,0,0,0,1,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101040,Shell component,material-component,2,AOM_101019,Anatomical components,0,0,,11,0,0,0,11,vernacular-or-collective-plant-component,held,Governed shell component value used for feed-material semantics; distinguished from the feed-material concept labeled Shell.
AOM_101041,Sprout,material-component,2,AOM_101019,Anatomical components,0,0,,1,0,0,0,1,vernacular-or-collective-plant-component,held,Governed anatomical part value used for ingredient-component semantics.
AOM_101042,Stalk,material-component,2,AOM_101019,Anatomical components,0,0,,0,0,0,0,0,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101043,Tuber,material-component,2,AOM_101019,Anatomical components,0,0,,8,0,0,0,8,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101044,Viscera,material-component,2,AOM_101019,Anatomical components,0,0,,0,0,0,0,0,animal-anatomy,held,Governed anatomical part value used for ingredient-component semantics.
AOM_101045,Twig,material-component,2,AOM_101019,Anatomical components,0,0,,0,0,0,0,0,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101046,Bark,material-component,2,AOM_101019,Anatomical components,0,0,,0,0,0,0,0,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101047,Stem,material-component,2,AOM_101019,Anatomical components,0,0,,10,0,0,0,10,plant-anatomy,proposed,Governed anatomical part value used for ingredient-component semantics.
AOM_101048,Plant top,material-component,2,AOM_101019,Anatomical components,0,0,,2,0,0,0,2,vernacular-or-collective-plant-component,held,Governed anatomical part value used for ingredient-component semantics.
AOM_101074,Grain,material-component,2,AOM_101019,Anatomical components,0,0,,34,0,0,0,34,vernacular-or-collective-plant-component,held,Governed anatomical part value used for ingredient-component semantics.
AOM_101103,Blood component,material-component,2,AOM_101145,Animal body substances,0,0,,0,0,0,0,0,duplicate-animal-body-substance,proposed,Animal body substance represented as a feed-material component; distinct from Blood feed material.
AOM_101105,Stover,material-component,2,AOM_101154,Composite crop-residue components,0,0,,0,4,0,0,4,crop-residue-material-type,held,Composite crop-residue component remaining after grain or seed harvest; not one anatomical structure.
AOM_101106,Straw,material-component,2,AOM_101154,Composite crop-residue components,0,0,,0,62,0,0,62,crop-residue-material-type,held,Composite crop-residue component consisting mainly of dried cereal or legume stems and leaves after harvest; not one anatomical structure.
AOM_101107,Vine,material-component,2,AOM_101019,Anatomical components,0,0,,11,0,0,0,11,plant-anatomy,proposed,Governed anatomical part value used for feed-material semantics.
AOM_101117,Flower,material-component,2,AOM_101019,Anatomical components,0,0,,2,0,0,0,2,plant-anatomy,proposed,Governed anatomical part value used for feed-material semantics.
AOM_101121,Rhizome,material-component,2,AOM_101019,Anatomical components,0,0,,1,0,0,0,1,plant-anatomy,proposed,Governed anatomical part value used for feed-material semantics.
AOM_101122,Liver,material-component,2,AOM_101019,Anatomical components,0,0,,1,0,0,0,1,animal-anatomy,proposed,Governed anatomical part value used for feed-material semantics.
AOM_101144,Cereal milling fractions,material-component,2,AOM_101143,Processed material fractions,1,1,,0,0,0,0,0,one-child-milling-grouping,proposed,"Cereal-grain material fractions separated or recovered during milling, including bran and related fractions."
AOM_101153,Endosperm,material-component,2,AOM_101019,Anatomical components,0,0,,0,0,0,0,0,plant-anatomy,proposed,Seed tissue that stores nutrient reserves and forms a retained component of whole cereal grain.
AOM_101104,Bran,material-component,3,AOM_101144,Cereal milling fractions,0,0,,0,21,0,0,21,processed-milling-fraction,proposed,Cereal outer-layer milling fraction with variable attached endosperm; represented as a processed material fraction.
