concept_id,preferred_label,review_axis,review_role,current_parent_ids,recommended_disposition,proposed_label,proposed_parent_or_axis,recommended_semantic_action,mapping_candidate,evidence_ids,status,blocking_question,rationale,reviewer,review_date
AOM_000205,essential amino acid,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000206,free amino acid,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000207,glutamate,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000208,glycine,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000209,histidine,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000210,isoleucine,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000211,leucine,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000212,lysine,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000213,methionine,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000214,non essential amino acid,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000215,phenylalanine,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000216,proline,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000217,protein bound amino acid,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000218,serine,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000219,threonine,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000220,total amino acids,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000221,tryptophan,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000222,tyrosine,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000223,valine,composition,composition-characteristic,AOM_000199,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000227,Calcium,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000234,Cobalt,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000236,Copper,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000241,Gross Energy (GE),composition,composition-characteristic,AOM_000244,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000242,Metabolizable Energy (ME),composition,composition-characteristic,AOM_000244,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000243,Net Energy (NE),composition,composition-characteristic,AOM_000244,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000250,Iodine,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000251,Iron,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000253,Magnesium,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000254,Manganese,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000264,Phosphorus,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000265,Potassium,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000266,Selenium,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000272,Vitamin A,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000273,Vitamin B1,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000274,Vitamin B12,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000275,Vitamin B2,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000276,Vitamin B6,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000277,Vitamin B8,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000278,Vitamin B9,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000279,Vitamin C,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000280,Vitamin D,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000281,Vitamin E,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000282,Vitamin PP,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_000284,Zinc,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_002210,Lead,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_002213,Vitamin B3,composition,composition-characteristic,AOM_000283,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_002299,Sodium,composition,composition-characteristic,AOM_100849,retain-boundary-for-cohort-e,,Feed composition characteristics,Keep as measurable or observable composition characteristic; Cohort E should disambiguate content labels and measurement semantics.,,LOCAL-GRAPH;AOM-SCHEMA;CHEBI-ENTITY,proposed,,Measured concentration or proportion is not identical to chemical entity carrying same lexical label.,Codex,2026-08-19
AOM_101086,Whole-crop composition,composition,component-integrity-state,AOM_101115,move-to-component-integrity,,component-integrity axis,Represent retained whole-crop or whole-grain structure through positive component-integrity semantics.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-LANGUAL;EU-FEED-CATALOGUE,proposed,,"Whole-crop and whole-grain describe retained component structure, not measured chemical content.",Codex,2026-08-19
AOM_101110,Whole-grain composition,composition,component-integrity-state,AOM_101115,move-to-component-integrity,,component-integrity axis,Represent retained whole-crop or whole-grain structure through positive component-integrity semantics.,,LOCAL-GRAPH;AOM-SCHEMA;FOODON-LANGUAL;EU-FEED-CATALOGUE,proposed,,"Whole-crop and whole-grain describe retained component structure, not measured chemical content.",Codex,2026-08-19
AOM_101116,Whole-milk composition,composition,retention-or-composition-state,AOM_101115,hold-for-cohort-e,,Cohort E Composition and Form review,Retain temporarily; decide retained-component integrity versus composition state in Cohort E.,,LOCAL-GRAPH;AOM-SCHEMA,held,"Does concept assert retained physical components, measured composition, or both?",Whole-milk and Native-fat-retained may not share one semantic axis despite current common parent.,Codex,2026-08-19
AOM_101134,Native-fat-retained composition,composition,retention-or-composition-state,AOM_101115,hold-for-cohort-e,,Cohort E Composition and Form review,Retain temporarily; decide retained-component integrity versus composition state in Cohort E.,,LOCAL-GRAPH;AOM-SCHEMA,held,"Does concept assert retained physical components, measured composition, or both?",Whole-milk and Native-fat-retained may not share one semantic axis despite current common parent.,Codex,2026-08-19
AOM_101085,Feed material components,material-component,component-root,,retain-root,,AOM_000328 Feed Characteristic,"Use materialComponent as canonical component query across anatomical structures, body substances, and processed fractions.",,LOCAL-GRAPH;AOM-SCHEMA;FOODON-REPO;FOODON-LANGUAL,proposed,,One superproperty already spans component subtypes; duplicate relation semantics are unnecessary.,Codex,2026-08-19
AOM_101019,Anatomical components,material-component,anatomy-root,AOM_101085,retain-and-restructure,,AOM_101085,Add Plant and Animal anatomical navigation after exact mapping review; do not add permanent Other branch.,,LOCAL-GRAPH;FOODON-REPO;FOODON-LANGUAL;PLANT-ONTOLOGY;UBERON,proposed,,Current flat branch mixes 29 plant-oriented values with two animal values and several vernacular holds.,Codex,2026-08-19
AOM_101143,Processed material fractions,material-component,processed-fraction-root,AOM_101085,retain-grouping,,AOM_101085,Keep process-defined material fractions separate from exact anatomy.,,LOCAL-GRAPH;FOODON-PINNED;EU-FEED-CATALOGUE,proposed,,Manufacturing fractions can contain several anatomical tissues and variable attached material.,Codex,2026-08-19
AOM_101145,Animal body substances,material-component,animal-body-substance-root,AOM_101085,retain-grouping,,AOM_101085,Keep body substances separate from anatomy and from by-product role.,,LOCAL-GRAPH;UBERON,proposed,,Blood is body substance; whether feed material is by-product is independent economic role.,Codex,2026-08-19
AOM_101154,Composite crop-residue components,material-component,crop-residue-component-root,AOM_101085,retire-category-error,,replacement crop-residue material hierarchy,Move Straw and Stover to crop-residue material identity architecture and migrate tautological component assertions.,,LOCAL-GRAPH;AGROVOC-STRAW;NALT-CROP-RESIDUES;NALT-STOVER,proposed,,"Agricultural authorities treat children as residue products/materials, not components of identically named feed materials.",Codex,2026-08-19
AOM_101024,Bulb,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0025356 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101025,Cladode,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0025354 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101026,Cob,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,Plant Ontology exact mapping pending,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101027,Corm,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0025355 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101028,Fruit,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0009001 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101029,Germ,material-component,ambiguous-plant-anatomy-or-fraction,AOM_101019,split-meaning,Plant embryo for anatomical meaning,Plant anatomical components; processed feed-material identity,Reserve anatomical meaning for Plant embryo mapping; represent commercial germ as process-defined feed material or fraction.,PO:0009009 related mapping candidate,LOCAL-GRAPH;PO-EMBRYO;EU-FEED-CATALOGUE;FOODON-PINNED,proposed,,Plant Ontology gives germ only related synonym status while EU maize germ is manufacturing product containing several tissues.,Codex,2026-08-19
AOM_101030,Hull,material-component,vernacular-or-collective-plant-component,AOM_101019,hold-exact-anatomical-scope,,AOM_101085 pending exact mapping,Keep stable component value visible but do not force under Plant anatomy until source- and taxon-aware identity is resolved.,,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,held,What exact plant structure or material fraction does this label denote across current material assertions?,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source.",Codex,2026-08-19
AOM_101031,Husk,material-component,vernacular-or-collective-plant-component,AOM_101019,hold-exact-anatomical-scope,,AOM_101085 pending exact mapping,Keep stable component value visible but do not force under Plant anatomy until source- and taxon-aware identity is resolved.,,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,held,What exact plant structure or material fraction does this label denote across current material assertions?,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source.",Codex,2026-08-19
AOM_101032,Kernel,material-component,vernacular-or-collective-plant-component,AOM_101019,hold-exact-anatomical-scope,,AOM_101085 pending exact mapping,Keep stable component value visible but do not force under Plant anatomy until source- and taxon-aware identity is resolved.,,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,held,What exact plant structure or material fraction does this label denote across current material assertions?,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source.",Codex,2026-08-19
AOM_101033,Leaf,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0025034 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101034,Peel,material-component,vernacular-or-collective-plant-component,AOM_101019,hold-exact-anatomical-scope,,AOM_101085 pending exact mapping,Keep stable component value visible but do not force under Plant anatomy until source- and taxon-aware identity is resolved.,,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,held,What exact plant structure or material fraction does this label denote across current material assertions?,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source.",Codex,2026-08-19
AOM_101035,Pod,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,Plant Ontology exact mapping pending,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101036,Pseudostem,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0025248 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101037,Root,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0009005 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101038,Seed,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0009010 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101039,Sheath,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,Plant Ontology exact mapping pending,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101040,Shell component,material-component,vernacular-or-collective-plant-component,AOM_101019,hold-exact-anatomical-scope,,AOM_101085 pending exact mapping,Keep stable component value visible but do not force under Plant anatomy until source- and taxon-aware identity is resolved.,,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,held,What exact plant structure or material fraction does this label denote across current material assertions?,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source.",Codex,2026-08-19
AOM_101041,Sprout,material-component,vernacular-or-collective-plant-component,AOM_101019,hold-exact-anatomical-scope,,AOM_101085 pending exact mapping,Keep stable component value visible but do not force under Plant anatomy until source- and taxon-aware identity is resolved.,,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,held,What exact plant structure or material fraction does this label denote across current material assertions?,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source.",Codex,2026-08-19
AOM_101042,Stalk,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0025066 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
