feed_material_id,feed_material_label,target_property,target_concept_id,target_label,review_axis,recommended_disposition,status,reviewer,review_date,evidence,rationale,rule_id
AOM_001861,Berchemia discolor Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001862,Berchemia discolor Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001863,Chromolaena odorata Leaves Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001902,Sesbania sesban Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001913,Moringa oleifera Leaves Dried Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001919,Leucaena Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001944,Maize Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001962,Potamogeton lucens Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001966,Pennisetum clandestinum Leaves Dried Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001973,Leucaena leucocephala Leaves Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001974,Leucaena leucocephala Leaves Dried Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001979,Moringa oleifera Leaves Extract,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001980,Moringa stenopetala Leaves Dried Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001984,Sesbania sesban Leaves and Twigs Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001986,Gliciridia sepium Leaves Dried Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001988,Gliciridia sepium Leaves Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001990,Macroptilium atropurpureum Leaves Dried Ensiled,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_001992,Pterocarpus erinaceus Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002001,Clove Basil Leaves Extract Dried Ethanol Treated Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002026,Cassava Leaves Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002036,Fluted Pumpkin Leaves Dried Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002040,Pennisetum clandestinum Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002044,Acacia tortilis Leaves Dried Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002048,Calliandra calothyrsus Leaves Dried Ensiled,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_00205,Soybean Haulm,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved,Pete Steward,2026-08-06,0141;http://purl.obolibrary.org/obo/NCBITaxon_3847;wfo-0000181462,Explicit descriptor “haulm” mapped through hard-tail decision AOM_00205; assertion 2.,
AOM_002053,Ficus natalensis Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002064,Albizia lebbeck Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002065,Albizia lebbeck Leaves Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002090,Harrisonia abyssinica leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002092,Walnut Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002093,Walnut Leaves Dried Ethanol Treated Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002100,Khaya senegalensis Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002168,Spondias mombin Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002169,Bamboo Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002190,Lantana camara Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002202,Acacia dealbata Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002207,Acacia Albida Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002218,Mung Bean Haulm,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,Explicit descriptor “haulm” mapped through hard-tail decision AOM_002218; assertion 2.,
AOM_002231,Tamarind Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002232,Tectona grandis Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002236,Morus indica Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002251,Morus alba Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002345,Atriplex nummularia Leaves and Twigs,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002347,Atriplex halimus Leaves and Twigs,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002348,Date Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003082,Anacardium occidentale Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003083,Gmelina arborea Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003106,Acacia mearnsii Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003210,Grass Pea Haulm,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_3860;wfo-0000212703,Explicit descriptor “haulm” mapped through hard-tail decision AOM_003210; assertion 2.,
AOM_003275,Balanites aegyptiaca Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003492,Sugar Beet Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003545,Aspilia africana Leaves and Twigs,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003549,Centrosema pubescens Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003553,Mangifera indica Leaves and Twigs,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003558,Acioa barteri Leaves and Twigs,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003582,Anacardium occidentale Leaves and Twigs,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003668,Phyllanthus amarus Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003683,Mangifera indica Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003691,Pterocarpus erinaceus Leaves and Twigs,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003703,Acacia auriculiformis Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003895,Bambusa vulgaris Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003896,Dendrocalamus giganteus Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003900,Citrus aurantifolia Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003901,Occicum gatissimum Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003902,Vernonia amygdalina Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003903,Moringa oleifera Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003912,Megathyrsus maximus Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003913,Bridelia ferruginea Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003914,Bambusa balcooa Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003915,Oxytenanthera abyssinica Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003926,Vitex doniana Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003950,Vitex doniana Leaves Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003954,Jatropha curcas Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003972,Cassava Leaves and Twigs,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003981,Ziziphus jujuba leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003989,Myrtus communis Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003997,Clove Basil Leaves Extract,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003999,Viscum album Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006007,Khaya senegalensis Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006009,Pterocarpus lucens Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006010,Pterocarpus lucens Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006015,Enterolobium cyclocarpum Leaves,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006016,Acacia auriculiformis Leaves Dried Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006017,Acacia brevispica Leaves Crushed Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006018,Acacia karroo Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006025,Azadirachta indica Leaves Wilted,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006026,Balanites aegyptiaca Leaves Ground,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006028,Bamboo Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006029,Bamboo Leaves Wilted,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006030,Bambusa balcooa Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006032,Banana Leaves Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006036,Acacia senegal Leaves Wilted,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006038,Acacia tortilis Leaves Wilted,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_006041,Berchemia discolor Leaves Crushed Dried,aom:ingredientPart,AOM_101033,Leaf,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
