feed_material_id,preferred_label,disposition,status,evidence,rationale
AOM_001931,Tuna Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001932,Housefly Maggot Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001933,Termite Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001934,Winged Termite Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001937,Giant Snail Boiled Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001938,Chicken Offal Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001939,Rumen Contents Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001940,Chicken Manure Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001941,Poultry Litter Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001942,Maize Husk Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001946,Plantain Peel Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001947,Orange Peels Dried Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001949,Soybean Flakes Defatted Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001951,Sesame Seed Cake Autoclaved Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001961,Palm Oil Crude Ground,hold_particulate_presentation_conflict,hold,docs/decisions/0042-feed-process-and-material-state-axes.md,Crude oil identity conflicts with automatic particulate-presentation inference.
AOM_001966,Pennisetum clandestinum Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001969,Jatropha curcas Kernel Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001970,Jatropha curcas Cake Defatted Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001971,Jatropha curcas Seed Defatted Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001973,Leucaena leucocephala Leaves Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001974,Leucaena leucocephala Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001976,Moringa oleifera Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001977,Moringa oleifera Stalks Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001978,Moringa oleifera Root Bark Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001980,Moringa stenopetala Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001981,Opuntia ficus indica Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001983,Prosopis africana Seed Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001986,Gliciridia sepium Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001988,Gliciridia sepium Leaves Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001994,Carboxymethyl Cellulose Dried Ground Heated,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_001997,Toxynil Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002001,Clove Basil Leaves Extract Dried Ethanol Treated Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002002,Urtica dioica Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002005,Danish Fish Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002008,Fish Oil Dried Ground Heated,hold_particulate_presentation_conflict,hold,docs/decisions/0042-feed-process-and-material-state-axes.md,Oil identity conflicts with automatic particulate-presentation inference.
AOM_002009,Feather Boiled Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002011,Cocoa Bean Shell Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002012,Cocoa Pods Husk Boiled Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002013,Barley Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002015,Unspecified Bran Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002016,Maize Bran Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002017,Wheat Grain Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002018,Cowpea Haulm Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002019,Cowpea Husk Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002021,Soybean Cake Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002026,Cassava Leaves Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002027,Cassava Peel Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002029,Cassava Shaft Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002030,Yam Peels Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002031,Maize Dried Ground Heated,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002032,Breadfruit Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002033,Soybean Full Fat Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002035,Cassava Tuber Boiled Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002036,Fluted Pumpkin Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002043,Acacia sieberiana Pods Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002044,Acacia tortilis Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002047,Atriplex nummularia Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002050,Faidherbia albida Pods Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002051,Faidherbia albida Pods Dried Ground Soaked,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002055,Jatropha curcas Cake Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002056,Opuntia ficus indica Cladode Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002057,Opuntia ficus indica Cladode Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002065,Albizia lebbeck Leaves Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002066,Centrosema pubescens Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002070,Cellulose Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002071,Cellulose Dried Ground Heated,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002072,Chromium Oxide Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002074,Dicalcium Phosphate Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002079,Egg Boiled Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002086,Sorghum Sprout Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002087,Prosopis Pods Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002093,Walnut Leaves Dried Ethanol Treated Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002103,Coconut Cake Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002104,Palm Kernel Cake Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002105,Palm Kernel Cake Dried Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002122,Soybean Flakes Defatted Crushed Dehulled Dried Extruded Heated Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002128,Sesame Seed Dried Ground Soaked,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002129,Soybean Dehulled Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002130,Jatropha curcas Cake Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002131,Water Hyacinth Dried Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002133,Jatropha curcas Cake Defatted Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002134,Alfalfa Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002191,Fossil Shell Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002240,Brown Fish Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002346,Adansonia digitata Seed Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_002353,Date Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_003690,Poultry Litter Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_003815,Date Discarded Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_003894,Carob Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_003897,Jojoba Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_003918,African Yam Bean Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_003920,Hevea brasiliensis Seed Cake Boiled Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_003950,Vitex doniana Leaves Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_003970,Adansonia digitata Seed Cake Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006004,Molasses Ground,hold_particulate_presentation_conflict,hold,docs/decisions/0042-feed-process-and-material-state-axes.md,Molasses identity conflicts with automatic particulate-presentation inference.
AOM_006016,Acacia auriculiformis Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006019,Adansonia digitata Seed Dried Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006022,Spirulina Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006026,Balanites aegyptiaca Leaves Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006027,Bambara Groundnut Offal Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006045,Bracharia Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006050,Cashew Shell Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006059,Cassava Tuber Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006060,Cassava Tuber Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006061,Centrosema pubescens Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006063,Ceratonia siliqua Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006064,Cereal Spent Grain Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006066,Citrus aurantifolia Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006071,Maize Cob Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006077,Daniellia oliveri Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006080,Date Palm Fronds Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006081,Delonix regia Seed Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006082,Delonix regia Seed Ground Roasted,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006083,Delonix regia Seed Dried Ground Roasted,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006093,Eragrostis curvula Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006095,Teff Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006098,Ficus exasperata Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006100,Fish Offal Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006104,Garcinia kola Seeds Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006105,Gmelina arborea Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006114,Phytase Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006117,Heteropogon contortus Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006121,Jatropha curcas Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006122,Lantana camara Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006124,Calcium Carbonate Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006128,Maize Offal Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006129,Maize Offal Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006130,Melon Seed Husk Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006136,Moringa oleifera Seed Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006140,Myrtus communis Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006144,Occicum gatissimum Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006147,Opuntia ficus indica Fruits Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006151,Palm Kernel Cake Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006154,Prime Gluten 60 Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006156,Rice Grain Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006161,Brewers By-Product Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006162,Cassava Sieviate Dried Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006163,Cassava Starch Residue Dried Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006167,Fish Processing Waste Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
