node_id,label,node_type,module,status
AOM_006312,Sorghum Husk Urea Treated,aom-concept,aom-livestock,staging
AOM_002339,Sorghum Husk,aom-concept,aom-livestock,staging
AOM_002086,Sorghum Sprout Dried Ground,aom-concept,aom-livestock,staging
AOM_002117,Sorghum Straw Alkali Treated Dried,aom-concept,aom-livestock,staging
AOM_006313,Sorghum Straw Crushed,aom-concept,aom-livestock,staging
AOM_006314,Sorghum Straw Crushed Dried Fermented,aom-concept,aom-livestock,staging
AOM_006328,Sorghum Straw Dried Ground,aom-concept,aom-livestock,staging
AOM_000581,Sorghum Straw,aom-concept,aom-livestock,staging
AOM_001892,Sorghum Threshed Top,aom-concept,aom-livestock,staging
AOM_001621,Tata Dried,aom-concept,aom-livestock,staging
AOM_006006,Tata,aom-concept,aom-livestock,staging
AOM_006095,Teff Ground,aom-concept,aom-livestock,staging
AOM_001197,Teff Straw Crushed,aom-concept,aom-livestock,staging
AOM_006260,Teff Straw Dried,aom-concept,aom-livestock,staging
AOM_006259,Teff Straw Ensiled Fermented Urea Treated,aom-concept,aom-livestock,staging
AOM_003102,Teff Straw,aom-concept,aom-livestock,staging
AOM_006199,Teff,aom-concept,aom-livestock,staging
AOM_000563,Unspecified Bran,aom-concept,aom-livestock,staging
AOM_002015,Unspecified Bran Dried Ground,aom-concept,aom-livestock,staging
AOM_001883,Unspecified Bran Ground,aom-concept,aom-livestock,staging
AOM_006222,Unspecified Forage,aom-concept,aom-livestock,staging
AOM_001807,Unspecified Silage,aom-concept,aom-livestock,staging
AOM_000582,Unspecified Straw,aom-concept,aom-livestock,staging
AOM_006244,Unspecified Straw Ground,aom-concept,aom-livestock,staging
AOM_001622,Wheat Bran Ground,aom-concept,aom-livestock,staging
AOM_000586,Wheat Bran Remoulage,aom-concept,aom-livestock,staging
AOM_000585,Wheat Bran,aom-concept,aom-livestock,staging
AOM_000587,Wheat Dried,aom-concept,aom-livestock,staging
AOM_001261,Wheat Ground Remoulage,aom-concept,aom-livestock,staging
AOM_001623,Wheat Offal Ground,aom-concept,aom-livestock,staging
AOM_000589,Wheat Offal,aom-concept,aom-livestock,staging
AOM_000591,Wheat Shorts,aom-concept,aom-livestock,staging
AOM_001262,Wheat Straw Dried Urea Treated,aom-concept,aom-livestock,staging
AOM_006181,Wheat Straw Ensiled,aom-concept,aom-livestock,staging
AOM_006206,Wheat Straw Ensiled Fermented,aom-concept,aom-livestock,staging
AOM_001750,Wheat Straw Ground,aom-concept,aom-livestock,staging
AOM_001624,Wheat Straw Lime Treated Urea Treated,aom-concept,aom-livestock,staging
AOM_001751,Wheat Straw Urea Treated,aom-concept,aom-livestock,staging
AOM_001887,Wheat Straw,aom-concept,aom-livestock,staging
AOM_002017,Wheat Grain Ground,aom-concept,aom-livestock,staging
AOM_001318,Wheat Grain,aom-concept,aom-livestock,staging
AOM_006032,Banana Leaves Dried,aom-concept,aom-livestock,staging
AOM_000595,Banana Leaves,aom-concept,aom-livestock,staging
AOM_001176,Banana Peel,aom-concept,aom-livestock,staging
AOM_001177,Banana Pseudo-stem,aom-concept,aom-livestock,staging
AOM_006217,Citrus Pulp Alkali Treated Dried Fermented,aom-concept,aom-livestock,staging
AOM_006178,Citrus Pulp Ensiled,aom-concept,aom-livestock,staging
AOM_003885,Citrus Pulp,aom-concept,aom-livestock,staging
AOM_001816,Date Cull Dried Ground,aom-concept,aom-livestock,staging
AOM_001815,Date Cull,aom-concept,aom-livestock,staging
AOM_003815,Date Discarded Ground,aom-concept,aom-livestock,staging
AOM_006086,Date Discards,aom-concept,aom-livestock,staging
AOM_006281,Date Leaves Dried,aom-concept,aom-livestock,staging
AOM_006284,Date Leaves Dried Enzyme Treated,aom-concept,aom-livestock,staging
AOM_006285,Date Leaves Ensiled Sprouted Wilted,aom-concept,aom-livestock,staging
AOM_006283,Date Leaves Ensiled Wilted,aom-concept,aom-livestock,staging
AOM_006282,Date Leaves Wilted,aom-concept,aom-livestock,staging
AOM_002348,Date Leaves,aom-concept,aom-livestock,staging
AOM_006080,Date Palm Fronds Ground,aom-concept,aom-livestock,staging
AOM_000596,Date Seed Ground,aom-concept,aom-livestock,staging
AOM_003596,Grape Seeds,aom-concept,aom-livestock,staging
AOM_006172,Jackfruit Seed Dried Fermented Ground,aom-concept,aom-livestock,staging
AOM_006171,Jackfruit Seed Dried Ground,aom-concept,aom-livestock,staging
AOM_001195,Mango Peel Dried,aom-concept,aom-livestock,staging
AOM_006176,Mango Seed Crushed Dried,aom-concept,aom-livestock,staging
AOM_001693,Mango Seed Dried Ground,aom-concept,aom-livestock,staging
AOM_001625,Mango Seed Kernel,aom-concept,aom-livestock,staging
AOM_001888,Mango Seed Kernel Ground,aom-concept,aom-livestock,staging
AOM_001196,Mango Seed,aom-concept,aom-livestock,staging
AOM_001695,Mango Seed Kernel Crushed Dried,aom-concept,aom-livestock,staging
AOM_001694,Mango Seed Kernel Dried Ground,aom-concept,aom-livestock,staging
AOM_006346,Marula Kernel Cake,aom-concept,aom-livestock,staging
AOM_006347,Marula Seed Cake Ground,aom-concept,aom-livestock,staging
AOM_006130,Melon Seed Husk Ground,aom-concept,aom-livestock,staging
AOM_002233,Melon Seed Husk,aom-concept,aom-livestock,staging
AOM_001745,Orange Dried,aom-concept,aom-livestock,staging
AOM_001947,Orange Peels Dried Fermented Ground,aom-concept,aom-livestock,staging
AOM_006148,Orange Peels Fermented,aom-concept,aom-livestock,staging
AOM_001889,Orange Peels,aom-concept,aom-livestock,staging
AOM_003891,Orange Pulp,aom-concept,aom-livestock,staging
AOM_006348,Orange Waste Ensiled,aom-concept,aom-livestock,staging
AOM_001286,Papaya Leaves,aom-concept,aom-livestock,staging
AOM_001946,Plantain Peel Dried Ground,aom-concept,aom-livestock,staging
AOM_001283,Plantain Peel,aom-concept,aom-livestock,staging
AOM_000600,Watermelon Seed Ground,aom-concept,aom-livestock,staging
AOM_006182,Watermelon Vine Dried,aom-concept,aom-livestock,staging
AOM_006183,Watermelon Vine Dried Fermented,aom-concept,aom-livestock,staging
AOM_003933,Watermelon Vine,aom-concept,aom-livestock,staging
AOM_001311,Date,aom-concept,aom-livestock,staging
AOM_000615,Legume ByProducts,aom-concept,aom-livestock,staging
AOM_006027,Bambara Groundnut Offal Ground,aom-concept,aom-livestock,staging
AOM_003208,Bambara Groundnut Offal,aom-concept,aom-livestock,staging
AOM_003207,Bambara Groundnut,aom-concept,aom-livestock,staging
AOM_001181,Chickpea Haulm,aom-concept,aom-livestock,staging
AOM_001948,Common Bean Haulm Dried,aom-concept,aom-livestock,staging
AOM_001258,Common Bean Haulm,aom-concept,aom-livestock,staging
AOM_001179,Common Bean Straw,aom-concept,aom-livestock,staging
AOM_001180,Common Bean Tops,aom-concept,aom-livestock,staging
AOM_001646,Cowpea Dried,aom-concept,aom-livestock,staging
AOM_006078,Cowpea Haulm Crushed,aom-concept,aom-livestock,staging
AOM_001754,Cowpea Haulm Dried,aom-concept,aom-livestock,staging
AOM_002018,Cowpea Haulm Dried Ground,aom-concept,aom-livestock,staging
AOM_000601,Cowpea Haulm,aom-concept,aom-livestock,staging
AOM_006079,Cowpea Husk Crushed,aom-concept,aom-livestock,staging
AOM_002019,Cowpea Husk Ground,aom-concept,aom-livestock,staging
AOM_000602,Cowpea Husk,aom-concept,aom-livestock,staging
AOM_001263,Cowpea Leaves,aom-concept,aom-livestock,staging
AOM_003927,Cowpea Residue,aom-concept,aom-livestock,staging
AOM_001189,Cowpea Vine,aom-concept,aom-livestock,staging
AOM_000603,Fava Bean Haulm,aom-concept,aom-livestock,staging
AOM_003210,Grass Pea Haulm,aom-concept,aom-livestock,staging
AOM_003209,Grass Pea,aom-concept,aom-livestock,staging
AOM_006108,Green Bean Vine Dried,aom-concept,aom-livestock,staging
AOM_003960,Common bean vine,aom-concept,aom-livestock,staging
AOM_001660,Groundnut Cake Ground,aom-concept,aom-livestock,staging
AOM_001254,Groundnut Cake,aom-concept,aom-livestock,staging
AOM_006110,Groundnut Haulm Crushed,aom-concept,aom-livestock,staging
AOM_006111,Groundnut Haulm Dried,aom-concept,aom-livestock,staging
AOM_006112,Groundnut Haulm Ensiled,aom-concept,aom-livestock,staging
AOM_000604,Groundnut Haulm,aom-concept,aom-livestock,staging
AOM_006113,Groundnut Hull Crushed Dried,aom-concept,aom-livestock,staging
AOM_000605,Groundnut Hull,aom-concept,aom-livestock,staging
AOM_000606,Groundnut Husk Ground,aom-concept,aom-livestock,staging
AOM_006169,Groundnut Residue,aom-concept,aom-livestock,staging
AOM_002249,Groundnut Shell,aom-concept,aom-livestock,staging
AOM_001890,Groundnut Straw,aom-concept,aom-livestock,staging
AOM_006278,Groundnut Veins Dried,aom-concept,aom-livestock,staging
AOM_003858,Groundnut Veins,aom-concept,aom-livestock,staging
AOM_001366,Guar Gum Ground,aom-concept,aom-livestock,staging
AOM_004000,Haricot Bean Vine,aom-concept,aom-livestock,deprecated
AOM_004111,Lentil Screening,aom-concept,aom-livestock,staging
AOM_006224,Lima Bean Vein Dried,aom-concept,aom-livestock,staging
AOM_003929,Lima Bean Vein,aom-concept,aom-livestock,staging
AOM_002218,Mung Bean Haulm,aom-concept,aom-livestock,staging
AOM_002217,Mung Bean,aom-concept,aom-livestock,staging
AOM_000608,Pea Seed Hull,aom-concept,aom-livestock,staging
AOM_001285,Pea Straw,aom-concept,aom-livestock,staging
AOM_001629,Pigeon Pea Leaves Dried,aom-concept,aom-livestock,staging
AOM_000609,Pigeon Pea Leaves,aom-concept,aom-livestock,staging
AOM_000610,Soybean Cake,aom-concept,aom-livestock,staging
AOM_002021,Soybean Cake Ground,aom-concept,aom-livestock,staging
AOM_006317,Soybean Cheese Waste Crushed Ensiled,aom-concept,aom-livestock,staging
AOM_003930,Soybean Cheese Waste,aom-concept,aom-livestock,staging
AOM_000612,Soybean Dried,aom-concept,aom-livestock,staging
AOM_002020,Soybean Dried Fermented,aom-concept,aom-livestock,staging
AOM_002122,Soybean Flakes Defatted Crushed Dehulled Dried Extruded Heated Ground,aom-concept,aom-livestock,staging
AOM_002121,Soybean Flakes Defatted Crushed Dehulled Heated,aom-concept,aom-livestock,staging
AOM_001949,Soybean Flakes Defatted Dried Ground,aom-concept,aom-livestock,staging
AOM_001362,Soybean Flakes Defatted Extruded,aom-concept,aom-livestock,staging
AOM_001361,Soybean Flakes Defatted,aom-concept,aom-livestock,staging
AOM_000611,Soybean Full Fat Cake,aom-concept,aom-livestock,staging
AOM_00205,Soybean Haulm,aom-concept,aom-livestock,staging
AOM_001891,Soybean Hull,aom-concept,aom-livestock,staging
AOM_006329,Soybean Residue Dried,aom-concept,aom-livestock,staging
AOM_000614,Soybean Residue,aom-concept,aom-livestock,staging
AOM_001272,Soybean Shell,aom-concept,aom-livestock,staging
AOM_006319,Soybean Straw Dried,aom-concept,aom-livestock,staging
AOM_006396,Soybean Straw Dried Molasses Treated Urea Treated,aom-concept,aom-livestock,staging
AOM_006345,Soybean Straw Dried Urea Treated,aom-concept,aom-livestock,staging
AOM_001271,Soybean Straw,aom-concept,aom-livestock,staging
AOM_001817,Legume Residue,aom-concept,aom-livestock,staging
AOM_001632,Pigeon Pea Dried,aom-concept,aom-livestock,staging
AOM_001314,Pigeon Pea,aom-concept,aom-livestock,staging
AOM_000628,Oil Plant ByProducts,aom-concept,aom-livestock,staging
AOM_003892,Argan Pulp,aom-concept,aom-livestock,staging
AOM_003890,Argan Seed Cake,aom-concept,aom-livestock,staging
AOM_000616,Canola Cake,aom-concept,aom-livestock,staging
AOM_001307,Canola Ground,aom-concept,aom-livestock,staging
AOM_006052,Cashew Shell Boiled Crushed,aom-concept,aom-livestock,staging
AOM_006049,Cashew Shell Crushed Dried,aom-concept,aom-livestock,staging
AOM_006050,Cashew Shell Ground,aom-concept,aom-livestock,staging
AOM_002225,Cashew Shell,aom-concept,aom-livestock,staging
AOM_002103,Coconut Cake Ground,aom-concept,aom-livestock,staging
AOM_002102,Coconut Cake,aom-concept,aom-livestock,staging
AOM_001306,Coconut Ground,aom-concept,aom-livestock,staging
AOM_000620,Cotton Seed Cake,aom-concept,aom-livestock,staging
AOM_006073,Cotton Seed Cake Decorticated,aom-concept,aom-livestock,staging
AOM_001641,Cotton Seed Cake Dried,aom-concept,aom-livestock,staging
AOM_001253,Cotton Seed Cake Dried Ground,aom-concept,aom-livestock,staging
AOM_001644,Cotton Seed Cake Ground,aom-concept,aom-livestock,staging
AOM_006166,Cotton Seed Decorticated Dried,aom-concept,aom-livestock,staging
AOM_001642,Cotton Seed Decorticated Ground,aom-concept,aom-livestock,staging
AOM_001643,Cotton Seed Ground,aom-concept,aom-livestock,staging
AOM_001187,Cotton Seed Hull,aom-concept,aom-livestock,staging
AOM_003973,Cotton Seed,aom-concept,aom-livestock,staging
AOM_006325,Flaxseed Oil Cold pressed,aom-concept,aom-livestock,staging
AOM_001255,Flaxseed Oil,aom-concept,aom-livestock,staging
AOM_004255,Flaxseed,aom-concept,aom-livestock,staging
AOM_006173,Hibiscus Seed Ground,aom-concept,aom-livestock,staging
AOM_001893,Hibiscus Seed,aom-concept,aom-livestock,staging
AOM_006380,Jojoba Enzyme Treated Ground,aom-concept,aom-livestock,staging
AOM_003897,Jojoba Ground,aom-concept,aom-livestock,staging
AOM_002136,Linseed Cake,aom-concept,aom-livestock,staging
AOM_001301,Linseed Cake Ground,aom-concept,aom-livestock,staging
AOM_006408,Linseed Ground,aom-concept,aom-livestock,staging
AOM_001303,Macadamia Cake,aom-concept,aom-livestock,staging
AOM_006170,Noug Dried,aom-concept,aom-livestock,staging
AOM_001304,Noug Ground,aom-concept,aom-livestock,staging
AOM_002000,Noug Seed Cake,aom-concept,aom-livestock,staging
AOM_001191,Noug Seed Ground,aom-concept,aom-livestock,staging
AOM_001190,Noug,aom-concept,aom-livestock,staging
AOM_006145,Olive Cake Dried,aom-concept,aom-livestock,staging
AOM_006146,Olive Cake Ensiled,aom-concept,aom-livestock,staging
AOM_006237,Olive Cake Ensiled Enzyme Treated,aom-concept,aom-livestock,staging
AOM_001192,Olive Cake,aom-concept,aom-livestock,staging
AOM_001638,Palm Kernel Cake,aom-concept,aom-livestock,staging
AOM_006411,Palm Kernel Cake Dried,aom-concept,aom-livestock,staging
AOM_002105,Palm Kernel Cake Dried Fermented Ground,aom-concept,aom-livestock,staging
AOM_006151,Palm Kernel Cake Dried Ground,aom-concept,aom-livestock,staging
AOM_002104,Palm Kernel Cake Ground,aom-concept,aom-livestock,staging
AOM_001708,Palm Kernel Dried Ground,aom-concept,aom-livestock,staging
AOM_000625,Palm Kernel Ground,aom-concept,aom-livestock,staging
AOM_001776,Sesame Fermented,aom-concept,aom-livestock,staging
AOM_001335,Sesame Ground,aom-concept,aom-livestock,staging
AOM_003928,Sesame Residue,aom-concept,aom-livestock,staging
AOM_001277,Sesame Seed Cake,aom-concept,aom-livestock,staging
AOM_001951,Sesame Seed Cake Autoclaved Dried Ground,aom-concept,aom-livestock,staging
AOM_006307,Sesame Seed Cake Ground,aom-concept,aom-livestock,staging
AOM_001279,Sesame Seed Cake Ground Roasted,aom-concept,aom-livestock,staging
AOM_002128,Sesame Seed Dried Ground Soaked,aom-concept,aom-livestock,staging
AOM_001336,Sesame Seed Ground,aom-concept,aom-livestock,staging
AOM_001440,Sesame Seed,aom-concept,aom-livestock,staging
AOM_006311,Sheanut Cake Ground,aom-concept,aom-livestock,staging
AOM_001278,Sheanut Cake,aom-concept,aom-livestock,staging
AOM_001645,Sheanut Cake Boiled Dried,aom-concept,aom-livestock,staging
AOM_001337,Sunflower Ground,aom-concept,aom-livestock,staging
AOM_001338,Sunflower Seed Cake,aom-concept,aom-livestock,staging
AOM_001894,Sunflower Seed Cake Ground,aom-concept,aom-livestock,staging
AOM_002093,Walnut Leaves Dried Ethanol Treated Ground,aom-concept,aom-livestock,staging
AOM_002092,Walnut Leaves,aom-concept,aom-livestock,staging
AOM_001312,Cotton Seed,aom-concept,aom-livestock,staging
AOM_000632,Hops,aom-concept,aom-livestock,staging
AOM_000641,Roots and Tuber ByProducts,aom-concept,aom-livestock,staging
AOM_006320,African Yam Bean Dried Ground,aom-concept,aom-livestock,staging
AOM_003918,African Yam Bean Ground,aom-concept,aom-livestock,staging
AOM_006221,Beet Fodder Ensiled,aom-concept,aom-livestock,staging
AOM_000633,Beet Pulp Dried,aom-concept,aom-livestock,staging
AOM_001836,Beet Pulp,aom-concept,aom-livestock,staging
AOM_001952,Beetroot Discards Dried,aom-concept,aom-livestock,staging
AOM_001439,Beetroot Discards,aom-concept,aom-livestock,staging
AOM_000634,Cassava Bran,aom-concept,aom-livestock,staging
AOM_001626,Cassava Leaves Dried,aom-concept,aom-livestock,staging
AOM_001647,Cassava Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_002026,Cassava Leaves Ground,aom-concept,aom-livestock,staging
AOM_000635,Cassava Leaves,aom-concept,aom-livestock,staging
AOM_006053,Cassava Leaves and Twigs Dried,aom-concept,aom-livestock,staging
AOM_003972,Cassava Leaves and Twigs,aom-concept,aom-livestock,staging
AOM_006352,Cassava Peel Crushed,aom-concept,aom-livestock,staging
AOM_006055,Cassava Peel Crushed Dried,aom-concept,aom-livestock,staging
AOM_006353,Cassava Peel Crushed Urea Treated,aom-concept,aom-livestock,staging
AOM_001627,Cassava Peel Dried,aom-concept,aom-livestock,staging
AOM_006058,Cassava Peel Dried Ensiled Wilted,aom-concept,aom-livestock,staging
AOM_001803,Cassava Peel Dried Ground,aom-concept,aom-livestock,staging
AOM_006056,Cassava Peel Dried Wilted,aom-concept,aom-livestock,staging
AOM_006054,Cassava Peel Ensiled,aom-concept,aom-livestock,staging
AOM_006215,Cassava Peel Enzyme Treated Ground,aom-concept,aom-livestock,staging
AOM_006057,Cassava Peel Grated Pressed,aom-concept,aom-livestock,staging
AOM_006214,Cassava Peel Grated Pressed Urea Treated,aom-concept,aom-livestock,staging
AOM_002027,Cassava Peel Ground,aom-concept,aom-livestock,staging
AOM_006216,Cassava Peel Urea Treated,aom-concept,aom-livestock,staging
AOM_002112,Cassava Peel,aom-concept,aom-livestock,staging
AOM_002029,Cassava Shaft Ground,aom-concept,aom-livestock,staging
AOM_000638,Cassava Shaft,aom-concept,aom-livestock,staging
AOM_006162,Cassava Sieviate Dried Fermented Ground,aom-concept,aom-livestock,staging
AOM_006404,Cassava Sieviate Dried Ground,aom-concept,aom-livestock,staging
AOM_003911,Cassava Sieviate,aom-concept,aom-livestock,staging
AOM_006163,Cassava Starch Residue Dried Fermented Ground,aom-concept,aom-livestock,staging
AOM_003978,Cassava Starch Residue,aom-concept,aom-livestock,staging
AOM_006059,Cassava Tuber Dried Ground,aom-concept,aom-livestock,staging
AOM_003917,Cassava Vinasse,aom-concept,aom-livestock,staging
AOM_006402,Cassava Waste Dried Fermented,aom-concept,aom-livestock,staging
AOM_001251,Cassava Waste,aom-concept,aom-livestock,staging
AOM_000639,Concentrate Cassava Bran Fish Waste,aom-concept,aom-livestock,staging
AOM_001953,Potato Hash Ensiled,aom-concept,aom-livestock,staging
AOM_001281,Potato Hash,aom-concept,aom-livestock,staging
AOM_001777,Potato Processing Waste,aom-concept,aom-livestock,staging
AOM_006263,Sweet Potato Peels Dried,aom-concept,aom-livestock,staging
AOM_002101,Sweet Potato Peels,aom-concept,aom-livestock,staging
AOM_003853,Sweet Potato Vine Dried,aom-concept,aom-livestock,staging
AOM_001954,Sweet Potato Vine Ensiled,aom-concept,aom-livestock,staging
AOM_006403,Sweet Potato Vine Ensiled Wilted,aom-concept,aom-livestock,staging
AOM_001268,Sweet Potato Vine Wilted,aom-concept,aom-livestock,staging
AOM_001267,Sweet Potato Vine,aom-concept,aom-livestock,staging
AOM_001650,Taro Leaves Boiled Dried,aom-concept,aom-livestock,staging
AOM_001266,Taro Leaves,aom-concept,aom-livestock,staging
AOM_006262,Taro Root Dried Ground,aom-concept,aom-livestock,staging
AOM_003266,Taro Root,aom-concept,aom-livestock,staging
AOM_001651,Yam Peels Dried,aom-concept,aom-livestock,staging
AOM_002030,Yam Peels Dried Ground,aom-concept,aom-livestock,staging
AOM_000640,Yam Peels,aom-concept,aom-livestock,staging
AOM_000644,Sugar Processing ByProducts,aom-concept,aom-livestock,staging
AOM_006270,Sugar Beet Crushed,aom-concept,aom-livestock,staging
AOM_003482,Sugar Beet,aom-concept,aom-livestock,staging
AOM_00672,Sugar Beet Leaves Ensiled Wilted,aom-concept,aom-livestock,staging
AOM_003492,Sugar Beet Leaves,aom-concept,aom-livestock,staging
AOM_001482,Sugar Beet Molasses,aom-concept,aom-livestock,staging
AOM_006271,Sugar Beet Pulp Dried,aom-concept,aom-livestock,staging
AOM_001483,Sugar Beet Pulp,aom-concept,aom-livestock,staging
AOM_006266,Sugarcane Bagasse Ensiled,aom-concept,aom-livestock,staging
AOM_006267,Sugarcane Bagasse Enzyme Treated,aom-concept,aom-livestock,staging
AOM_006268,Sugarcane Bagasse Fermented,aom-concept,aom-livestock,staging
AOM_006269,Sugarcane Bagasse Ground,aom-concept,aom-livestock,staging
AOM_002166,Sugarcane Bagasse,aom-concept,aom-livestock,staging
AOM_000642,Sugarcane Molasses,aom-concept,aom-livestock,staging
AOM_006264,Sugarcane Peel Dried Ground,aom-concept,aom-livestock,staging
AOM_002344,Sugarcane Peel,aom-concept,aom-livestock,staging
AOM_006004,Molasses Ground,aom-concept,aom-livestock,staging
AOM_006003,Molasses,aom-concept,aom-livestock,staging
AOM_001274,Unspecified Crop Bran,aom-concept,aom-livestock,staging
AOM_001273,Unspecified Crop Residue,aom-concept,aom-livestock,staging
AOM_001300,Arugula Seed Ground,aom-concept,aom-livestock,staging
AOM_001955,Cabbage Discards Dried,aom-concept,aom-livestock,staging
AOM_001842,Cabbage Discards,aom-concept,aom-livestock,staging
AOM_002167,Carrot Waste,aom-concept,aom-livestock,staging
AOM_001436,Tomato Skin Seed,aom-concept,aom-livestock,staging
AOM_001957,Tomato Waste Dried,aom-concept,aom-livestock,staging
AOM_001956,Tomato Waste,aom-concept,aom-livestock,staging
AOM_001916,Crop Byproduct,aom-concept,aom-livestock,staging
AOM_002107,Cocoa Bean,aom-concept,aom-livestock,staging
AOM_002106,Cocoa Bean Cake,aom-concept,aom-livestock,staging
AOM_001323,Coffee Ground Roasted,aom-concept,aom-livestock,staging
AOM_003323,Sugar,aom-concept,aom-livestock,staging
AOM_000662,Cereal Products,aom-concept,aom-livestock,staging
AOM_000647,Barley Grain Crushed,aom-concept,aom-livestock,staging
AOM_006033,Barley Grain,aom-concept,aom-livestock,staging
AOM_001613,Barley Ground,aom-concept,aom-livestock,staging
AOM_006034,Barley Sprouted Grain,aom-concept,aom-livestock,staging
AOM_001202,Barley,aom-concept,aom-livestock,staging
AOM_000648,Maize,aom-concept,aom-livestock,staging
AOM_002108,Maize Cracked,aom-concept,aom-livestock,staging
AOM_002119,Maize Crushed,aom-concept,aom-livestock,staging
AOM_001326,Whole-crop maize silage,aom-concept,aom-livestock,staging
AOM_000570,Maize Extruded,aom-concept,aom-livestock,staging
AOM_001656,Maize Dried Ground,aom-concept,aom-livestock,staging
AOM_002031,Maize Dried Ground Heated,aom-concept,aom-livestock,staging
AOM_006164,Maize Grain Crushed,aom-concept,aom-livestock,staging
AOM_001679,Maize Grain Ground,aom-concept,aom-livestock,staging
AOM_000649,Maize Grain,aom-concept,aom-livestock,staging
AOM_001674,Maize Ground,aom-concept,aom-livestock,staging
AOM_000651,Maize Oil,aom-concept,aom-livestock,staging
AOM_001289,Maize Starch,aom-concept,aom-livestock,staging
AOM_006072,Maize Whole Ensiled,aom-concept,aom-livestock,deprecated
AOM_001324,Maize Whole Ground,aom-concept,aom-livestock,staging
AOM_001313,Maize Whole,aom-concept,aom-livestock,staging
AOM_004003,Maize Yellow Grain,aom-concept,aom-livestock,staging
AOM_004002,Maize Yellow,aom-concept,aom-livestock,staging
AOM_000654,Millet,aom-concept,aom-livestock,staging
AOM_001355,Oat Ensiled,aom-concept,aom-livestock,staging
AOM_001959,Oat Grain Dried Wilted,aom-concept,aom-livestock,staging
AOM_001331,Oat Grain,aom-concept,aom-livestock,staging
AOM_001332,Oat Ground,aom-concept,aom-livestock,staging
AOM_001895,Oat,aom-concept,aom-livestock,staging
AOM_001334,Pearl Millet,aom-concept,aom-livestock,staging
AOM_006156,Rice Grain Ground,aom-concept,aom-livestock,staging
AOM_000655,Rice Grain,aom-concept,aom-livestock,staging
AOM_000656,Whole Rice Ground,aom-concept,aom-livestock,staging
AOM_001339,Sorghum Ensiled,aom-concept,aom-livestock,staging
AOM_000657,Sorghum Grain,aom-concept,aom-livestock,staging
AOM_001365,Sorghum Sprout,aom-concept,aom-livestock,staging
AOM_001316,Sorghum,aom-concept,aom-livestock,staging
AOM_002124,Wheat Crushed,aom-concept,aom-livestock,staging
AOM_001346,Wheat Ground,aom-concept,aom-livestock,staging
AOM_000660,Wheat Whole Ground,aom-concept,aom-livestock,staging
AOM_001319,Wheat,aom-concept,aom-livestock,staging
AOM_000665,Fruit Product,aom-concept,aom-livestock,staging
AOM_000664,Ripe Avocado,aom-concept,aom-livestock,staging
AOM_001201,Avocado,aom-concept,aom-livestock,staging
AOM_002032,Breadfruit Dried Ground,aom-concept,aom-livestock,staging
AOM_001200,Breadfruit Ground,aom-concept,aom-livestock,staging
AOM_001199,Breadfruit,aom-concept,aom-livestock,staging
AOM_002353,Date Ground,aom-concept,aom-livestock,staging
AOM_001847,Ficus sur,aom-concept,aom-livestock,staging
AOM_006099,Ficus sur Fruits Crushed Dried,aom-concept,aom-livestock,staging
AOM_001849,Ficus sur Fruits Dried Ground,aom-concept,aom-livestock,staging
AOM_001848,Ficus sur Fruits,aom-concept,aom-livestock,staging
AOM_000663,Jackfruit,aom-concept,aom-livestock,staging
AOM_001259,Lemon Peel Essential Oil,aom-concept,aom-livestock,staging
AOM_001435,Mango,aom-concept,aom-livestock,staging
AOM_002137,Tomato Pulp,aom-concept,aom-livestock,staging
AOM_001265,Ziziphus mauritiania,aom-concept,aom-livestock,staging
AOM_000667,Legume Products,aom-concept,aom-livestock,staging
AOM_001351,Blue Lupin,aom-concept,aom-livestock,staging
AOM_001117,Blue Lupin Dried,aom-concept,aom-livestock,staging
AOM_001907,Blue Lupin Grain Dried,aom-concept,aom-livestock,staging
AOM_001906,Blue Lupin Grain Roasted,aom-concept,aom-livestock,staging
AOM_001896,Blue Lupin Grain,aom-concept,aom-livestock,staging
AOM_001320,Common Bean Crushed,aom-concept,aom-livestock,staging
AOM_002228,Fava Bean,aom-concept,aom-livestock,staging
AOM_000607,Groundnut Ground,aom-concept,aom-livestock,staging
AOM_001193,Groundnut Oil,aom-concept,aom-livestock,staging
AOM_003072,Groundnut,aom-concept,aom-livestock,staging
AOM_002226,Pea,aom-concept,aom-livestock,staging
AOM_001582,Soybean,aom-concept,aom-livestock,staging
AOM_001583,Soybean Autoclaved Ground,aom-concept,aom-livestock,staging
AOM_002129,Soybean Dehulled Ground,aom-concept,aom-livestock,staging
AOM_002033,Soybean Full Fat Ground,aom-concept,aom-livestock,staging
AOM_001317,Soybean Full Fat,aom-concept,aom-livestock,staging
AOM_001960,Soybean Full Fat Heated,aom-concept,aom-livestock,staging
AOM_001364,Soybean Full Fat Roasted,aom-concept,aom-livestock,staging
AOM_000613,Soybean Ground,aom-concept,aom-livestock,staging
AOM_000668,Soybean Ground Roasted,aom-concept,aom-livestock,staging
AOM_001586,Soybean Oil,aom-concept,aom-livestock,staging
AOM_001779,Soybean Pulp Ground,aom-concept,aom-livestock,staging
AOM_001778,Soybean Pulp,aom-concept,aom-livestock,staging
AOM_000670,Soybean Roasted,aom-concept,aom-livestock,staging
AOM_002219,Tamarind Wilted,aom-concept,aom-livestock,staging
