concept_id,preferred_label,cohort_scope,feed_material_direct_branch_ids,feed_material_direct_branch_labels,depth_from_feed_materials,depth_from_feed_additives,depth_from_feed_chemical_substances,current_parent_ids,current_parent_labels,direct_child_count,descendant_count,review_requirement
AOM_001439,Beetroot Discards,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100909,Beetroot by-products,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001440,Sesame Seed,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100902,Sesame by-products,6,6,affected-descendant-inventory;source-navigation-impact-review
AOM_001441,Pennisetum petiolar,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001443,Pennisetum,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001444,Pennisetum villosum,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001445,Phalaris aquatica,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001446,Sorghum sudanense,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001448,Sporobolus natalensis,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001449,Sporobolus panicoides,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001450,Themeda triandra,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001452,Triticale,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001453,Urochloa mosambicensis,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001454,Urochloa mosambicensis Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001453,Urochloa mosambicensis,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001455,Triticum,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001456,Aristida,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001457,Aristida adscensionis,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001458,Bothriochloa,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001459,Bothriochloa dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001458,Bothriochloa,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001460,Bothriochloa insculpta,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001461,Cynodon,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001462,Cynodon dactylon,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001464,Cynadon plectostachyus,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001465,Cynodon nlemfuensis,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001466,Diheteropogon amplectens,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001467,Eleusine floccifolia,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001468,Eragrostis capensis,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001469,Eragrostis papposa,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001470,Eragrostis rigidior,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001471,Harpachne schimperi,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001472,Heteropogon contortus,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001473,Hyparrhenia filipendula,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001474,Hyperthelia dissoluta,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001475,Lolium,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001476,Lolium multiflorum,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001477,Loudetia simplex,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001478,Loudetia togoensis,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001479,Megathyrsus maximus,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,4,4,affected-descendant-inventory;source-navigation-impact-review
AOM_001481,Melinis repens,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001482,Sugar Beet Molasses,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100915,Sugar beet by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001483,Sugar Beet Pulp,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100915,Sugar beet by-products,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001487,Sodium Sulfate,feed-material-descendant,AOM_101139,Mineral feed materials,2,,,AOM_101139,Mineral feed materials,0,0,affected-descendant-inventory
AOM_001497,Megalac,feed-material-descendant,AOM_006334,Rumen-protected fat feed materials,2,,,AOM_006334,Rumen-protected fat feed materials,0,0,affected-descendant-inventory
AOM_001508,Lactobacillus plantarum,feed-additive-branch,,,,3,,AOM_000807,Prebiotic,0,0,authority-boundary-comparison
AOM_001513,Microchloa caffra,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001514,Pogonarthria squarrosa,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001516,Schizachyrium exile,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001517,Schizachyrium jeffreysii,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001518,Schoenefeldia gracilis,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001520,Stipa parviflora,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001521,Stipa tenacissima,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001522,Tripsacum,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001523,Tripsacum laxum,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001524,Piliostigma thonningii,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000718,Forage Trees,2,4,affected-descendant-inventory;source-navigation-impact-review
AOM_001525,Piliostigma thonningii Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001524,Piliostigma thonningii,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001526,Lotus corniculatus,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000726,Legume Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001527,Centrosema molle,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000726,Legume Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001528,Centrosema molle Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001527,Centrosema molle,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001529,Trifolium,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000726,Legume Forages,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001530,Psophocarpus scandens,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000726,Legume Forages,1,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001531,Psophocarpus scandens Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001530,Psophocarpus scandens,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001532,Spermacoce stachydea,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000726,Legume Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001533,Amaranthus cruentus,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001534,Amaranthus cruentus Leaves Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001533,Amaranthus cruentus,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001535,Atriplex halimus,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001536,Chromolaena odorata,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,1,3,affected-descendant-inventory;source-navigation-impact-review
AOM_001537,Commelina benghalensis,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001538,Crossopterix febrifuga,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001539,Cyperaceae,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001540,Cyperus elegantulus,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001541,Cyperus rotundus,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001542,Euphorbia heterophylla,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001543,Fabaceae,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001548,Trifolium repens,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000726,Legume Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001549,Talinium triangulare,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001550,Talinium triangulare Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001549,Talinium triangulare,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001551,Tribulus terrestris,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001552,Water Hyacinth Fermented,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000682,Water Hyacinth,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001554,Water Hyacinth Molasses Fermented,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000682,Water Hyacinth,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001555,Water Hyacinth Yeast Fermented,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000682,Water Hyacinth,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001556,Lemna,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000683,Aquatic Plants,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001557,Lemna minor,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000683,Aquatic Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001558,Potamogeton lucens,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000683,Aquatic Plants,2,4,affected-descendant-inventory;source-navigation-impact-review
AOM_001559,Potamogeton lucens Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001558,Potamogeton lucens,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001560,Potamogeton lucens Pods,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001558,Potamogeton lucens,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001561,Ulva lactuca,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000683,Aquatic Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001562,Ulva armoricana,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000683,Aquatic Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001563,Ulva rigida,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000683,Aquatic Plants,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001564,Ulva rigida Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001563,Ulva rigida,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001565,Vallisneria aethiopica,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000683,Aquatic Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001567,Adansonia digitata,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000718,Forage Trees,2,6,affected-descendant-inventory;source-navigation-impact-review
AOM_001568,Adansonia digitata Seed Cake,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001567,Adansonia digitata,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001569,Asteriscus maritimus,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001570,Atractylis cancellata,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001573,Catha edulis,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,1,3,affected-descendant-inventory;source-navigation-impact-review
AOM_001574,Catha edulis Residue,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001573,Catha edulis,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001575,Crotalaria ochroleuca,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000726,Legume Forages,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001579,Elancoban,feed-additive-branch,,,,2,,AOM_004433,Coccidiostats and histomonostats,0,0,authority-boundary-comparison
AOM_001581,Andropogon gayanus Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001380,Andropogon gayanus,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001582,Soybean,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,3,,,AOM_000667,Legume Products,10,12,affected-descendant-inventory;source-navigation-impact-review
AOM_001583,Soybean Autoclaved Ground,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_001582,Soybean,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001586,Soybean Oil,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_001582,Soybean,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001588,Ficus,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000718,Forage Trees,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001590,Acacia angustissima Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000703,Acacia angustissima,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001591,Acacia angustissima Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000703,Acacia angustissima,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001592,Acacia angusitissima Leaves Dried Ensiled,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001591,Acacia angustissima Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001593,Acacia nilotica Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000704,Acacia nilotica,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001594,Acacia nilotica Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001593,Acacia nilotica Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001595,Acacia nilotica Pods,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000704,Acacia nilotica,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001596,Acacia nilotica Pods Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001595,Acacia nilotica Pods,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001597,Acacia senegal Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001123,Acacia senegal Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001598,Acacia senegal Pods Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001122,Acacia senegal Pods,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001599,Acacia sieberiana Dried Ensiled Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000705,Acacia sieberiana,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001600,Vachellia polyacantha Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_003693,Vachellia polyacantha,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001601,Acacia tortilis Pods Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_003961,Acacia tortilis Pods,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001602,Acacia tortilis Pods Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_003961,Acacia tortilis Pods,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001603,Acacia tortilis Fruits,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000706,Acacia tortilis,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001604,Acacia tortilis Fruits Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001603,Acacia tortilis Fruits,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001605,African Palm Larvae Dried Ground,feed-material-descendant,AOM_000559,Animal,4,,,AOM_001805,African Palm Larvae,0,0,affected-descendant-inventory
AOM_001609,Annona senegalensis Leaves Wilted,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001129,Annona senegalensis Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001610,Oyster Shells Ground,feed-material-descendant,AOM_100976,Animal by-products,4,,,AOM_000557,Oyster Shells,0,0,affected-descendant-inventory
AOM_001611,Atella Fermented,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_001876,Atella,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001612,Azadirachta indica Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001132,Azadirachta indica Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001613,Barley Ground,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_001202,Barley,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001614,Maize Bran,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100851,Maize by-products,4,4,affected-descendant-inventory;source-navigation-impact-review
AOM_001615,Maize Sheath Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001297,Maize Sheath,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001616,Blood,feed-material-descendant,AOM_000559,Animal,2,,,AOM_000559,Animal,2,2,affected-descendant-inventory
AOM_001617,Maize Straw Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000572,Maize Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001618,Oat Fodder,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100860,Oat by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001619,Rice Husk Dried Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000576,Rice Husk,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001620,Bracharia decumbens Ensiled,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001397,Bracharia decumbens,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001621,Tata Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_006006,Tata,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001622,Wheat Bran Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000585,Wheat Bran,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001623,Wheat Offal Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000589,Wheat Offal,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001624,Wheat Straw Lime Treated Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001887,Wheat Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001625,Mango Seed Kernel,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_001196,Mango Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001626,Cassava Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000635,Cassava Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001627,Cassava Peel Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_002112,Cassava Peel,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001628,Catha edulis Residue Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001574,Catha edulis Residue,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001629,Pigeon Pea Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000609,Pigeon Pea Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001630,Chamaecytisus palmensis Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001137,Chamaecytisus palmensis,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001631,Chamaecytisus palmensis Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001630,Chamaecytisus palmensis Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001632,Pigeon Pea Dried,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_001314,Pigeon Pea,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001633,Chloris gayana Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001402,Chloris gayana,1,1,affected-descendant-inventory;source-navigation-impact-review
