feed_material_id,target_property,target_concept_id,target_label,rule_id,status,reviewer,review_date,evidence,rationale
AOM_001592,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001594,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001596,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001597,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001598,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001599,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001599,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001601,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001602,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001604,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001605,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001605,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001610,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001610,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001611,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001612,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001613,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001615,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001615,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001616,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-BLOOD,approved-generated,Pete Steward,2026-08-11,https://www.feedipedia.org/node/221;docs/decisions/0041-feed-material-structural-model.md,Blood collected from slaughter is governed as animal by-product.
AOM_001617,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001617,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001617,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001618,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001619,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001619,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001621,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001621,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001622,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001622,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001623,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001623,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001624,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001625,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001626,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001626,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001627,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001627,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001628,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001629,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001629,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001631,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001632,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001632,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001633,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001634,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001635,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001635,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001637,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001637,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001638,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001641,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001641,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001642,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001642,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001643,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001643,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001644,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001644,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001645,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001645,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001646,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001646,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001647,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001647,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001647,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001649,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001650,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001650,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001651,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001651,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001655,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001656,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001656,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001657,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001658,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001658,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001660,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001660,aom:productRole,AOM_101062,By-product role,STRUCT-ROLE-LEGACY-BYPRODUCT,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001661,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001663,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001664,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001664,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001665,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001666,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001667,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001669,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
AOM_001669,aom:presentationForm,AOM_101125,Comminuted particle form,STRUCT-FORM-GRINDING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified."
AOM_001671,aom:moistureCondition,AOM_101054,Dried moisture condition,STRUCT-MOISTURE-DRYING,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.
