case_id,subject_id,subject_class,relation_property,object_id,object_class,status,reviewer,review_date,evidence,rationale
PROCESS-AXIS-REL-090,AOM_000838,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101177,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Process-output recovery.
PROCESS-AXIS-REL-091,AOM_000838,aom:ProcessingMethod,aom:processMechanism,AOM_000837,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Mechanical.
PROCESS-AXIS-REL-092,AOM_000838,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101129,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Particle-size reduction.
PROCESS-AXIS-REL-093,AOM_000838,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101130,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Component separation or fraction recovery.
PROCESS-AXIS-REL-094,AOM_000839,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-095,AOM_000839,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Handling or mixing improvement.
PROCESS-AXIS-REL-096,AOM_000839,aom:ProcessingMethod,aom:processMechanism,AOM_000837,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Mechanical.
PROCESS-AXIS-REL-097,AOM_000839,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101129,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Particle-size reduction.
PROCESS-AXIS-REL-098,AOM_000840,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101173,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Palatability or intake improvement.
PROCESS-AXIS-REL-099,AOM_000840,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Handling or mixing improvement.
PROCESS-AXIS-REL-100,AOM_000840,aom:ProcessingMethod,aom:processMechanism,AOM_000837,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Mechanical.
PROCESS-AXIS-REL-101,AOM_000840,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101131,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Shaping or agglomeration.
PROCESS-AXIS-REL-102,AOM_000843,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101174,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Preservation or storage-stability improvement.
PROCESS-AXIS-REL-103,AOM_000843,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Handling improvement.
PROCESS-AXIS-REL-104,AOM_000843,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_000842,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Moisture reduction.
PROCESS-AXIS-REL-105,AOM_000844,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101174,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Preservation or storage-stability improvement.
PROCESS-AXIS-REL-106,AOM_000844,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101179,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Ensiling preparation.
PROCESS-AXIS-REL-107,AOM_000844,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_000842,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Moisture reduction.
PROCESS-AXIS-REL-108,AOM_003097,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Handling improvement.
PROCESS-AXIS-REL-109,AOM_003097,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101176,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Composition tailoring.
PROCESS-AXIS-REL-110,AOM_003097,aom:ProcessingMethod,aom:processMechanism,AOM_000837,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Mechanical.
PROCESS-AXIS-REL-111,AOM_003097,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101130,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Component separation or fraction recovery.
PROCESS-AXIS-REL-112,AOM_003098,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-113,AOM_003098,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101170,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Nutrient availability improvement.
PROCESS-AXIS-REL-114,AOM_003098,aom:ProcessingMethod,aom:processMechanism,AOM_100990,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Biological.
PROCESS-AXIS-REL-115,AOM_003098,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-116,AOM_003202,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101173,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Palatability or intake improvement.
PROCESS-AXIS-REL-117,AOM_003202,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101178,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Dust reduction.
PROCESS-AXIS-REL-118,AOM_003202,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101179,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Fermentation support.
PROCESS-AXIS-REL-119,AOM_003202,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101166,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Component addition or application.
PROCESS-AXIS-REL-120,AOM_006824,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-121,AOM_006824,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101170,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Nutrient availability improvement.
PROCESS-AXIS-REL-122,AOM_006824,aom:ProcessingMethod,aom:processMechanism,AOM_101163,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Enzymatic or biochemical.
PROCESS-AXIS-REL-123,AOM_006824,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-124,AOM_100848,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-125,AOM_100848,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101170,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Nutrient availability improvement.
PROCESS-AXIS-REL-126,AOM_100848,aom:ProcessingMethod,aom:processMechanism,AOM_100991,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Chemical.
PROCESS-AXIS-REL-127,AOM_100848,aom:ProcessingMethod,aom:processMechanism,AOM_101163,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Enzymatic or biochemical.
PROCESS-AXIS-REL-128,AOM_100848,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-129,AOM_100848,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101166,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Component addition or application.
PROCESS-AXIS-REL-130,AOM_101070,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101176,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Composition tailoring.
PROCESS-AXIS-REL-131,AOM_101070,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101177,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Process-output recovery.
PROCESS-AXIS-REL-132,AOM_101070,aom:ProcessingMethod,aom:processMechanism,AOM_000837,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Mechanical.
PROCESS-AXIS-REL-133,AOM_101070,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101130,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Component separation or fraction recovery.
PROCESS-AXIS-REL-134,AOM_101072,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101176,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Composition tailoring.
PROCESS-AXIS-REL-135,AOM_101072,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101177,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Process-output recovery.
PROCESS-AXIS-REL-136,AOM_101072,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101130,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Component separation or fraction recovery.
PROCESS-AXIS-REL-137,AOM_101073,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Handling improvement.
PROCESS-AXIS-REL-138,AOM_101073,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101177,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Process-output recovery.
PROCESS-AXIS-REL-139,AOM_101073,aom:ProcessingMethod,aom:processMechanism,AOM_000837,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Mechanical.
PROCESS-AXIS-REL-140,AOM_101073,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101130,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Component separation or fraction recovery.
PROCESS-AXIS-REL-141,AOM_101083,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-142,AOM_101083,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101170,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Nutrient availability improvement.
PROCESS-AXIS-REL-143,AOM_101083,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-144,AOM_101088,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-145,AOM_101088,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101171,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Antinutritional-factor reduction.
PROCESS-AXIS-REL-146,AOM_101088,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101172,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Safety improvement.
PROCESS-AXIS-REL-147,AOM_101088,aom:ProcessingMethod,aom:processMechanism,AOM_000826,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Thermal.
PROCESS-AXIS-REL-148,AOM_101088,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101164,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Constituent transformation.
PROCESS-AXIS-REL-149,AOM_101090,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101169,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Digestibility improvement.
PROCESS-AXIS-REL-150,AOM_101090,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Handling or mixing improvement.
PROCESS-AXIS-REL-151,AOM_101090,aom:ProcessingMethod,aom:processMechanism,AOM_000837,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Mechanical.
PROCESS-AXIS-REL-152,AOM_101090,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101129,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Particle-size reduction.
PROCESS-AXIS-REL-153,AOM_101096,aom:ProcessingMethod,aom:processMechanism,AOM_000826,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Thermal.
PROCESS-AXIS-REL-154,AOM_101099,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101171,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Antinutritional-factor reduction.
PROCESS-AXIS-REL-155,AOM_101099,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101175,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Softening.
PROCESS-AXIS-REL-156,AOM_101099,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101179,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Process preparation.
PROCESS-AXIS-REL-157,AOM_101099,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101167,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Moisture addition or conditioning.
PROCESS-AXIS-REL-158,AOM_101124,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101177,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Process-output recovery.
PROCESS-AXIS-REL-159,AOM_101124,aom:ProcessingMethod,aom:processMechanism,AOM_000826,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Thermal.
PROCESS-AXIS-REL-160,AOM_101124,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101130,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Component separation or fraction recovery.
PROCESS-AXIS-REL-161,AOM_101128,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101172,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Safety improvement.
PROCESS-AXIS-REL-162,AOM_101128,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101174,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Preservation or storage-stability improvement.
PROCESS-AXIS-REL-163,AOM_101128,aom:ProcessingMethod,aom:maySupportFeedBenefit,AOM_101177,aom:FeedBenefit,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Process-output recovery.
PROCESS-AXIS-REL-164,AOM_101128,aom:ProcessingMethod,aom:processMechanism,AOM_000826,aom:ProcessMechanism,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Thermal.
PROCESS-AXIS-REL-165,AOM_101128,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101130,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Component separation or fraction recovery.
PROCESS-AXIS-REL-166,AOM_101128,aom:ProcessingMethod,aom:technicalProcessObjective,AOM_101165,aom:ProcessTechnicalObjective,approved,Pete Steward,2026-08-18,docs/decisions/0047-feed-process-objective-benefit-and-effect-model.md;review/livestock-v35/process_axis_review.csv,Accepted row-level disposition: Preservation or stabilisation.
