concept_id,preferred_label,implementation_status,semantic_class,target_parent_id,status,reviewer,review_date,evidence,rationale
AOM_001773,Trace-elements Mix,implemented,aom:FeedFormulation,AOM_101140,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Blocks, licks, and mixes are multi-component formulations."
AOM_001824,Wood Charcoal,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-use-and-safety-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Wood charcoal needs source, processing, and intended-feed-use evidence."
AOM_001825,Olaquindox,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-current-regulatory-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Olaquindox classification and permitted use are jurisdiction- and date-sensitive.
AOM_001826,ChemBind,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001827,Popcorn Waste,implemented,aom:FeedMaterial,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001829,Biscuit Waste Ground,implemented,aom:FeedMaterial,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001830,Biscuit Waste Dried Ground,implemented,aom:FeedMaterial,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001831,Vitalite,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Vitalite lacks evidence that it is a processed food by-product.
AOM_001832,Starch feed material,implemented,aom:FeedMaterial,AOM_101159,approved,Pete Steward,2026-08-16,EU-767-2009;EU-2011-25;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,A starch product may be a feed material while starch chemical identity and constituent use remain separate.
AOM_001834,Vitamin D3,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-substance-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Specific vitamin identity supports additive review; product formulation must remain explicit.
AOM_001838,Biscuit Waste,implemented,aom:FeedMaterial,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001839,Vitamin AD3E,implemented,aom:FeedFormulation,AOM_101141,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Vitamin mixtures are multi-component preparations, not single material substances."
AOM_001865,Free Gossypol,implemented,,AOM_101023,approved,Pete Steward,2026-08-16,EU-2011-25;LOCAL-GRAPH;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,This denotes a constituent or measurement target rather than one feed product.
AOM_001866,Glycerol,implemented,aom:FeedMaterial,AOM_101162,approved,Pete Steward,2026-08-16,EU-2022-1104;EU-2011-25;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Catalogue evidence supports feed-material status but exact scope and durable source branch need confirmation; temporary unclassified placement is safer than a permanent direct child.
AOM_001867,Sand,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-use-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Sand label alone does not establish intended feed use.
AOM_001868,Toxynil,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Toxynil identity and function require stable manufacturer evidence.
AOM_001869,Waste Activated Sludge,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-safety-and-regulatory-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Activated sludge cannot be normalized as feed material from label alone.
AOM_001870,Prime Gluten 60,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Material identity must not be inferred from Protein constituent parent alone.
AOM_001872,Alkali,hold,aom:Feed,AOM_000779,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Current Mineral parent cannot establish material, additive, formulation, or constituent role."
AOM_001916,Crop Byproduct,implemented,aom:FeedMaterial,AOM_101159,approved,Pete Steward,2026-08-16,FEEDIPEDIA-CATEGORIES;AGROVOC-CROPS;LOCAL-GRAPH;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Replace separate crop-by-product top branch with Feedipedia-aligned plant-product navigation and explicit by-product roles.
AOM_001917,Unspecified Filler,implemented-structural,,,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Unspecified filler is a role with unknown bearer, not a material identity."
AOM_001921,Vitalyte,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Vitalyte and Vitalite require product and spelling identity review.
AOM_001922,Water,hold,,AOM_101142,hold,Pete Steward,2026-08-16,EU-767-2009;LOCAL-GRAPH;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Regulation 767/2009 excludes water from its scope; current FeedMaterial typing needs explicit domain rationale rather than inheritance.
AOM_001994,Carboxymethyl Cellulose Dried Ground Heated,hold,aom:Feed,,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001997,Toxynil Ground,hold,aom:Feed,,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Toxynil identity and function require stable manufacturer evidence.
AOM_002070,Cellulose Ground,hold,aom:Feed,,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_002071,Cellulose Dried Ground Heated,hold,aom:Feed,,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_002072,Chromium Oxide Ground,hold,,AOM_101142,hold,Pete Steward,2026-08-16,EU-2011-25;LOCAL-GRAPH;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Ground is a product/process/form assertion and should not be a narrower chemical substance; Composition/Form review must resolve representation.
AOM_002074,Dicalcium Phosphate Ground,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_002091,Cassava Binder,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-item-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_002191,Fossil Shell Ground,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Ground fossil shell belongs with mineral feed materials if identity is confirmed.
AOM_002200,Chlorella vulgaris,implemented,aom:FeedMaterial,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Chlorella vulgaris should be represented by material plus source taxon.
AOM_003076,Probiotic,implemented-structural,,AOM_101137,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Probiotic identity depends on microbial preparation and intended additive use.
AOM_003084,Phosphate Salt Lick,implemented,aom:FeedFormulation,AOM_101140,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Blocks, licks, and mixes are multi-component formulations."
AOM_003097,Decortication,implemented-structural,,,approved,Pete Steward,2026-08-12,process-definition-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_003100,Grazing,implemented-structural,,AOM_100853,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Grazing is an animal-management process, not a material entity."
AOM_003172,Food Waste,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-safety-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Food waste needs explicit source and product-role modelling.
AOM_003201,Urea Block Salt Lick,implemented,aom:FeedFormulation,AOM_101140,approved,Pete Steward,2026-08-12,model-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Blocks, licks, and mixes are multi-component formulations."
AOM_003203,Wood Ash,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-composition-and-safety-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Wood ash needs composition and feed-use evidence.
AOM_003577,Commercial Protein Supplement,implemented,aom:FeedFormulation,AOM_001491,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Commercial protein supplement denotes a formulated complementary feed.
AOM_003747,Axtra XAP,implemented,aom:FeedAdditive,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_003749,Natuzyme,implemented,aom:FeedAdditive,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_003760,Lime Slaked,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_003829,Bread Waste,implemented,aom:FeedMaterial,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_003878,L-Tryptophan,implemented,aom:FeedAdditive,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"EU feed-additive categories place amino acids, salts, and analogues under nutritional additives."
AOM_003889,Bole Soil,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Bole Soil needs source, composition, safety, and intended-use evidence."
AOM_003994,Poly-enzyme,implemented,aom:FeedAdditive,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_004433,Coccidiostats and histomonostats,implemented-structural,,AOM_101135,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Coccidiostats are a distinct feed-additive category, not generic supplements."
AOM_006101,Food Waste Dried,hold,aom:Feed,,hold,Pete Steward,2026-08-12,requires-safety-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Food waste needs explicit source and product-role modelling.
AOM_006114,Phytase Ground,implemented,aom:FeedAdditive,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_006124,Calcium Carbonate Ground,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_006125,Magnesium Sulfate,implemented,aom:FeedMaterial,AOM_101139,approved,Pete Steward,2026-08-12,catalogue-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_006154,Prime Gluten 60 Ground,hold,aom:Feed,,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Material identity must not be inferred from Protein constituent parent alone.
AOM_006179,Wood Ash Ground,hold,aom:Feed,,hold,Pete Steward,2026-08-12,requires-composition-and-safety-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Wood ash needs composition and feed-use evidence.
AOM_006239,Untreated Organic Waste Ground,hold,aom:Feed,,hold,Pete Steward,2026-08-12,requires-safety-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Waste identity and regulatory acceptability require explicit evidence; Other Ingredients adds no meaning.
AOM_006240,Untreated Organic Waste Dried Fermented Ground,hold,aom:Feed,,hold,Pete Steward,2026-08-12,requires-safety-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Waste identity and regulatory acceptability require explicit evidence; Other Ingredients adds no meaning.
AOM_006241,Unspecified Yeast,implemented,aom:FeedMaterial,AOM_101161,approved,Pete Steward,2026-08-16,EU-767-2009;LOCAL-GRAPH;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Retain broad material status but group microbial materials and preserve unresolved taxon as an explicit limitation.
AOM_006331,Agrivate,hold,aom:Feed,AOM_000779,hold,Pete Steward,2026-08-12,requires-product-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Current Mineral parent cannot establish material, additive, formulation, or constituent role."
AOM_006334,Rumen-protected fat feed materials,implemented,aom:FeedMaterial,AOM_101160,approved,Pete Steward,2026-08-16,EU-767-2009;LOCAL-GRAPH;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Rumen protection describes processing or state and should not create an isolated top-level product kind.
AOM_006339,Anti fungi,implemented-structural,,AOM_101138,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Antifungal function does not identify one material and needs product-specific classification.
AOM_006349,Pleurotus ostreatus,hold,,AOM_101142,hold,Pete Steward,2026-08-16,FEEDIPEDIA-CATEGORIES;SOURCE-WORKBOOK;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Source context establishes an ingredient-list occurrence but species label alone cannot justify FeedMaterial status a durable fungal-material class or exact feed identity.
AOM_006364,Bread Waste Dried,implemented,aom:FeedMaterial,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_006389,Organic Acid,implemented,,AOM_101147,approved,Pete Steward,2026-08-16,EU-2011-25;EU-2021-758;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Organic acid is a chemical class; exact products may be materials or additives only after case-specific evidence.
AOM_100921,Crop product,implemented,aom:FeedMaterial,AOM_101159,approved,Pete Steward,2026-08-16,FEEDIPEDIA-CATEGORIES;AGROVOC-CROPS;LOCAL-GRAPH;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Crop product and Crop Byproduct divide one plant-product browsing axis by role; use one navigation collection and show role on cards.
AOM_100976,Animal by-products,implemented,aom:FeedMaterial,AOM_000559,approved,Pete Steward,2026-08-16,FEEDIPEDIA-CATEGORIES;LOCAL-GRAPH;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Animal origin may support navigation but by-product status belongs on each material card through product role.
AOM_100987,Processed food by-products,implemented,aom:FeedMaterial,AOM_101160,approved,Pete Steward,2026-08-16,EU-767-2009;FEEDIPEDIA-CATEGORIES;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Processing origin may support a collection but by-product or waste status must remain explicit per material.
AOM_100988,Untreated organic-waste feed classification holds,hold,aom:Feed,AOM_101142,hold,Pete Steward,2026-08-12,requires-safety-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Waste identity and regulatory acceptability require explicit evidence; Other Ingredients adds no meaning.
AOM_100989,Microalgal feed materials,implemented,aom:FeedMaterial,AOM_101161,approved,Pete Steward,2026-08-16,EU-767-2009;LOCAL-GRAPH;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Retain material status and move under explicit biological-source navigation rather than leaving an isolated direct child.
AOM_101019,Anatomical components,implemented-cohort-d,,AOM_101085,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Plant and Animal navigation added; unresolved anatomy remains held at root.
AOM_101024,Bulb,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101025,Cladode,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101026,Cob,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101027,Corm,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101028,Fruit,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101029,Plant embryo,implemented-cohort-d,,AOM_101180,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Anatomical meaning clarified as Plant embryo; commercial germ remains separate material identity.
AOM_101030,Hull,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101031,Husk,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101032,Kernel,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101033,Leaf,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101034,Peel,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101035,Pod,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101036,Pseudostem,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101037,Root,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101038,Seed,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101039,Sheath,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101040,Shell component,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101041,Sprout,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101042,Stalk,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101043,Tuber,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101044,Viscera,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101045,Twig,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101046,Bark,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101047,Stem,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101048,Plant top,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101068,Brewhouse processing,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Brewhouse operations are not intentionally applied to feed material; by-products are outputs of brewing stages.
AOM_101069,Defatting,implemented-structural,,,approved,Pete Steward,2026-08-12,process-definition-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101070,Pressing,implemented-structural,,,approved,Pete Steward,2026-08-12,process-definition-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101072,Extraction,implemented-structural,,,approved,Pete Steward,2026-08-12,process-definition-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101073,Threshing,implemented-structural,,,approved,Pete Steward,2026-08-12,process-definition-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101074,Grain,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101085,Feed material components,implemented-structural,,AOM_000328,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,One component root should contain explicit anatomical-component and processed-fraction subbranches; Whole crop belongs elsewhere.
AOM_101086,Whole-crop component retention,implemented-cohort-e,,AOM_101115,approved,Pete Steward,2026-08-21,docs/decisions/0049-composition-form-and-component-retention-model.md;docs/methods/composition-form-and-retention-governance.md,Whole-crop label now exposes positive retention meaning.
AOM_101103,Blood component,deprecated-cohort-d,,AOM_001616,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Duplicate Blood component identity replaced by stable Blood identity.
AOM_101104,Bran,implemented-cohort-d,,AOM_101143,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Bran placed directly under process-defined material fractions.
AOM_101105,Stover,retired-component-identity-held,,,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Component use retired; generic Stover material identity remains held.
