child_id,child_path,missing_parent_path,reason,disposition
AOM_003703,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acacia auriculiformis/Acacia auriculiformis Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acacia auriculiformis,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003908,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acacia Seyal/Acacia seyal,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acacia Seyal,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003558,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acioa barteri/Acioa barteri Leaves and Twigs,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acioa barteri,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006360,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Annona senegalensis/Annona senegalensis Leaves and Twigs/Annona senegalensis Leaves and Twigs Wilted,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Annona senegalensis/Annona senegalensis Leaves and Twigs,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006024,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Atriplex halimus/Atriplex halimus Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Atriplex halimus,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002347,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Atriplex halimus/Atriplex halimus Leaves and Twigs,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Atriplex halimus,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003913,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Bridelia ferruginea/Bridelia ferruginea Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Bridelia ferruginea,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006063,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Ceratonia siliqua/Ceratonia siliqua Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Ceratonia siliqua,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002067,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Delonix elata/Delonix elata Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Delonix elata,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003919,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Delonix regia/Delonix regia Seed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Delonix regia,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006373,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Ficus gnaphalocarpa/Ficus gnaphalocarpa Leaves and Twigs,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Ficus gnaphalocarpa,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006104,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Garcinia kola/Garcinia kola Seed/Garcinia kola Seeds Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Garcinia kola/Garcinia kola Seed,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001968,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Grewia similis/Grewia similis Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Grewia similis,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002090,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Harissonia abyssinica/Harissonia abyssinica Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Harissonia abyssinica,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006118,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Hevea brasiliensis/Hevea brasiliensis Seed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Hevea brasiliensis,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001970,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Cake/Jatropha curcas Cake Defatted Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Cake,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002133,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Cake/Jatropha curcas Cake Defatted Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Cake,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002055,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Cake/Jatropha curcas Cake Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Cake,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002130,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Cake/Jatropha curcas Cake Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Cake,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001154,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Kernel,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003954,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001156,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Seed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001919,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Leucaena/Leucaena Leaves/Leucaena Leaves Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Leucaena/Leucaena Leaves,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001978,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa oleifera/Moringa oleifera Root Bark/Moringa oleifera Root Bark Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa oleifera/Moringa oleifera Root Bark,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001977,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa oleifera/Moringa oleifera Stalks/Moringa oleifera Stalks Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa oleifera/Moringa oleifera Stalks,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006137,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa stenopetala/Moringa stenopetala Leaves/Moringa stenopetala Leaves Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa stenopetala/Moringa stenopetala Leaves,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001980,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa stenopetala/Moringa stenopetala Leaves/Moringa stenopetala Leaves Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa stenopetala/Moringa stenopetala Leaves,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002236,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Morus indica/Morus indica Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Morus indica,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003989,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Myrtus communis/Myrtus communis Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Myrtus communis,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000730,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Olive/Olive Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Olive,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003915,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Oxytenanthera abyssinica/Oxytenanthera abyssinica Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Oxytenanthera abyssinica,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006293,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Polyalthia longifolia/Polyalthia longifolia Leaves/Polyalthia longifolia Leaves Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Polyalthia longifolia/Polyalthia longifolia Leaves,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002087,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Prosopis/Prosopis Pods/Prosopis Pods Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Prosopis/Prosopis Pods,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001723,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Psophocarpus scandens/Psophocarpus scandens Leaves/Psophocarpus scandens Leaves Wilted,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Psophocarpus scandens/Psophocarpus scandens Leaves,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001992,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Pterocarpus erinaceus/Pterocarpus erinaceus Leaves/Pterocarpus erinaceus Leaves Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Pterocarpus erinaceus/Pterocarpus erinaceus Leaves,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001918,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Sesbania/Sesbania Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Sesbania,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001739,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Sesbania goetzei/Sesbania goetzei Leaves/Sesbania goetzei Leaves Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Sesbania goetzei/Sesbania goetzei Leaves,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001985,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Sesbania sesban/Sesbania sesban Stalks/Sesbania sesban Stalks Wilted,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Sesbania sesban/Sesbania sesban Stalks,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006184,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Vitex doniana/Vitex doniana Ground Wilted,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Vitex doniana,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003926,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Vitex doniana/Vitex doniana Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Vitex doniana,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003981,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Ziziphus jujube/Ziziphus jujube Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Ziziphus jujube,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006223,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Lablab purpureus/Lablab purpureus Haulm/Lablab purpureus Haulm Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Lablab purpureus/Lablab purpureus Haulm,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001990,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Macroptilium atropurpureum/Macroptilium atropurpureum Leaves/Macroptilium atropurpureum Leaves Dried Ensiled,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Macroptilium atropurpureum/Macroptilium atropurpureum Leaves,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003697,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Mucuna pruriens/Mucuna pruriens Protein/Mucuna pruriens Protein Isolate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Mucuna pruriens/Mucuna pruriens Protein,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006400,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Mucuna pruriens/Mucuna pruriens Protein/Mucuna pruriens Protein Isolate Alkali Treated Boiled Decorticated Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Mucuna pruriens/Mucuna pruriens Protein,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006232,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Mucuna pruriens/Mucuna pruriens Protein/Mucuna pruriens Protein Isolate Alkali Treated Boiled Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Mucuna pruriens/Mucuna pruriens Protein,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006233,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Mucuna pruriens/Mucuna pruriens Protein/Mucuna pruriens Protein Isolate Alkali Treated Dried Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Mucuna pruriens/Mucuna pruriens Protein,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002231,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Tamarind/Tamarind Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Tamarind,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006344,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Trifolium quartinianum/Trifolium quartinianum Dried,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Trifolium quartinianum,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001534,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Amaranthus cruentus/Amaranthus cruentus Leaves/Amaranthus cruentus Leaves Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Amaranthus cruentus/Amaranthus cruentus Leaves,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002169,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Bamboo/Bamboo Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Bamboo,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003879,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Cochlospermum planchonii/Cochlospermum planchonii Rhizomes,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Cochlospermum planchonii,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002190,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Lantana camara/Lantana camara Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Lantana camara,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003683,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Mangifera indica/Mangifera indica Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Mangifera indica,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003553,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Mangifera indica/Mangifera indica Leaves and Twigs,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Mangifera indica,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003905,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Trachyspermum ammi/Trachyspermum ammi Seed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Trachyspermum ammi,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003172,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Food Byproducts/Food Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Food Byproducts,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002191,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Fossil Shell/Fossil Shell Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Fossil Shell,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000772,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Mineral/Salt,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Mineral,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001838,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts/Biscuit Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003829,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts/Bread Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001827,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts/Popcorn Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001831,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts/Vitalite,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006240,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Untreated Organic Waste/Untreated Organic Waste Dried Fermented Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Untreated Organic Waste,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_006239,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Untreated Organic Waste/Untreated Organic Waste Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Untreated Organic Waste,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001903,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Asteraceae,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000752,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Chamomile/Chamomile Flower,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Chamomile,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003997,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Clove Basil Leaves Extract,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003996,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Sweet Basil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_001871,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Urtica dioica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_002200,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Microalgae/Chlorella vulgaris,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Microalgae,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000820,Management/Livestock Management/Feed Characteristic/Feed Process/Biological Process/Enzyme Treatment,Management/Livestock Management/Feed Characteristic/Feed Process/Biological Process,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000830,Management/Livestock Management/Feed Characteristic/Feed Process/Biological Process/Fermentation,Management/Livestock Management/Feed Characteristic/Feed Process/Biological Process,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_004500,Management/Livestock Management/Feed Characteristic/Feed Process/Biological Process/Inoculation,Management/Livestock Management/Feed Characteristic/Feed Process/Biological Process,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003098,Management/Livestock Management/Feed Characteristic/Feed Process/Biological Process/Sprouted,Management/Livestock Management/Feed Characteristic/Feed Process/Biological Process,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000818,Management/Livestock Management/Feed Characteristic/Feed Process/Chemical Process/Acid Treatment,Management/Livestock Management/Feed Characteristic/Feed Process/Chemical Process,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000819,Management/Livestock Management/Feed Characteristic/Feed Process/Chemical Process/Alkali Treatment,Management/Livestock Management/Feed Characteristic/Feed Process/Chemical Process,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_003202,Management/Livestock Management/Feed Characteristic/Feed Process/Chemical Process/Molasses Treatment,Management/Livestock Management/Feed Characteristic/Feed Process/Chemical Process,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000141,Management/Livestock Management/Feed Management/Diet Source/On-farm,Management/Livestock Management/Feed Management/Diet Source,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000142,Management/Livestock Management/Feed Management/Diet Source/Purchased,Management/Livestock Management/Feed Management/Diet Source,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000953,Management/Livestock Management/Grazing Management/Grazing time/per cycle,Management/Livestock Management/Grazing Management/Grazing time,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000952,Management/Livestock Management/Grazing Management/Grazing time/per year,Management/Livestock Management/Grazing Management/Grazing time,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000943,Management/Livestock Management/Group Structure/genetic group structure,Management/Livestock Management/Group Structure,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000941,Management/Livestock Management/Group Structure/rearing stage group structure,Management/Livestock Management/Group Structure,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000942,Management/Livestock Management/Group Structure/sex group structure,Management/Livestock Management/Group Structure,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000173,Management/Livestock Management/Herd Management/Animal Health/Disease Prevention,Management/Livestock Management/Herd Management/Animal Health,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
AOM_000180,Management/Livestock Management/Herd Management/Animal Health/Monitoring,Management/Livestock Management/Herd Management/Animal Health,parent_path_has_no_explicit_concept,review_and_mint_or_map_parent
