concept_id,language,definition,source_column
AOM_001258,en,"A feed material with governed source identity “Common Bean” and characteristics: ingredient part — Leaf, Stem; product role — Crop-residue role.",approved_definition_enrichment
AOM_001259,en,A feed material with governed source identity “lemon essential” and characteristics: ingredient part — Peel.,approved_definition_enrichment
AOM_001261,en,A feed material with governed source identity “wheat remoulage” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001262,en,"A feed material with governed source identity “wheat” and characteristics: ingredient part — Straw; processing method — Drying, Urea treatment.",approved_definition_enrichment
AOM_001263,en,A feed material with governed source identity “cowpea” and characteristics: ingredient part — Leaf.,approved_definition_enrichment
AOM_001265,en,"An AOM feed material with governed operational source identity “Ziziphus mauritiania”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001266,en,A feed material with governed source identity “taro” and characteristics: ingredient part — Leaf.,approved_definition_enrichment
AOM_001267,en,A feed material with governed source identity “sweet potato” and characteristics: ingredient part — Vine.,approved_definition_enrichment
AOM_001268,en,A feed material with governed source identity “sweet potato” and characteristics: ingredient part — Vine; processing method — Wilting.,approved_definition_enrichment
AOM_001270,en,A feed material with governed source identity “fluted pumpkin extract” and characteristics: ingredient part — Leaf.,approved_definition_enrichment
AOM_001271,en,A feed material with governed source identity “soybean” and characteristics: ingredient part — Straw.,approved_definition_enrichment
AOM_001272,en,A feed material with governed source identity “soybean” and characteristics: ingredient part — Shell.,approved_definition_enrichment
AOM_001273,en,An AOM controlled category for “Unspecified Crop Residue” within “Crop Byproduct”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,approved_definition_enrichment
AOM_001274,en,A feed material with governed source identity “unspecified crop” and characteristics: material component — Bran.,approved_definition_enrichment
AOM_001276,en,A feed material with governed source identity “sorghum” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001277,en,A feed material with governed source identity “sesame” and characteristics: ingredient part — Seed.,approved_definition_enrichment
AOM_001278,en,"A crop by-product feed material with governed identity “sheanut”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001279,en,"A feed material with governed source identity “sesame” and characteristics: ingredient part — Seed; processing method — Grinding, Roasting.",approved_definition_enrichment
AOM_001280,en,"A crop by-product feed material with governed identity “rice hull”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001281,en,A feed material with governed source identity “Potato” and characteristics: physical form — Mixture form; product role — By-product role.,approved_definition_enrichment
AOM_001282,en,"An AOM feed material with governed operational source identity “Enset”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001283,en,A feed material with governed source identity “plantain” and characteristics: ingredient part — Peel.,approved_definition_enrichment
AOM_001285,en,A feed material with governed source identity “pea” and characteristics: ingredient part — Straw.,approved_definition_enrichment
AOM_001286,en,A feed material with governed source identity “papaya” and characteristics: ingredient part — Leaf.,approved_definition_enrichment
AOM_001289,en,A feed material with governed source identity “maize” and characteristics: ingredient constituent — Starch constituent.,approved_definition_enrichment
AOM_001290,en,A feed material with governed source identity “millet” and characteristics: material component — Bran.,approved_definition_enrichment
AOM_001291,en,A feed material with governed source identity “millet” and characteristics: ingredient part — Straw.,approved_definition_enrichment
AOM_001292,en,"A crop by-product feed material with governed identity “maize gluten”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001293,en,A feed material with governed source identity “maize gluten” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001294,en,"A crop by-product feed material with governed identity “maize germ”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001295,en,A feed material with governed source identity “maize germ” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001297,en,A feed material with governed source identity “maize” and characteristics: ingredient part — Sheath.,approved_definition_enrichment
AOM_001298,en,A feed material with governed source identity “maize” and characteristics: ingredient part — Leaf.,approved_definition_enrichment
AOM_001299,en,A feed material with governed source identity “maize” and characteristics: ingredient part — Husk.,approved_definition_enrichment
AOM_001300,en,A feed material with governed source identity “arugula” and characteristics: ingredient part — Seed; processing method — Grinding.,approved_definition_enrichment
AOM_001301,en,A feed material with governed source identity “linseed” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001303,en,A feed material with governed source identity “Macadamia” and characteristics: physical form — Cake form.,approved_definition_enrichment
AOM_001304,en,A feed material with governed source identity “noug” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001306,en,A feed material with governed source identity “coconut” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001307,en,A feed material with governed source identity “canola” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001308,en,A feed material with governed source identity “canola” and characteristics: ingredient constituent — Oil constituent.,approved_definition_enrichment
AOM_001309,en,"An AOM feed material with governed operational source identity “Canola”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001311,en,"A crop by-product feed material with governed identity “date”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001312,en,A feed material with governed source identity “cotton” and characteristics: ingredient part — Seed.,approved_definition_enrichment
AOM_001313,en,A feed material with governed source identity “maize” and characteristics: ingredient part — Grain; material integrity — Whole grain.,approved_definition_enrichment
AOM_001314,en,"A crop by-product feed material with governed source identity “pigeon pea”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001316,en,"A crop-product feed material with governed identity “sorghum”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001317,en,A feed material with governed source identity “soybean” and characteristics: ingredient constituent — Fat constituent.,approved_definition_enrichment
AOM_001318,en,A feed material with governed source identity “wheat” and characteristics: ingredient part — Grain.,approved_definition_enrichment
AOM_001319,en,"A crop-product feed material with governed identity “wheat”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001320,en,A feed material with governed source identity “common bean” and characteristics: processing method — Crushing.,approved_definition_enrichment
AOM_001321,en,A feed material with governed source identity “safflower” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001322,en,A feed material with governed source identity “cassava” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001323,en,"A feed material with governed source identity “coffee” and characteristics: processing method — Grinding, Roasting.",approved_definition_enrichment
AOM_001324,en,A feed material with governed source identity “maize” and characteristics: ingredient part — Grain; material integrity — Whole grain; processing method — Grinding.,approved_definition_enrichment
AOM_001326,en,A feed material with governed source identity “crop maize” and characteristics: material component — Whole crop; processing method — Ensiling.,approved_definition_enrichment
AOM_001331,en,A feed material with governed source identity “oat” and characteristics: ingredient part — Grain.,approved_definition_enrichment
AOM_001332,en,A feed material with governed source identity “oat” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001333,en,"An AOM feed material with governed operational source identity “Oil”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001334,en,A feed material with governed source identity “pearl millet” and characteristics: ingredient part — Seed.,approved_definition_enrichment
AOM_001335,en,A feed material with governed source identity “sesame” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001336,en,A feed material with governed source identity “sesame” and characteristics: ingredient part — Seed; processing method — Grinding.,approved_definition_enrichment
AOM_001337,en,A feed material with governed source identity “sunflower” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001338,en,A feed material with governed source identity “sunflower” and characteristics: ingredient part — Seed.,approved_definition_enrichment
AOM_001339,en,A feed material with governed source identity “sorghum” and characteristics: processing method — Ensiling.,approved_definition_enrichment
AOM_001344,en,A feed material with governed source identity “Rosemary” and characteristics: ingredient constituent — Oil constituent.,approved_definition_enrichment
AOM_001345,en,A feed material with governed source identity “rosemary” and characteristics: ingredient part — Leaf.,approved_definition_enrichment
AOM_001346,en,A feed material with governed source identity “wheat” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001347,en,"A feed material with governed source identity “winged bean” and characteristics: processing method — Autoclaving, Grinding.",approved_definition_enrichment
AOM_001348,en,"A feed material with governed source identity “winged bean” and characteristics: processing method — Grinding, Roasting.",approved_definition_enrichment
AOM_001351,en,"A crop-product feed material with governed identity “blue lupin”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001354,en,"A crop-product feed material with governed source identity “turmeric”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001355,en,A feed material with governed source identity “oat” and characteristics: processing method — Ensiling.,approved_definition_enrichment
AOM_001357,en,A feed material with governed source identity “black cumin” and characteristics: ingredient part — Seed.,approved_definition_enrichment
AOM_001358,en,A feed material with governed source identity “black cumin” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001359,en,A feed material with governed source identity “Onion” and characteristics: ingredient part — Bulb.,approved_definition_enrichment
AOM_001360,en,"A crop-product feed material with governed source identity “scarlet eggplant”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001361,en,A feed material with governed source identity “soybean flakes” and characteristics: processing method — Defatting.,approved_definition_enrichment
AOM_001362,en,"A feed material with governed source identity “soybean flakes” and characteristics: processing method — Defatting, Extrusion.",approved_definition_enrichment
AOM_001364,en,A feed material with governed source identity “soybean full fat” and characteristics: processing method — Roasting.,approved_definition_enrichment
AOM_001365,en,"A crop-product feed material with governed identity “sorghum sprout”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001366,en,A feed material with governed source identity “guar gum” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001367,en,"A feed-supplement ingredient with governed workbook identity “Ammonium Chloride”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001368,en,"A feed-supplement ingredient with governed workbook identity “Ammonium Sulphate”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001369,en,"A feed-supplement ingredient with governed workbook identity “Calcium Bicarbonate”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001370,en,"A feed-supplement ingredient with governed workbook identity “Calcium Carbonate”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001371,en,"A feed-supplement ingredient with governed workbook identity “Calcium Oxide”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001372,en,"A feed-supplement ingredient with governed workbook identity “Calcium Phosphate”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001373,en,A feed material with governed source identity “cellulose” and characteristics: product role — Binder role.,approved_definition_enrichment
AOM_001374,en,"A feed ingredient with governed workbook identity “Gelatin”, classified within “Binder”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001376,en,"A feed-supplement ingredient with governed workbook identity “Dexapanthenol”, classified within “Vitamin”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001378,en,"A feed-supplement ingredient with governed workbook identity “Magnesium Oxide”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001379,en,"A forage-plant feed material with governed source identity “andropogon”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001380,en,"An AOM feed material with governed operational source identity “Andropogon gayanus”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001381,en,A feed material with governed source identity “andropogon gayanus” and characteristics: processing method — Ensiling.,approved_definition_enrichment
AOM_001382,en,"An AOM feed material with governed operational source identity “Andropogon abyssinica”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001385,en,"A forage-plant feed material with governed identity “brachiaria brizantha”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001386,en,A feed material with governed source identity “hordeum vulgare” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_001388,en,"A forage-plant feed material with governed identity “digitaria abyssinica”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001389,en,"An AOM feed material with governed operational source identity “Digitaria decumbens”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001390,en,"A forage-plant feed material with governed source identity “digitaria nodosa”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001391,en,"A forage-plant feed material with governed source identity “digitaria smutsii”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001392,en,"A forage-plant feed material with governed source identity “digitaria ternota”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001393,en,"A forage-plant feed material with governed identity “eragrostis curvula”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001395,en,"A forage-plant feed material with governed source identity “bracharia”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001396,en,A feed material with governed source identity “bracharia” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_001397,en,"An AOM feed material with governed operational source identity “Bracharia decumbens”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001398,en,"A forage-plant feed material with governed identity “brachiaria ruziziensis”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001399,en,"A forage-plant feed material with governed source identity “brachiaria serrata”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001400,en,A feed material with governed source identity “cenchrus ciliaris” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_001401,en,"A forage-plant feed material with governed source identity “chloris”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001404,en,A feed material with governed source identity “hyparrhenia” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_001405,en,"A forage-plant feed material with governed identity “hyparrhenia rufa”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001407,en,"An AOM feed material with governed operational source identity “Panicum maximum”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001408,en,A feed material with governed source identity “panicum maximum” and characteristics: ingredient part — Straw.,approved_definition_enrichment
AOM_001409,en,"A forage-plant feed material with governed identity “pennisetum clandestinum”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001410,en,A feed material with governed source identity “pennisetum clandestinum” and characteristics: processing method — Ensiling.,approved_definition_enrichment
AOM_001411,en,A feed material with governed source identity “pennisetum clandestinum” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_001412,en,"A forage-plant feed material with governed source identity “pennisetum mezianum”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001413,en,"A forage-plant feed material with governed identity “pennisetum pedicellatum”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001415,en,"A feed-supplement ingredient with governed workbook identity “Mineral Mix”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001417,en,"A feed-supplement ingredient with governed workbook identity “Zinc Manganese”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001418,en,"A feed-supplement ingredient with governed workbook identity “Zinc Oxide”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001419,en,A feed material with governed source identity “saccharomyces cerevisiae” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_001420,en,"A probiotic feed material with governed source identity “saccharomyces cerevisiae”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001421,en,A feed material with governed source identity “Saccharomyces cerevisiae” and characteristics: physical form — Slurry form.,approved_definition_enrichment
AOM_001422,en,"A probiotic feed ingredient with governed workbook identity “Spent Yeast”, classified within “Probiotic”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001423,en,"A feed ingredient with governed workbook identity “Bentonite”, classified within “Binder”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001427,en,"A feed-supplement ingredient with governed workbook identity “Potassium Carbonate”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001428,en,"A feed-supplement ingredient with governed workbook identity “Minerals and Salt”, classified within “Mixture”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001431,en,"A feed-supplement ingredient with governed workbook identity “Minerals and Urea Mix”, classified within “Mixture”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001434,en,"A crop by-product feed material with governed identity “hominy”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001435,en,"A crop-product feed material with governed identity “mango”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001436,en,A feed material with governed source identity “tomato skin” and characteristics: ingredient part — Seed.,approved_definition_enrichment
AOM_001439,en,A feed material with governed source identity “beetroot” and characteristics: product role — Discard role.,approved_definition_enrichment
AOM_001440,en,A feed material with governed source identity “sesame” and characteristics: ingredient part — Seed.,approved_definition_enrichment
AOM_001441,en,"A forage-plant feed material with governed source identity “pennisetum petiolar”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001443,en,"A forage-plant feed material with governed source identity “pennisetum”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001444,en,"A forage-plant feed material with governed source identity “pennisetum villosum”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001445,en,"A forage-plant feed material with governed identity “phalaris aquatica”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001446,en,"An AOM feed material with governed operational source identity “Sorghum sudanense”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001448,en,"A forage-plant feed material with governed source identity “sporobolus natalensis”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001449,en,"A forage-plant feed material with governed source identity “sporobolus panicoides”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001450,en,"A forage-plant feed material with governed identity “themeda triandra”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001452,en,"A forage-plant feed material with governed identity “triticale”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001453,en,"A forage-plant feed material with governed identity “urochloa mosambicensis”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001454,en,A feed material with governed source identity “urochloa mosambicensis” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_001455,en,"An AOM feed material with governed operational source identity “Triticum”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001456,en,"A forage-plant feed material with governed source identity “aristida”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001457,en,"A forage-plant feed material with governed identity “aristida adscensionis”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001458,en,"A forage-plant feed material with governed identity “bothriochloa”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001459,en,A feed material with governed source identity “bothriochloa” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_001460,en,"A forage-plant feed material with governed identity “bothriochloa insculpta”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001461,en,"A forage-plant feed material with governed source identity “cynodon”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001462,en,"An AOM feed material with governed operational source identity “Cynadon dactylon”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001464,en,"A forage-plant feed material with governed source identity “cynadon plectostachyus”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001465,en,"An AOM feed material with governed operational source identity “Cynodon nlemfuensis”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001466,en,"A forage-plant feed material with governed source identity “diheteropogon amplectens”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001467,en,"A forage-plant feed material with governed source identity “eleusine floccifolia”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001468,en,"A forage-plant feed material with governed source identity “eragrostis capensis”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001469,en,"A forage-plant feed material with governed source identity “eragrostis papposa”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001470,en,"A forage-plant feed material with governed source identity “eragrostis rigidior”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001471,en,"A forage-plant feed material with governed source identity “harpachne schimperi”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001472,en,"A forage-plant feed material with governed identity “heteropogon contortus”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001473,en,"A forage-plant feed material with governed identity “hyparrhenia filipendula”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001474,en,"A forage-plant feed material with governed identity “hyperthelia dissoluta”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001475,en,"An AOM feed material with governed operational source identity “Lolium”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001476,en,"An AOM feed material with governed operational source identity “Lolium multiflorum”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001477,en,"A forage-plant feed material with governed source identity “loudetia simplex”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001478,en,"A forage-plant feed material with governed source identity “loudetia togoensis”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001479,en,"An AOM feed material with governed operational source identity “Megathyrsus maximus”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001481,en,"A forage-plant feed material with governed identity “melinis repens”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_001482,en,A feed material with governed source identity “sugar beet” and characteristics: physical form — Liquid form; processing method — Sugar processing; product role — By-product role.,approved_definition_enrichment
AOM_001483,en,A feed material with governed source identity “sugar beet” and characteristics: feed product type — Processing pulp.,approved_definition_enrichment
AOM_001486,en,A feed material with governed source identity “Lignobond” and characteristics: product role — Binder role.,approved_definition_enrichment
AOM_001487,en,"A feed-supplement ingredient with governed workbook identity “Sodium Sulfate”, classified within “Mineral”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001490,en,"A feed ingredient with governed workbook identity “Trimethyl Cellulose”, classified within “Binder”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001491,en,An AOM controlled category for “Preformulated Feed” within “Feed Ingredient”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,approved_definition_enrichment
AOM_001492,en,"A preformulated feed with governed workbook identity “Protein-Mineral Concentrate”, classified within “Concentrate”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001493,en,"A preformulated feed with governed workbook identity “Growers Concentrate”, classified within “Concentrate”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001494,en,"A preformulated feed with governed workbook identity “Finisher Diet”, classified within “Preformulated Feed”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001495,en,"A preformulated feed with governed workbook identity “Growers Diet”, classified within “Preformulated Feed”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001496,en,"A preformulated feed with governed workbook identity “Starter Diet”, classified within “Preformulated Feed”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001497,en,"An AOM feed material with governed operational source identity “Megalac”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_001498,en,A feed material with governed source identity “sheep” and characteristics: feed product type — Compound feed.,approved_definition_enrichment
