subject_id,preferred_label,target_scheme,target_id,target_uri,original_value,mapping_relation,decision,publish,status,definition_evidence_grade,reviewer,review_date,evidence,rationale
AOM_001166,Opuntia ficus indica,ncbi-taxonomy,NCBITaxon_371859,http://purl.obolibrary.org/obo/NCBITaxon_371859,http://purl.obolibrary.org/obo/NCBITaxon_371859,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_371859,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001166,Opuntia ficus indica,world-flora-online,wfo-0000385761,,wfo-0000385761,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000385761,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001190,Noug,cpc-component,2191,,2191,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,2191,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001190,Noug,feedipedia,12373,https://www.feedipedia.org/node/12373,https://www.feedipedia.org/node/12373,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12373,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001190,Noug,ncbi-taxonomy,NCBITaxon_4146,http://purl.obolibrary.org/obo/NCBITaxon_4146,http://purl.obolibrary.org/obo/NCBITaxon_4146,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_4146,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001190,Noug,world-flora-online,wfo-0000095153,,wfo-0000095153,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000095153,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001193,Groundnut Oil,agrovoc,c_35679,http://aims.fao.org/aos/agrovoc/c_35679,http://aims.fao.org/aos/agrovoc/c_35679,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_35679,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001193,Groundnut Oil,cpc-product,2162,,2162,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,2162,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001193,Groundnut Oil,ncbi-taxonomy,NCBITaxon_3818,http://purl.obolibrary.org/obo/NCBITaxon_3818,http://purl.obolibrary.org/obo/NCBITaxon_3818,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_3818,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001193,Groundnut Oil,world-flora-online,wfo-0000174378,,wfo-0000174378,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000174378,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001208,Centrosema pubescens,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001208,Centrosema pubescens,feedipedia,11544,https://www.feedipedia.org/node/11544,https://www.feedipedia.org/node/11544,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11544,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001208,Centrosema pubescens,ncbi-taxonomy,NCBITaxon_185703,http://purl.obolibrary.org/obo/NCBITaxon_185703,http://purl.obolibrary.org/obo/NCBITaxon_185703,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_185703,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001208,Centrosema pubescens,world-flora-online,wfo-0000179155,,wfo-0000179155,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000179155,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001216,Indigofera indica,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001216,Indigofera indica,feedipedia,12179,https://www.feedipedia.org/node/12179,https://www.feedipedia.org/node/12179,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12179,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001216,Indigofera indica,world-flora-online,wfo-0000206278,,wfo-0000206278,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000206278,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001254,Groundnut Cake,agrovoc,c_35679,http://aims.fao.org/aos/agrovoc/c_35679,http://aims.fao.org/aos/agrovoc/c_35679,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_35679,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001254,Groundnut Cake,cpc-component,2191,,2191,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,2191,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001254,Groundnut Cake,cpc-product,0142,,0142,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,0142,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001254,Groundnut Cake,ncbi-taxonomy,NCBITaxon_3818,http://purl.obolibrary.org/obo/NCBITaxon_3818,http://purl.obolibrary.org/obo/NCBITaxon_3818,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_3818,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001254,Groundnut Cake,world-flora-online,wfo-0000174378,,wfo-0000174378,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000174378,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001265,Ziziphus mauritiania,feedipedia,12199,https://www.feedipedia.org/node/12199,https://www.feedipedia.org/node/12199,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12199,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001265,Ziziphus mauritiania,ncbi-taxonomy,NCBITaxon_157914,http://purl.obolibrary.org/obo/NCBITaxon_157914,http://purl.obolibrary.org/obo/NCBITaxon_157914,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_157914,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001265,Ziziphus mauritiania,world-flora-online,wfo-0000430322,,wfo-0000430322,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000430322,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001282,Enset,feedipedia,22889,https://www.feedipedia.org/node/22889,https://www.feedipedia.org/node/22889,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/22889,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001282,Enset,ncbi-taxonomy,NCBITaxon_4639,http://purl.obolibrary.org/obo/NCBITaxon_4639,http://purl.obolibrary.org/obo/NCBITaxon_4639,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_4639,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001282,Enset,world-flora-online,wfo-0000407924,,wfo-0000407924,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000407924,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001297,Maize Sheath,agrovoc,c_a40b4471,http://aims.fao.org/aos/agrovoc/c_a40b4471,http://aims.fao.org/aos/agrovoc/c_a40b4471,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_a40b4471,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001297,Maize Sheath,cpc-product,0112,,0112,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,0112,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001297,Maize Sheath,ncbi-taxonomy,NCBITaxon_4577,http://purl.obolibrary.org/obo/NCBITaxon_4577,http://purl.obolibrary.org/obo/NCBITaxon_4577,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_4577,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001297,Maize Sheath,world-flora-online,wfo-0000907754,,wfo-0000907754,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000907754,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001308,Canola Oil,agrovoc,c_5514,http://aims.fao.org/aos/agrovoc/c_5514,http://aims.fao.org/aos/agrovoc/c_5514,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_5514,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001308,Canola Oil,ncbi-taxonomy,NCBITaxon_4710,http://purl.obolibrary.org/obo/NCBITaxon_4710,http://purl.obolibrary.org/obo/NCBITaxon_4710,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_4710,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001308,Canola Oil,world-flora-online,wfo-0000571271,,wfo-0000571271,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000571271,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001309,Canola,agrovoc,c_5514,http://aims.fao.org/aos/agrovoc/c_5514,http://aims.fao.org/aos/agrovoc/c_5514,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_5514,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001309,Canola,ncbi-taxonomy,NCBITaxon_4710,http://purl.obolibrary.org/obo/NCBITaxon_4710,http://purl.obolibrary.org/obo/NCBITaxon_4710,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_4710,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001309,Canola,world-flora-online,wfo-0000571271,,wfo-0000571271,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000571271,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001317,Soybean Full Fat,agrovoc,c_14477,http://aims.fao.org/aos/agrovoc/c_14477,http://aims.fao.org/aos/agrovoc/c_14477,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_14477,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001317,Soybean Full Fat,cpc-product,0141,,0141,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,0141,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001317,Soybean Full Fat,feedipedia,12625,https://www.feedipedia.org/node/12625,https://www.feedipedia.org/node/12625,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12625,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001317,Soybean Full Fat,ncbi-taxonomy,NCBITaxon_3847,http://purl.obolibrary.org/obo/NCBITaxon_3847,http://purl.obolibrary.org/obo/NCBITaxon_3847,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_3847,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001317,Soybean Full Fat,world-flora-online,wfo-0000181462,,wfo-0000181462,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000181462,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001333,Oil,agrovoc,c_36344,http://aims.fao.org/aos/agrovoc/c_36344,http://aims.fao.org/aos/agrovoc/c_36344,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_36344,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001333,Oil,ncbi-taxonomy,NCBITaxon_4710,http://purl.obolibrary.org/obo/NCBITaxon_4710,http://purl.obolibrary.org/obo/NCBITaxon_4710,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_4710,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001334,Pearl Millet,agrovoc,c_4838,http://aims.fao.org/aos/agrovoc/c_4838,http://aims.fao.org/aos/agrovoc/c_4838,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_4838,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001334,Pearl Millet,feedipedia,11688,https://www.feedipedia.org/node/11688,https://www.feedipedia.org/node/11688,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11688,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001334,Pearl Millet,ncbi-taxonomy,NCBITaxon_4543,http://purl.obolibrary.org/obo/NCBITaxon_4543,http://purl.obolibrary.org/obo/NCBITaxon_4543,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_4543,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001334,Pearl Millet,world-flora-online,wfo-0000888897,,wfo-0000888897,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000888897,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001373,Cellulose,feedipedia,12423,https://www.feedipedia.org/node/12423,https://www.feedipedia.org/node/12423,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12423,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001380,Andropogon gayanus,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001380,Andropogon gayanus,feedipedia,12114,https://www.feedipedia.org/node/12114,https://www.feedipedia.org/node/12114,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12114,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001380,Andropogon gayanus,ncbi-taxonomy,NCBITaxon_1092577,http://purl.obolibrary.org/obo/NCBITaxon_1092577,http://purl.obolibrary.org/obo/NCBITaxon_1092577,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_1092577,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001380,Andropogon gayanus,world-flora-online,wfo-0000846619,,wfo-0000846619,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000846619,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001383,Andropogon guianensis,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001383,Andropogon guianensis,feedipedia,12114,https://www.feedipedia.org/node/12114,https://www.feedipedia.org/node/12114,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12114,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001383,Andropogon guianensis,ncbi-taxonomy,NCBITaxon_15314,http://purl.obolibrary.org/obo/NCBITaxon_15314,http://purl.obolibrary.org/obo/NCBITaxon_15314,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_15314,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001383,Andropogon guianensis,world-flora-online,wfo-0000846700,,wfo-0000846700,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000846700,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001389,Digitaria decumbens,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001389,Digitaria decumbens,feedipedia,12597,https://www.feedipedia.org/node/12597,https://www.feedipedia.org/node/12597,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12597,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001389,Digitaria decumbens,ncbi-taxonomy,NCBITaxon_66017,http://purl.obolibrary.org/obo/NCBITaxon_66017,http://purl.obolibrary.org/obo/NCBITaxon_66017,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_66017,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001389,Digitaria decumbens,world-flora-online,wfo-0000863870,,wfo-0000863870,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000863870,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001397,Bracharia decumbens,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001397,Bracharia decumbens,feedipedia,12597,https://www.feedipedia.org/node/12597,https://www.feedipedia.org/node/12597,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12597,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001397,Bracharia decumbens,ncbi-taxonomy,NCBITaxon_240448,http://purl.obolibrary.org/obo/NCBITaxon_240448,http://purl.obolibrary.org/obo/NCBITaxon_240448,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_240448,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001397,Bracharia decumbens,world-flora-online,wfo-0000854081,,wfo-0000854081,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000854081,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001407,Panicum maximum,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001407,Panicum maximum,feedipedia,11522,https://www.feedipedia.org/node/11522,https://www.feedipedia.org/node/11522,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11522,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001407,Panicum maximum,ncbi-taxonomy,NCBITaxon_59788,http://purl.obolibrary.org/obo/NCBITaxon_59788,http://purl.obolibrary.org/obo/NCBITaxon_59788,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_59788,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001407,Panicum maximum,world-flora-online,wfo-0000885123,,wfo-0000885123,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000885123,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001439,Beetroot Discards,agrovoc,c_27459,http://aims.fao.org/aos/agrovoc/c_27459,http://aims.fao.org/aos/agrovoc/c_27459,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_27459,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001439,Beetroot Discards,ncbi-taxonomy,NCBITaxon_161934,http://purl.obolibrary.org/obo/NCBITaxon_161934,http://purl.obolibrary.org/obo/NCBITaxon_161934,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_161934,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001439,Beetroot Discards,world-flora-online,wfo-0000564998,,wfo-0000564998,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000564998,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001446,Sorghum sudanense,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001446,Sorghum sudanense,feedipedia,11534,https://www.feedipedia.org/node/11534,https://www.feedipedia.org/node/11534,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11534,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001446,Sorghum sudanense,ncbi-taxonomy,NCBITaxon_171959,http://purl.obolibrary.org/obo/NCBITaxon_171959,http://purl.obolibrary.org/obo/NCBITaxon_171959,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_171959,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001446,Sorghum sudanense,world-flora-online,wfo-0000900614,,wfo-0000900614,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000900614,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001455,Triticum,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001455,Triticum,feedipedia,12761,https://www.feedipedia.org/node/12761,https://www.feedipedia.org/node/12761,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12761,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001455,Triticum,ncbi-taxonomy,NCBITaxon_4564,http://purl.obolibrary.org/obo/NCBITaxon_4564,http://purl.obolibrary.org/obo/NCBITaxon_4564,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_4564,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001455,Triticum,world-flora-online,wfo-4000039397,,wfo-4000039397,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-4000039397,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001462,Cynadon dactylon,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001462,Cynadon dactylon,feedipedia,11847,https://www.feedipedia.org/node/11847,https://www.feedipedia.org/node/11847,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11847,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001462,Cynadon dactylon,world-flora-online,wfo-0000861178,,wfo-0000861178,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000861178,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001465,Cynodon nlemfuensis,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
