concept_id,preferred_label,v29_action,v29_evidence_state,implementation_status,semantic_class,target_parent_id,decision_record,method_record,reviewer,review_date,rationale
AOM_001773,Trace-elements Mix,move,model-supported,implemented,aom:FeedFormulation,AOM_101140,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Blocks, licks, and mixes are multi-component formulations."
AOM_001824,Wood Charcoal,move-or-hold,requires-use-and-safety-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Wood charcoal needs source, processing, and intended-feed-use evidence."
AOM_001825,Olaquindox,hold-and-research,requires-current-regulatory-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Olaquindox classification and permitted use are jurisdiction- and date-sensitive.
AOM_001826,ChemBind,reparent-and-link-role,requires-item-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001827,Popcorn Waste,move,authority-supported,implemented,aom:FeedMaterial,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001829,Biscuit Waste Ground,move,authority-supported,implemented,aom:FeedMaterial,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001830,Biscuit Waste Dried Ground,move,authority-supported,implemented,aom:FeedMaterial,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001831,Vitalite,hold-and-identity-review,requires-product-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Vitalite lacks evidence that it is a processed food by-product.
AOM_001832,Starch feed material,rename-and-move,catalogue-supported,implemented,aom:FeedMaterial,AOM_100850,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Generic Starch must be disambiguated from chemical-constituent use.
AOM_001834,Vitamin D3,move-or-hold,requires-substance-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Specific vitamin identity supports additive review; product formulation must remain explicit.
AOM_001838,Biscuit Waste,move,authority-supported,implemented,aom:FeedMaterial,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_001839,Vitamin AD3E,move,model-supported,implemented,aom:FeedFormulation,AOM_101141,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Vitamin mixtures are multi-component preparations, not single material substances."
AOM_001865,Free Gossypol,move,model-supported,implemented-structural,,AOM_101147,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Free gossypol is a constituent measurement target, not a feed ingredient."
AOM_001866,Glycerol,move,catalogue-supported,implemented,aom:FeedMaterial,AOM_100850,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Glycerol/glycerine is represented in EU feed-material catalogue.
AOM_001867,Sand,hold-and-research,requires-use-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Sand label alone does not establish intended feed use.
AOM_001868,Toxynil,hold-and-research,requires-product-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Toxynil identity and function require stable manufacturer evidence.
AOM_001869,Waste Activated Sludge,hold-and-research,requires-safety-and-regulatory-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Activated sludge cannot be normalized as feed material from label alone.
AOM_001870,Prime Gluten 60,reparent,requires-product-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Material identity must not be inferred from Protein constituent parent alone.
AOM_001872,Alkali,hold-and-research,requires-product-evidence,hold,aom:Feed,AOM_000779,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Current Mineral parent cannot establish material, additive, formulation, or constituent role."
AOM_001916,Crop Byproduct,retain-pending-later-review,outside-current-defect,outside-scope,aom:FeedMaterial,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Included to prove complete direct-branch coverage; no new defect asserted in this review.
AOM_001917,Unspecified Filler,move,model-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Unspecified filler is a role with unknown bearer, not a material identity."
AOM_001921,Vitalyte,hold-and-identity-review,requires-product-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Vitalyte and Vitalite require product and spelling identity review.
AOM_001922,Water,move,model-supported,implemented,aom:FeedMaterial,AOM_100850,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Water is a material, not an Other Ingredient residue class."
AOM_001994,Carboxymethyl Cellulose Dried Ground Heated,reparent-and-link-role,requires-item-evidence,hold,aom:Feed,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_001997,Toxynil Ground,hold-and-research,requires-product-evidence,hold,aom:Feed,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Toxynil identity and function require stable manufacturer evidence.
AOM_002070,Cellulose Ground,reparent-and-link-role,requires-item-evidence,hold,aom:Feed,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_002071,Cellulose Dried Ground Heated,reparent-and-link-role,requires-item-evidence,hold,aom:Feed,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_002072,Chromium Oxide Ground,reparent-and-link-role,model-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Ground form remains separate presentation/process evidence; marker function is a role.
AOM_002074,Dicalcium Phosphate Ground,move,catalogue-supported,implemented,aom:FeedMaterial,AOM_101139,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_002091,Cassava Binder,reparent-and-link-role,requires-item-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Binder function must be an explicit role; bearer classification requires substance/product evidence.
AOM_002191,Fossil Shell Ground,move,catalogue-supported,implemented,aom:FeedMaterial,AOM_101139,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Ground fossil shell belongs with mineral feed materials if identity is confirmed.
AOM_002200,Chlorella vulgaris,reparent,ontology-supported,implemented,aom:FeedMaterial,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Chlorella vulgaris should be represented by material plus source taxon.
AOM_003076,Probiotic,move,authority-supported,implemented-structural,,AOM_101137,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Probiotic identity depends on microbial preparation and intended additive use.
AOM_003084,Phosphate Salt Lick,move,model-supported,implemented,aom:FeedFormulation,AOM_101140,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Blocks, licks, and mixes are multi-component formulations."
AOM_003097,Decortication,retain-with-reviewed-parent,process-definition-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_003100,Grazing,move,model-supported,implemented-structural,,AOM_100853,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Grazing is an animal-management process, not a material entity."
AOM_003172,Food Waste,move,requires-safety-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Food waste needs explicit source and product-role modelling.
AOM_003201,Urea Block Salt Lick,move,model-supported,implemented,aom:FeedFormulation,AOM_101140,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Blocks, licks, and mixes are multi-component formulations."
AOM_003203,Wood Ash,move-or-hold,requires-composition-and-safety-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Wood ash needs composition and feed-use evidence.
AOM_003577,Commercial Protein Supplement,move,authority-supported,implemented,aom:FeedFormulation,AOM_001491,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Commercial protein supplement denotes a formulated complementary feed.
AOM_003747,Axtra XAP,move,authority-supported,implemented,aom:FeedAdditive,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_003749,Natuzyme,move,authority-supported,implemented,aom:FeedAdditive,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_003760,Lime Slaked,move,catalogue-supported,implemented,aom:FeedMaterial,AOM_101139,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_003829,Bread Waste,move,authority-supported,implemented,aom:FeedMaterial,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_003878,L-Tryptophan,move,authority-supported,implemented,aom:FeedAdditive,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"EU feed-additive categories place amino acids, salts, and analogues under nutritional additives."
AOM_003889,Bole Soil,hold-and-research,requires-product-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Bole Soil needs source, composition, safety, and intended-use evidence."
AOM_003994,Poly-enzyme,move,authority-supported,implemented,aom:FeedAdditive,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_004433,Coccidiostats and histomonostats,move-and-rename,authority-supported,implemented-structural,,AOM_101135,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Coccidiostats are a distinct feed-additive category, not generic supplements."
AOM_006101,Food Waste Dried,move,requires-safety-evidence,hold,aom:Feed,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Food waste needs explicit source and product-role modelling.
AOM_006114,Phytase Ground,move,authority-supported,implemented,aom:FeedAdditive,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_006124,Calcium Carbonate Ground,move,catalogue-supported,implemented,aom:FeedMaterial,AOM_101139,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_006125,Magnesium Sulfate,move,catalogue-supported,implemented,aom:FeedMaterial,AOM_101139,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_006154,Prime Gluten 60 Ground,reparent,requires-product-evidence,hold,aom:Feed,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Material identity must not be inferred from Protein constituent parent alone.
AOM_006179,Wood Ash Ground,move-or-hold,requires-composition-and-safety-evidence,hold,aom:Feed,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Wood ash needs composition and feed-use evidence.
AOM_006239,Untreated Organic Waste Ground,move-or-hold,requires-safety-evidence,hold,aom:Feed,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Waste identity and regulatory acceptability require explicit evidence; Other Ingredients adds no meaning.
AOM_006240,Untreated Organic Waste Dried Fermented Ground,move-or-hold,requires-safety-evidence,hold,aom:Feed,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Waste identity and regulatory acceptability require explicit evidence; Other Ingredients adds no meaning.
AOM_006241,Unspecified Yeast,move,model-supported,implemented,aom:FeedMaterial,AOM_100850,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Unspecified yeast is a material with unresolved taxon, not an Other Ingredient class."
AOM_006331,Agrivate,hold-and-research,requires-product-evidence,hold,aom:Feed,AOM_000779,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Current Mineral parent cannot establish material, additive, formulation, or constituent role."
AOM_006334,Rumen-protected fat feed materials,move-and-rename,product-evidence-supported,implemented-structural,,AOM_100850,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Rumen-protected fat is a feed-material product class; protection method and composition require explicit assertions.
AOM_006339,Anti fungi,move,authority-supported,implemented-structural,,AOM_101138,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Antifungal function does not identify one material and needs product-specific classification.
AOM_006349,Pleurotus ostreatus,move,model-supported,implemented,aom:FeedMaterial,AOM_100850,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Pleurotus ostreatus should be classified by biological source.
AOM_006364,Bread Waste Dried,move,authority-supported,implemented,aom:FeedMaterial,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_006389,Organic Acid,move,authority-supported,implemented-structural,,AOM_101147,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Organic acid is a chemical class; feed-additive status depends on use and authorization.
AOM_100921,Crop product,retain-pending-later-review,outside-current-defect,outside-scope,aom:FeedMaterial,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Included to prove complete direct-branch coverage; no new defect asserted in this review.
AOM_100976,Animal by-products,retain-pending-later-review,outside-current-defect,outside-scope,aom:FeedMaterial,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Included to prove complete direct-branch coverage; no new defect asserted in this review.
AOM_100987,Processed food by-products,move,authority-supported,implemented-structural,,AOM_100850,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_100988,Untreated organic-waste feed classification holds,move-or-hold,requires-safety-evidence,hold,aom:Feed,AOM_101142,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Waste identity and regulatory acceptability require explicit evidence; Other Ingredients adds no meaning.
AOM_100989,Microalgal feed materials,rename-and-move,model-supported,implemented-structural,,AOM_100850,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Microalgal biomass remains a source-based feed material regardless of supplemental use.
AOM_101019,Anatomical components,rename-and-reparent,ontology-supported,implemented-structural,,AOM_101085,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,FoodOn separates organism anatomy from manufactured fractions while relating both as product facets.
AOM_101024,Bulb,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101025,Cladode,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101026,Cob,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101027,Corm,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101028,Fruit,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101029,Germ,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101030,Hull,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101031,Husk,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101032,Kernel,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101033,Leaf,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101034,Peel,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101035,Pod,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101036,Pseudostem,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101037,Root,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101038,Seed,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101039,Sheath,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101040,Shell component,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101041,Sprout,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101042,Stalk,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101043,Tuber,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101044,Viscera,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101045,Twig,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101046,Bark,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101047,Stem,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101048,Plant top,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101068,Brewhouse processing,retire-from-feed-processes,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Brewhouse operations are not intentionally applied to feed material; by-products are outputs of brewing stages.
AOM_101069,Defatting,retain-with-reviewed-parent,process-definition-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101070,Pressing,retain-with-reviewed-parent,process-definition-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101072,Extraction,retain-with-reviewed-parent,process-definition-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101073,Threshing,retain-with-reviewed-parent,process-definition-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101074,Grain,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101085,Feed material components,retain-and-restructure,ontology-supported,implemented-structural,,AOM_000328,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,One component root should contain explicit anatomical-component and processed-fraction subbranches; Whole crop belongs elsewhere.
AOM_101086,Whole-crop composition,move-and-rename,model-supported,implemented-structural,,AOM_101115,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Whole crop describes retained harvested scope, not one component part."
AOM_101103,Blood component,move,ontology-supported,implemented-structural,,AOM_101145,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Blood is a body substance rather than a connected anatomical structure.
AOM_101104,Bran,move,ontology-supported,implemented-structural,,AOM_101144,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Bran may denote cereal outer tissues but feed bran is commonly a milling fraction; it is not a simple universal anatomy value.
AOM_101105,Stover,move,model-supported,implemented-structural,,AOM_101154,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Stover is a composite post-harvest residue, not one anatomical structure."
