concept_id,preferred_label,feedipedia_url,retrieved_on,http_status,final_url,page_title,page_heading,page_kind,shared_mapping_count,warning_detected,lexical_relation,evidence_disposition,retrieval_error,rationale
AOM_001385,Brachiaria brizantha,https://www.feedipedia.org/node/11884,2026-08-06,200,https://www.feedipedia.org/node/11884,"Bread grass (Brachiaria brizantha), aerial part, fresh | Feedipedia","Bread grass (Brachiaria brizantha), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001388,Digitaria abyssinica,https://www.feedipedia.org/node/11725,2026-08-06,200,https://www.feedipedia.org/node/11725,"African couch grass (Digitaria abyssinica), aerial part, fresh | Feedipedia","African couch grass (Digitaria abyssinica), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001389,Digitaria decumbens,https://www.feedipedia.org/node/12597,2026-08-06,200,https://www.feedipedia.org/node/12597,"Signal grass (Brachiaria decumbens), aerial part, fresh | Feedipedia","Signal grass (Brachiaria decumbens), aerial part, fresh",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001393,Eragrostis curvula,https://www.feedipedia.org/node/12746,2026-08-06,200,https://www.feedipedia.org/node/12746,"Weeping love grass (Eragrostis curvula), aerial part, fresh | Feedipedia","Weeping love grass (Eragrostis curvula), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001397,Bracharia decumbens,https://www.feedipedia.org/node/12597,2026-08-06,200,https://www.feedipedia.org/node/12597,"Signal grass (Brachiaria decumbens), aerial part, fresh | Feedipedia","Signal grass (Brachiaria decumbens), aerial part, fresh",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001398,Brachiaria ruziziensis,https://www.feedipedia.org/node/12015,2026-08-06,200,https://www.feedipedia.org/node/12015,"Congo grass (Brachiaria ruziziensis), aerial part, fresh | Feedipedia","Congo grass (Brachiaria ruziziensis), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001405,Hyparrhenia rufa,https://www.feedipedia.org/node/12210,2026-08-06,200,https://www.feedipedia.org/node/12210,"Jaragua (Hyparrhenia rufa), aerial part, fresh | Feedipedia","Jaragua (Hyparrhenia rufa), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001407,Panicum maximum,https://www.feedipedia.org/node/11522,2026-08-06,200,https://www.feedipedia.org/node/11522,"Guinea grass, hay | Feedipedia","Guinea grass, hay",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001409,Pennisetum clandestinum,https://www.feedipedia.org/node/12233,2026-08-06,200,https://www.feedipedia.org/node/12233,"Kikuyu (Pennisetum clandestinum), hay | Feedipedia","Kikuyu (Pennisetum clandestinum), hay",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001413,Pennisetum pedicellatum,https://www.feedipedia.org/node/12377,2026-08-06,200,https://www.feedipedia.org/node/12377,"Nigeria grass (Pennisetum pedicellatum), aerial part, fresh | Feedipedia","Nigeria grass (Pennisetum pedicellatum), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001434,Hominy,https://www.feedipedia.org/node/12290,2026-08-06,200,https://www.feedipedia.org/node/12290,Hominy feed | Feedipedia,Hominy feed,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001435,Mango,https://www.feedipedia.org/node/12304,2026-08-06,200,https://www.feedipedia.org/node/12304,"Mango (Mangifera indica) fruits, fresh | Feedipedia","Mango (Mangifera indica) fruits, fresh",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001445,Phalaris aquatica,https://www.feedipedia.org/node/11901,2026-08-06,200,https://www.feedipedia.org/node/11901,"Bulbous canary grass (Phalaris aquatica), aerial part, fresh | Feedipedia","Bulbous canary grass (Phalaris aquatica), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001446,Sorghum sudanense,https://www.feedipedia.org/node/11534,2026-08-06,200,https://www.feedipedia.org/node/11534,"Sudan grass, fresh | Feedipedia","Sudan grass, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001450,Themeda triandra,https://www.feedipedia.org/node/12881,2026-08-06,200,https://www.feedipedia.org/node/12881,"Red oat grass (Themeda triandra), hay | Feedipedia","Red oat grass (Themeda triandra), hay",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001452,Triticale,https://www.feedipedia.org/node/12800,2026-08-06,200,https://www.feedipedia.org/node/12800,Triticale grain | Feedipedia,Triticale grain,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001453,Urochloa mosambicensis,https://www.feedipedia.org/node/12544,2026-08-06,200,https://www.feedipedia.org/node/12544,"Sabi grass (Urochloa mosambicensis), aerial part, fresh | Feedipedia","Sabi grass (Urochloa mosambicensis), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001455,Triticum,https://www.feedipedia.org/node/12761,2026-08-06,200,https://www.feedipedia.org/node/12761,"Wheat forage, fresh | Feedipedia","Wheat forage, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001457,Aristida adscensionis,https://www.feedipedia.org/node/12011,2026-08-06,200,https://www.feedipedia.org/node/12011,"Common needle grass (Aristida adscensionis), aerial part, fresh | Feedipedia","Common needle grass (Aristida adscensionis), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001458,Bothriochloa,https://www.feedipedia.org/node/11880,2026-08-06,200,https://www.feedipedia.org/node/11880,"Bothriochloa (Bothriochloa radicans), aerial part, fresh | Feedipedia","Bothriochloa (Bothriochloa radicans), aerial part, fresh",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001460,Bothriochloa insculpta,https://www.feedipedia.org/node/12030,2026-08-06,200,https://www.feedipedia.org/node/12030,"Creeping bluegrass (Bothriochloa insculpta), aerial part, fresh | Feedipedia","Creeping bluegrass (Bothriochloa insculpta), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001462,Cynadon dactylon,https://www.feedipedia.org/node/11847,2026-08-06,200,https://www.feedipedia.org/node/11847,"Bermuda grass (Cynodon dactylon), aerial part, fresh | Feedipedia","Bermuda grass (Cynodon dactylon), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001465,Cynodon nlemfuensis,https://www.feedipedia.org/node/602,2026-08-06,200,https://www.feedipedia.org/node/602,Star grass (Cynodon nlemfuensis) | Feedipedia,Star grass (Cynodon nlemfuensis),warned_page,1,true,different_label_or_scope,hold_source_warning,,Source carries an under-construction or do-not-quote warning.
AOM_001472,Heteropogon contortus,https://www.feedipedia.org/node/12630,2026-08-06,200,https://www.feedipedia.org/node/12630,"Spear grass (Heteropogon contortus), aerial part, fresh | Feedipedia","Spear grass (Heteropogon contortus), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001473,Hyparrhenia filipendula,https://www.feedipedia.org/node/12087,2026-08-06,200,https://www.feedipedia.org/node/12087,"Fine thatching grass (Hyparrhenia filipendula), aerial part, fresh | Feedipedia","Fine thatching grass (Hyparrhenia filipendula), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001474,Hyperthelia dissoluta,https://www.feedipedia.org/node/12792,2026-08-06,200,https://www.feedipedia.org/node/12792,"Yellow thatching grass (Hyperthelia dissoluta), aerial part, fresh | Feedipedia","Yellow thatching grass (Hyperthelia dissoluta), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001475,Lolium,https://www.feedipedia.org/node/625,2026-08-06,200,https://www.feedipedia.org/node/625,Ryegrass (Lolium spp.) | Feedipedia,Ryegrass (Lolium spp.),warned_page,1,true,different_label_or_scope,hold_source_warning,,Source carries an under-construction or do-not-quote warning.
AOM_001476,Lolium multiflorum,https://www.feedipedia.org/node/12543,2026-08-06,200,https://www.feedipedia.org/node/12543,"Rye, aerial part, fresh | Feedipedia","Rye, aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001479,Megathyrsus maximus,https://www.feedipedia.org/node/11521,2026-08-06,200,https://www.feedipedia.org/node/11521,"Guinea grass, aerial part, fresh | Feedipedia","Guinea grass, aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001481,Melinis repens,https://www.feedipedia.org/node/12371,2026-08-06,200,https://www.feedipedia.org/node/12371,"Natal grass (Melinis repens), aerial part, fresh | Feedipedia","Natal grass (Melinis repens), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001482,Sugar Beet Molasses,https://www.feedipedia.org/node/12340,2026-08-06,200,https://www.feedipedia.org/node/12340,"Molasses, beet | Feedipedia","Molasses, beet",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001523,Tripsacum laxum,https://www.feedipedia.org/node/12169,2026-08-06,200,https://www.feedipedia.org/node/12169,"Guatemala grass (Tripsacum andersonii), aerial part, fresh | Feedipedia","Guatemala grass (Tripsacum andersonii), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001524,Piliostigma thonningii,https://www.feedipedia.org/node/11645,2026-08-06,200,https://www.feedipedia.org/node/11645,"Bauhinia thonningii, pods | Feedipedia","Bauhinia thonningii, pods",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001526,Lotus corniculatus,https://www.feedipedia.org/node/219966,2026-08-06,0,,,,unavailable,1,false,different_label_or_scope,hold_retrieval_failed,HTTPError: HTTP Error 404: Not Found,Source page could not be retrieved; no semantic claim approved.
AOM_001527,Centrosema molle,https://www.feedipedia.org/node/11544,2026-08-06,200,https://www.feedipedia.org/node/11544,"Centro, aerial part, fresh | Feedipedia","Centro, aerial part, fresh",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001535,Atriplex halimus,https://www.feedipedia.org/node/25283,2026-08-06,200,https://www.feedipedia.org/node/25283,"Saltbush (Atriplex halimus), aerial part, fresh | Feedipedia","Saltbush (Atriplex halimus), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001536,Chromolaena odorata,https://www.feedipedia.org/node/611,2026-08-06,200,https://www.feedipedia.org/node/611,Siam weed (Eupatorium odoratum) | Feedipedia,Siam weed (Eupatorium odoratum),warned_page,1,true,different_label_or_scope,hold_source_warning,,Source carries an under-construction or do-not-quote warning.
AOM_001548,Trifolium repens,https://www.feedipedia.org/node/12763,2026-08-06,200,https://www.feedipedia.org/node/12763,"White clover (Trifolium repens), hay | Feedipedia","White clover (Trifolium repens), hay",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001563,Ulva rigida,https://www.feedipedia.org/node/19253,2026-08-06,200,https://www.feedipedia.org/node/19253,"Sea lettuce (Ulva spp.), dried | Feedipedia","Sea lettuce (Ulva spp.), dried",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001567,Adansonia digitata,https://www.feedipedia.org/node/11821,2026-08-06,200,https://www.feedipedia.org/node/11821,"Baobab (Adansonia digitata), fruit pulp and seeds | Feedipedia","Baobab (Adansonia digitata), fruit pulp and seeds",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001582,Soybean,https://www.feedipedia.org/node/12625,2026-08-06,200,https://www.feedipedia.org/node/12625,Soybeans (all) | Feedipedia,Soybeans (all),shared_feed_page,2,false,feedipedia_scope_narrower,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001616,Blood,https://www.feedipedia.org/node/11574,2026-08-06,200,https://www.feedipedia.org/node/11574,Blood meal | Feedipedia,Blood meal,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001618,Oat Fodder,https://www.feedipedia.org/node/12390,2026-08-06,200,https://www.feedipedia.org/node/12390,"Oat forage, fresh | Feedipedia","Oat forage, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001755,Acacia brevispica,https://www.feedipedia.org/node/11707,2026-08-06,200,https://www.feedipedia.org/node/11707,"Acacia (Acacia brevispica), pods, dry | Feedipedia","Acacia (Acacia brevispica), pods, dry",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001763,Acacia karroo,https://www.feedipedia.org/node/12684,2026-08-06,200,https://www.feedipedia.org/node/12684,"Sweet thorn (Acacia karroo), aerial part, dry | Feedipedia","Sweet thorn (Acacia karroo), aerial part, dry",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001785,Elionurus muticus,https://www.feedipedia.org/node/11772,2026-08-06,200,https://www.feedipedia.org/node/11772,"Antelope grass (Elionurus argenteus), aerial part, fresh | Feedipedia","Antelope grass (Elionurus argenteus), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001797,Gliciridia sepium,https://www.feedipedia.org/node/11617,2026-08-06,200,https://www.feedipedia.org/node/11617,"Gliricidia, leaves, fresh | Feedipedia","Gliricidia, leaves, fresh",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001802,Pterocarpus erinaceus,https://www.feedipedia.org/node/25057,2026-08-06,200,https://www.feedipedia.org/node/25057,Barwood (Pterocarpus erinaceus) | Feedipedia,Barwood (Pterocarpus erinaceus),feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001811,Rumen Contents,https://www.feedipedia.org/node/12538,2026-08-06,200,https://www.feedipedia.org/node/12538,"Rumen content, dehydrated | Feedipedia","Rumen content, dehydrated",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001818,Ensete ventricosum Corm,https://www.feedipedia.org/node/22889,2026-08-06,200,https://www.feedipedia.org/node/22889,"Enset (Ensete ventricosum) corms, fresh | Feedipedia","Enset (Ensete ventricosum) corms, fresh",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001821,Terminalia brownii,https://www.feedipedia.org/node/812699,2026-08-06,0,,,,unavailable,1,false,different_label_or_scope,hold_retrieval_failed,HTTPError: HTTP Error 404: Not Found,Source page could not be retrieved; no semantic claim approved.
AOM_001837,Palm Oil Sludge,https://www.feedipedia.org/node/15497,2026-08-06,200,https://www.feedipedia.org/node/15497,"Palm oil mill effluent, decanted | Feedipedia","Palm oil mill effluent, decanted",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001845,Malt Sprout,https://www.feedipedia.org/node/11829,2026-08-06,200,https://www.feedipedia.org/node/11829,"Barley rootlets, dehydrated | Feedipedia","Barley rootlets, dehydrated",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001851,Spirulina,https://www.feedipedia.org/node/22607,2026-08-06,200,https://www.feedipedia.org/node/22607,"Spirulina (Arthrospira spp.), dried | Feedipedia","Spirulina (Arthrospira spp.), dried",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001876,Atella,https://www.feedipedia.org/node/22524,2026-08-06,200,https://www.feedipedia.org/node/22524,"Atella, brewery by-product, dehydrated | Feedipedia","Atella, brewery by-product, dehydrated",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001889,Orange Peels,https://www.feedipedia.org/node/12415,2026-08-06,200,https://www.feedipedia.org/node/12415,"Orange peels, fresh | Feedipedia","Orange peels, fresh",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001891,Soybean Hull,https://www.feedipedia.org/node/12623,2026-08-06,200,https://www.feedipedia.org/node/12623,Soybean hulls | Feedipedia,Soybean hulls,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001892,Sorghum Threshed Top,https://www.feedipedia.org/node/12624,2026-08-06,200,https://www.feedipedia.org/node/12624,"Soybean, aerial part, fresh | Feedipedia","Soybean, aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001895,Oat,https://www.feedipedia.org/node/12391,2026-08-06,200,https://www.feedipedia.org/node/12391,Oats | Feedipedia,Oats,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001901,Atriplex nummularia,https://www.feedipedia.org/node/22432,2026-08-06,200,https://www.feedipedia.org/node/22432,"Old man saltbush (Atriplex nummularia), aerial part, dry | Feedipedia","Old man saltbush (Atriplex nummularia), aerial part, dry",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001914,Opuntia ficus indica Cladode,https://www.feedipedia.org/node/11595,2026-08-06,200,https://www.feedipedia.org/node/11595,"Prickly pear, cladodes, fresh | Feedipedia","Prickly pear, cladodes, fresh",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001923,Shrimp Heads,https://www.feedipedia.org/node/11582,2026-08-06,200,https://www.feedipedia.org/node/11582,"Shrimp heads, dehydrated | Feedipedia","Shrimp heads, dehydrated",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_001967,Grewia spp.,https://www.feedipedia.org/node/12149,2026-08-06,200,https://www.feedipedia.org/node/12149,"Grewia (Grewia kakothamnos), aerial part, fresh | Feedipedia","Grewia (Grewia kakothamnos), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002038,Combretum aculeatum,https://www.feedipedia.org/node/11632,2026-08-06,200,https://www.feedipedia.org/node/11632,"Combretum aculeatum, aerial part, fresh | Feedipedia","Combretum aculeatum, aerial part, fresh",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002063,Albizia lebbeck,https://www.feedipedia.org/node/12243,2026-08-06,200,https://www.feedipedia.org/node/12243,"Lebbek (Albizia lebbeck), leaves, fresh | Feedipedia","Lebbek (Albizia lebbeck), leaves, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002101,Sweet Potato Peels,https://www.feedipedia.org/node/26513,2026-08-06,200,https://www.feedipedia.org/node/26513,"Sweet potato (Ipomoea batatas) peels, fresh | Feedipedia","Sweet potato (Ipomoea batatas) peels, fresh",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002106,Cocoa Bean Cake,https://www.feedipedia.org/node/11693,2026-08-06,200,https://www.feedipedia.org/node/11693,Cocoa oil meal | Feedipedia,Cocoa oil meal,shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_002107,Cocoa Bean,https://www.feedipedia.org/node/11693,2026-08-06,200,https://www.feedipedia.org/node/11693,Cocoa oil meal | Feedipedia,Cocoa oil meal,shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_002115,White Lupin,https://www.feedipedia.org/node/12275,2026-08-06,200,https://www.feedipedia.org/node/12275,"White lupin (Lupinus albus), seeds | Feedipedia","White lupin (Lupinus albus), seeds",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002132,Rottboellia cochinchinensis,https://www.feedipedia.org/node/11528,2026-08-06,200,https://www.feedipedia.org/node/11528,"Itchgrass, fresh | Feedipedia","Itchgrass, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002136,Linseed Cake,https://www.feedipedia.org/node/12262,2026-08-06,200,https://www.feedipedia.org/node/12262,"Linseed meal, cold-pressed | Feedipedia","Linseed meal, cold-pressed",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_002166,Sugarcane Bagasse,https://www.feedipedia.org/node/11673,2026-08-06,200,https://www.feedipedia.org/node/11673,"Bagasse, dehydrated | Feedipedia","Bagasse, dehydrated",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002204,Lablab purpureus,https://www.feedipedia.org/node/12193,2026-08-06,200,https://www.feedipedia.org/node/12193,"Lablab (Lablab purpureus), hay | Feedipedia","Lablab (Lablab purpureus), hay",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002206,Acacia Albida,https://www.feedipedia.org/node/11539,2026-08-06,200,https://www.feedipedia.org/node/11539,"Apple-ring acacia, leaves, dry | Feedipedia","Apple-ring acacia, leaves, dry",shared_feed_page,2,false,different_label_or_scope,hold_shared_page_scope_review,,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_002217,Mung Bean,https://www.feedipedia.org/node/12355,2026-08-06,200,https://www.feedipedia.org/node/12355,"Mung bean (Vigna radiata), seeds | Feedipedia","Mung bean (Vigna radiata), seeds",feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002218,Mung Bean Haulm,https://www.feedipedia.org/node/12351,2026-08-06,200,https://www.feedipedia.org/node/12351,"Mung bean (Vigna radiata), aerial part, fresh | Feedipedia","Mung bean (Vigna radiata), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002226,Pea,https://www.feedipedia.org/node/12434,2026-08-06,200,https://www.feedipedia.org/node/12434,Pea seeds | Feedipedia,Pea seeds,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002229,Desmodium uncinatum,https://www.feedipedia.org/node/12601,2026-08-06,200,https://www.feedipedia.org/node/12601,"Silverleaf desmodium (Desmodium uncinatum), aerial part, fresh | Feedipedia","Silverleaf desmodium (Desmodium uncinatum), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002230,Samanea saman,https://www.feedipedia.org/node/12563,2026-08-06,200,https://www.feedipedia.org/node/12563,"Rain tree (Samanea saman), leaves, fresh | Feedipedia","Rain tree (Samanea saman), leaves, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002247,Grasshopper,https://www.feedipedia.org/node/12266,2026-08-06,200,https://www.feedipedia.org/node/12266,Locust or grasshopper meal | Feedipedia,Locust or grasshopper meal,feed_page,1,false,feedipedia_scope_narrower,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_002250,Morus alba,https://www.feedipedia.org/node/12764,2026-08-06,200,https://www.feedipedia.org/node/12764,"White mulberry (Morus alba), aerial part, fresh | Feedipedia","White mulberry (Morus alba), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
AOM_003064,Aspilia africana,https://www.feedipedia.org/node/579,2026-08-06,200,https://www.feedipedia.org/node/579,Aspilia (Aspilia africana) | Feedipedia,Aspilia (Aspilia africana),warned_page,1,true,feedipedia_scope_broader,hold_source_warning,,Source carries an under-construction or do-not-quote warning.
AOM_003069,Tephrosia purpurea,https://www.feedipedia.org/node/12897,2026-08-06,200,https://www.feedipedia.org/node/12897,"Ahuhu (Tephrosia purpurea), aerial part, fresh | Feedipedia","Ahuhu (Tephrosia purpurea), aerial part, fresh",feed_page,1,false,different_label_or_scope,hold_scope_and_facet_review,,"Page wording or scope differs; review source identity, component, process, form, and product type separately."
