concept_id,preferred_label,hierarchy_path,domain,recommended_route
AOM_002132,Rottboellia cochinchinensis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Rottboellia cochinchinensis,feed_material,research_feedipedia
AOM_002136,Linseed Cake,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Oil Plant ByProducts/Linseed/Linseed Cake,feed_material,research_feedipedia
AOM_002154,Opuntia stricta Cladode,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia stricta/Opuntia stricta Cladode,feed_material,research_taxon_insufficient_for_material
AOM_002166,Sugarcane Bagasse,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugarcane/Sugarcane Bagasse,feed_material,research_feedipedia
AOM_002167,Carrot Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Vegetable ByProducts/Carrot/Carrot Waste,feed_material,research_taxon_insufficient_for_material
AOM_002192,Fish Offal,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Byproduct/Fish/Fish Offal,feed_material,research_taxon_insufficient_for_material
AOM_002200,Chlorella vulgaris,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Microalgae/Chlorella vulgaris,feed_material,research_taxon_insufficient_for_material
AOM_002206,Acacia Albida,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acacia Albida,feed_material,research_feedipedia
AOM_002218,Mung Bean Haulm,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Mung Bean/Mung Bean Haulm,feed_material,research_feedipedia
AOM_002241,Rainbow Trout Oil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal/Fish/Rainbow Trout/Rainbow Trout Oil,feed_material,research_taxon_insufficient_for_material
AOM_003064,Aspilia africana,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Aspilia africana,feed_material,research_feedipedia
AOM_003072,Groundnut,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Legume Products/Groundnut,feed_material,research_feedipedia
AOM_003075,Balanites aegyptiaca,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Balanites aegyptiaca,feed_material,research_feedipedia
AOM_003172,Food Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Food Byproducts/Food Waste,feed_material,research_feedipedia
AOM_003206,Poultry byproduct,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Byproduct/Poultry byproduct,feed_material,research_feedipedia
AOM_003210,Grass Pea Haulm,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Grass Pea/Grass Pea Haulm,feed_material,research_taxon_insufficient_for_material
AOM_003297,Maize Steep Liquor,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize/Maize Steep Liquor,feed_material,research_taxon_insufficient_for_material
AOM_003359,Onion Veins,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Vegetable Products/Onion/Onion Veins,feed_material,research_taxon_insufficient_for_material
AOM_003482,Sugar Beet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Sugar Beet/Sugar Beet,feed_material,research_feedipedia
AOM_003567,Cheka Residue,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Cheka/Cheka Residue,feed_material,research_source_workbook
AOM_003646,Khat Leftover,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cash Crops ByProducts/Khat/Khat Leftover,feed_material,research_taxon_insufficient_for_material
AOM_003677,Panicum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Panicum,feed_material,research_feedipedia
AOM_003697,Mucuna pruriens Protein Isolate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Mucuna pruriens/Mucuna pruriens Protein/Mucuna pruriens Protein Isolate,feed_material,research_taxon_insufficient_for_material
AOM_003700,Coconut Oil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Oil Plant Products/Coconut/Coconut Oil,feed_material,research_taxon_insufficient_for_material
AOM_003747,Axtra XAP,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Enzyme/Axtra XAP,feed_material,research_source_workbook
AOM_003749,Natuzyme,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Enzyme/Natuzyme,feed_material,research_source_workbook
AOM_003854,Rice Milling Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice/Rice Milling Waste,feed_material,research_taxon_insufficient_for_material
AOM_003858,Groundnut Veins,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Groundnut/Groundnut Veins,feed_material,research_taxon_insufficient_for_material
AOM_003879,Cochlospermum planchonii Rhizomes,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Cochlospermum planchonii/Cochlospermum planchonii Rhizomes,feed_material,research_taxon_insufficient_for_material
AOM_003887,Rosemary Residues,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Spices Products/Rosemary/Rosemary Residues,feed_material,research_taxon_insufficient_for_material
AOM_003893,Bambusa balcooa,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Bambusa balcooa,feed_material,research_feedipedia
AOM_003899,Spondias mombin,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Spondias mombin,feed_material,research_feedipedia
AOM_003906,Quercus ilex Nut,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Quercus ilex/Quercus ilex Nut,feed_material,research_taxon_insufficient_for_material
AOM_003910,Legume Mixtures Weeds,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Legume Mixtures Weeds,feed_material,research_taxon_insufficient_for_material
AOM_003911,Cassava Sieviate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Sieviate,feed_material,research_feedipedia
AOM_003917,Cassava Vinasse,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Vinasse,feed_material,research_taxon_insufficient_for_material
AOM_003927,Cowpea Residue,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Cowpea/Cowpea Residue,feed_material,research_taxon_insufficient_for_material
AOM_003928,Sesame Residue,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Oil Plant ByProducts/Sesame/Sesame Residue,feed_material,research_taxon_insufficient_for_material
AOM_003929,Lima Bean Vein,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Lima Bean/Lima Bean Vein,feed_material,research_taxon_insufficient_for_material
AOM_003930,Soybean Cheese Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Soybean/Soybean Cheese Waste,feed_material,research_taxon_insufficient_for_material
AOM_003977,Tridax procumbens,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Tridax procumbens,feed_material,research_feedipedia
AOM_003978,Cassava Starch Residue,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Roots and Tuber ByProducts/Cassava/Cassava Starch Residue,feed_material,research_taxon_insufficient_for_material
AOM_003996,Sweet Basil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Sweet Basil,feed_material,research_taxon_insufficient_for_material
AOM_004002,Maize Yellow,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize Yellow,feed_material,research_feedipedia
AOM_004255,Flaxseed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Oil Plant ByProducts/Flaxseed,feed_material,research_feedipedia
AOM_006003,Molasses,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Sugar Processing ByProducts/Molasses,feed_material,research_taxon_insufficient_for_material
AOM_006006,Tata,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Tata,feed_material,research_source_workbook
AOM_006008,Chicken Manure,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Animal Manures/Chicken/Chicken Manure,feed_material,research_feedipedia
AOM_006031,Bambusa vulgaris,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Bambusa vulgaris,feed_material,research_feedipedia
AOM_006086,Date Discards,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Fruit ByProducts/Date/Date Discards,feed_material,research_taxon_insufficient_for_material
AOM_006119,Hyparrhenia hirta,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Hyparrhenia hirta,feed_material,research_feedipedia
AOM_006160,Brewers By-Product,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Brewers By-Product,feed_material,research_feedipedia
AOM_006169,Groundnut Residue,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Groundnut/Groundnut Residue,feed_material,research_public_ontology
AOM_006200,Garlic Oil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Vegetable Products/Garlic/Garlic Oil,feed_material,research_source_workbook
AOM_006323,Chamomile Flower By Product,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Chamomile/Chamomile Flower/Chamomile Flower By Product,feed_material,research_taxon_insufficient_for_material
AOM_006331,Agrivate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Agrivate,feed_material,research_source_workbook
AOM_006338,Sweet Basil By Product,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Sweet Basil/Sweet Basil By Product,feed_material,research_taxon_insufficient_for_material
AOM_006350,Bambusa bambos,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Bambusa bambos,feed_material,research_feedipedia
AOM_006369,Hyparrhenia,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Hyparrhenia,feed_material,research_feedipedia
AOM_006410,Occicum gatissimum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Occicum gatissimum,feed_material,research_taxon_insufficient_for_material
