mapping_system,mapping_value,concept_ids,preferred_labels,candidate_count,status,recommended_action
Feedipedia,https://www.feedipedia.org/node/11646,AOM_000579;AOM_003692;AOM_006190;AOM_006191;AOM_006192;AOM_006301;AOM_006302;AOM_006303;AOM_006304;AOM_006336;AOM_006337;AOM_006413,Rice Straw;Rice Straw Molasses Treated;Rice Straw Ground;Rice Straw Dried;Rice Straw Dried Ensiled Urea Treated;Rice Straw Ensiled Urea Treated;Rice Straw Urea Treated;Rice Straw Dried Urea Treated;Rice Straw Fermented Ground;Rice Straw Dried Ground;Rice Straw Dried Fermented Ground;Rice Straw Ensiled,12,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11655,AOM_000657;AOM_001276;AOM_001316,Sorghum Grain;Sorghum Ground;Sorghum,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11662,AOM_000570;AOM_000648;AOM_000649;AOM_001313;AOM_001324;AOM_001656;AOM_001674;AOM_001679;AOM_002031;AOM_002108;AOM_002119;AOM_006164,Maize Extruded;Maize;Maize Grain;Maize Whole;Maize Whole Ground;Maize Dried Ground;Maize Ground;Maize Grain Ground;Maize Dried Ground Heated;Maize Cracked;Maize Crushed;Maize Grain Crushed,12,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11673,AOM_002166;AOM_006266;AOM_006267;AOM_006268;AOM_006269,Sugarcane Bagasse;Sugarcane Bagasse Ensiled;Sugarcane Bagasse Enzyme Treated;Sugarcane Bagasse Fermented;Sugarcane Bagasse Ground,5,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11680,AOM_001626;AOM_001647;AOM_002026;AOM_006053,Cassava Leaves Dried;Cassava Leaves Dried Ground;Cassava Leaves Ground;Cassava Leaves and Twigs Dried,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11685,AOM_000543;AOM_000549;AOM_001101;AOM_001103;AOM_002240,Fish Ground;Fish;Fish Dried Ground;Fish Dried;Brown Fish Ground,5,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11688,AOM_000654;AOM_001334,Millet;Pearl Millet,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11692,AOM_000617;AOM_002011,Cocoa Bean Shell;Cocoa Bean Shell Dried Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11693,AOM_002106;AOM_002107,Cocoa Bean Cake;Cocoa Bean,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11705,AOM_001178;AOM_001202;AOM_001613;AOM_006033,Barley Dried;Barley;Barley Ground;Barley Grain,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11707,AOM_001755;AOM_001759,Acacia brevispica;Acacia brevispica Pods Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11744,AOM_001203;AOM_001774,Alfalfa Dried;Alfalfa Dried Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11794,AOM_000704;AOM_001596,Acacia nilotica;Acacia nilotica Pods Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11830,AOM_000584;AOM_006040,Barley Straw;Barley Straw Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11836,AOM_003492;AOM_00672,Sugar Beet Leaves;Sugar Beet Leaves Ensiled Wilted,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11838,AOM_000633;AOM_001483;AOM_006271,Beet Pulp Dried;Sugar Beet Pulp;Sugar Beet Pulp Dried,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11843,AOM_003482;AOM_006270,Sugar Beet;Sugar Beet Crushed,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11852,AOM_001240;AOM_001738;AOM_006042,Trifolium alexandrinum;Trifolium alexandrinum Dried;Trifolium alexandrinum Straw Dried,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11876,AOM_000538;AOM_000539;AOM_000540;AOM_006363,Bone Ash;Bone Ground;Bone;Bone Crushed,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11884,AOM_001385;AOM_006046,Brachiaria brizantha;Brachiaria brizantha Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11888,AOM_001200;AOM_002032,Breadfruit Ground;Breadfruit Dried Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/11893,AOM_000564;AOM_000565;AOM_001884;AOM_006064;AOM_006160;AOM_006161,Brewers Grain;Brewers Spent Grain;Brewers Grain;Cereal Spent Grain Ground;Brewers By-Product;Brewers By-Product Dried Ground,6,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12013,AOM_000725;AOM_001242,Vicia Dried;Vicia,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12015,AOM_001398;AOM_006047,Brachiaria ruziziensis;Brachiaria ruziziensis Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12022,AOM_000620;AOM_001253;AOM_001641;AOM_001643;AOM_001644,Cotton Seed Cake;Cotton Seed Cake Dried Ground;Cotton Seed Cake Dried;Cotton Seed Ground;Cotton Seed Cake Ground,5,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12024,AOM_001312;AOM_003973,Cotton Seed;Cotton Seed,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12081,AOM_002169;AOM_003895;AOM_006031;AOM_006350,Bamboo Leaves;Bambusa vulgaris Leaves;Bambusa vulgaris;Bambusa bambos,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12100,AOM_003919;AOM_006081;AOM_006082;AOM_006083,Delonix regia Seed;Delonix regia Seed Ground;Delonix regia Seed Ground Roasted;Delonix regia Seed Dried Ground Roasted,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12114,AOM_001380;AOM_001383,Andropogon gayanus;Andropogon guianensis,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12155,AOM_000605;AOM_000606;AOM_002249,Groundnut Hull;Groundnut Husk Ground;Groundnut Shell,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12165,AOM_000607;AOM_003072,Groundnut Ground;Groundnut,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12174,AOM_001121;AOM_001598,Acacia senegal;Acacia senegal Pods Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12193,AOM_001219;AOM_001731;AOM_001732;AOM_002204,Lablab purpureus Stover;Lablab purpureus Leaves Dried;Lablab purpureus Dried;Lablab purpureus,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12233,AOM_001409;AOM_001411;AOM_001713;AOM_001714;AOM_001966,Pennisetum clandestinum;Pennisetum clandestinum Ground;Pennisetum clandestinum Dried;Pennisetum clandestinum Dried Ground;Pennisetum clandestinum Leaves Dried Ground,5,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12243,AOM_002063;AOM_002064,Albizia lebbeck;Albizia lebbeck Leaves,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12262,AOM_001301;AOM_002136;AOM_004255;AOM_006408,Linseed Cake Ground;Linseed Cake;Flaxseed;Linseed Ground,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12266,AOM_000552;AOM_002247,Grasshopper Ground;Grasshopper,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12271,AOM_001117;AOM_001351;AOM_001896;AOM_001907,Blue Lupin Dried;Blue Lupin;Blue Lupin Grain;Blue Lupin Grain Dried,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12275,AOM_002115;AOM_002116,White Lupin;White Lupin Grain,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12280,AOM_000571;AOM_001614;AOM_001844;AOM_002016;AOM_006126,Maize Offal;Maize Bran;Maize Bran Ground;Maize Bran Dried Ground;Maize Bran Dried,5,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12286,AOM_001294;AOM_001295,Maize Germ;Maize Germ Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12288,AOM_001292;AOM_001293,Maize Gluten;Maize Gluten Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12290,AOM_000567;AOM_001434,Hominy Ground;Hominy,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12305,AOM_001196;AOM_001625,Mango Seed;Mango Seed Kernel,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12310,AOM_001169;AOM_001170,Pithecellobium dulce;Pithecellobium dulce Leaves,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12312,AOM_001131;AOM_001132,Azadirachta indica;Azadirachta indica Leaves,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12323,AOM_001106;AOM_001107,Meat and Bone;Meat and Bone Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12329,AOM_000712;AOM_000713;AOM_006295;AOM_006296;AOM_006297,Prosopis juliflora;Prosopis juliflora Pods;Prosopis juliflora Pods Dried Ground;Prosopis juliflora Pods Dried Fermented Ground;Prosopis juliflora Dried,5,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12344,AOM_001152;AOM_003903,Moringa oleifera;Moringa oleifera Leaves,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12366,AOM_001681;AOM_001720;AOM_001721;AOM_006279,Pennisetum purpureum Dried Ground;Pennisetum purpureum Ground;Pennisetum purpureum Dried;Pennisetum purpureum Ensiled,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12373,AOM_001190;AOM_002000,Noug;Noug Seed Cake,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12376,AOM_001191;AOM_001304,Noug Seed Ground;Noug Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12377,AOM_000687;AOM_001413,Desho Grass Hay;Pennisetum pedicellatum,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12389,AOM_001835;AOM_006142,Oat Straw;Oat Straw Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12391,AOM_001331;AOM_001332;AOM_001895,Oat Grain;Oat Ground;Oat,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12420,AOM_000625;AOM_001638;AOM_001708;AOM_002104;AOM_006411,Palm Kernel Ground;Palm Kernel Cake;Palm Kernel Dried Ground;Palm Kernel Cake Ground;Palm Kernel Cake Dried,5,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12426,AOM_000705;AOM_002042;AOM_002043,Acacia sieberiana;Acacia sieberiana Pods Dried;Acacia sieberiana Pods Dried Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12473,AOM_001094;AOM_001940;AOM_006008,Chicken Manure Dried;Chicken Manure Dried Ground;Chicken Manure,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12519,AOM_001633;AOM_001635,Chloris gayana Dried;Chloris gayana Dried Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12526,AOM_000578;AOM_000655;AOM_006156,Rice Polish;Rice Grain;Rice Grain Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12538,AOM_001811;AOM_001939,Rumen Contents;Rumen Contents Dried Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12554,AOM_001321;AOM_002209,Safflower Ground;Safflower Seed,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12577,AOM_001277;AOM_001335;AOM_006307,Sesame Seed Cake;Sesame Ground;Sesame Seed Cake Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12579,AOM_001336;AOM_001440,Sesame Seed Ground;Sesame Seed,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12581,AOM_001902;AOM_003079;AOM_006308,Sesbania sesban Leaves Dried;Sesbania sesban;Sesbania sesban Leaves Dried Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12584,AOM_003080;AOM_006309,Sesbania sesban Seed;Sesbania sesban Seed Roasted,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12597,AOM_001389;AOM_001397,Digitaria decumbens;Bracharia decumbens,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12611,AOM_001772;AOM_006316,Sorghum Bran;Sorghum Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12625,AOM_001317;AOM_001582;AOM_002033,Soybean Full Fat;Soybean;Soybean Full Fat Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12627,AOM_000668;AOM_000670;AOM_001364,Soybean Ground Roasted;Soybean Roasted;Soybean Full Fat Roasted,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12644,AOM_001233;AOM_001744,Stylosanthes guianensis;Stylosanthes guianensis Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12664,AOM_001338;AOM_001894,Sunflower Seed Cake;Sunflower Seed Cake Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12666,AOM_000675;AOM_001337;AOM_002208,Sunflower Seed Ground;Sunflower Ground;Sunflower Seed,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12680,AOM_000680;AOM_001840,Sweet Potato;Sweet Potato Tuber,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12694,AOM_001197;AOM_006259;AOM_006260,Teff Straw Crushed;Teff Straw Ensiled Fermented Urea Treated;Teff Straw Dried,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12716,AOM_001227;AOM_001697,Mucuna pruriens;Mucuna pruriens Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12719,AOM_001164;AOM_001698;AOM_006229;AOM_006230;AOM_006231;AOM_006234;AOM_006399;AOM_006500,Mucuna pruriens Seed;Mucuna pruriens Seed Crushed;Mucuna pruriens Seed Alkali Treated Boiled Ground;Mucuna pruriens Seed Alkali Treated Boiled Decorticated Dried Ground;Mucuna pruriens Seed Boiled Dried Ground;Mucuna pruriens Ground;Mucuna pruriens Seed Alkali Treated Boiled Dried Ground;Mucuna pruriens Seed Boiled Dried Ground,8,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12751,AOM_000585;AOM_000589;AOM_001622;AOM_001623,Wheat Bran;Wheat Offal;Wheat Bran Ground;Wheat Offal Ground,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12754,AOM_000660;AOM_001318;AOM_001319;AOM_001346;AOM_002017;AOM_002124,Wheat Whole Ground;Wheat Grain;Wheat;Wheat Ground;Wheat Grain Ground;Wheat Crushed,6,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12763,AOM_001548;AOM_006254,Trifolium repens;Trifolium repens Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12798,AOM_001322;AOM_006059,Cassava Ground;Cassava Tuber Dried Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12805,AOM_001627;AOM_001803;AOM_002027;AOM_002112;AOM_006055,Cassava Peel Dried;Cassava Peel Dried Ground;Cassava Peel Ground;Cassava Peel;Cassava Peel Crushed Dried,5,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12808,AOM_001268;AOM_003853,Sweet Potato Vine Wilted;Sweet Potato Vine Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12810,AOM_000706;AOM_002044,Acacia tortilis;Acacia tortilis Leaves Dried Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12815,AOM_001195;AOM_001693;AOM_006176,Mango Peel Dried;Mango Seed Dried Ground;Mango Seed Crushed Dried,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12817,AOM_001694;AOM_001695;AOM_001888,Mango Seed Kernel Dried Ground;Mango Seed Kernel Crushed Dried;Mango Seed Kernel Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12840,AOM_003885;AOM_006178;AOM_006217,Citrus Pulp;Citrus Pulp Ensiled;Citrus Pulp Alkali Treated Dried Fermented,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12859,AOM_002348;AOM_006281;AOM_006282;AOM_006283;AOM_006284;AOM_006285,Date Leaves;Date Leaves Dried;Date Leaves Wilted;Date Leaves Ensiled Wilted;Date Leaves Dried Enzyme Treated;Date Leaves Ensiled Sprouted Wilted,6,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12865,AOM_001717;AOM_001718,Pennisetum pedicellatum Dried;Pennisetum pedicellatum Dried Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12873,AOM_000572;AOM_006001,Maize Straw;Maize Stover,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12874,AOM_001617;AOM_001682;AOM_001686,Maize Straw Dried Ground;Maize Straw Ground;Maize Straw Dried,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12881,AOM_001450;AOM_006256;AOM_006257,Themeda triandra;Themeda triandra Ground;Themeda triandra Dried Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/12886,AOM_001192;AOM_006145;AOM_006146;AOM_006237,Olive Cake;Olive Cake Dried;Olive Cake Ensiled;Olive Cake Ensiled Enzyme Treated,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/14530,AOM_003911;AOM_006162;AOM_006404,Cassava Sieviate;Cassava Sieviate Dried Fermented Ground;Cassava Sieviate Dried Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/15454,AOM_001183;AOM_001184,Cocoa Pods Husk;Cocoa Pods Husk Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/15497,AOM_000671;AOM_001837,Palm Oil;Palm Oil Sludge,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/15783,AOM_001813;AOM_001814,Sorghum Brewers Grain;Sorghum Brewers Grain Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/15784,AOM_001365;AOM_002086,Sorghum Sprout;Sorghum Sprout Dried Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/17132,AOM_000551;AOM_006043,Black Soldier Fly Larvae Dried Ground;Black Soldier Fly Larvae,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/17276,AOM_003266;AOM_006262,Taro Root;Taro Root Dried Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/17446,AOM_000601;AOM_001754;AOM_002018,Cowpea Haulm;Cowpea Haulm Dried;Cowpea Haulm Dried Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/17447,AOM_000602;AOM_002019;AOM_006079,Cowpea Husk;Cowpea Husk Ground;Cowpea Husk Crushed,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/18970,AOM_001154;AOM_001155;AOM_001969,Jatropha curcas Kernel;Jatropha curcas Kernel Ground;Jatropha curcas Kernel Dried Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/19048,AOM_001212;AOM_001729,Desmodium intortum;Desmodium intortum Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/19253,AOM_001563;AOM_001564;AOM_001664,Ulva rigida;Ulva rigida Ground;Ulva rigida Dried Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
