concept_id,preferred_label,ingredient_family,governed_identity,authority_uri,decision,status,reviewer,review_date,rationale
AOM_001777,Potato Processing Waste,Crop Byproduct,potato processing waste,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_001780,Lippia javanica,Crop Product,lippia javanica,wfo-0000228924,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001783,Scarlet Eggplant Market Waste,Crop Product,scarlet eggplant market waste,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_001786,Eragotris tremula,Forage Plants,eragotris tremula,wfo-0000868553,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001788,Jardinea congoensis,Forage Plants,jardinea congoensis,wfo-0000876598,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001791,Moringa stenopetala,Forage Plants,moringa stenopetala,wfo-0001085058,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001793,Albizia harveyi,Forage Plants,albizia harveyi,wfo-0000183848,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001795,Erythrina abyssinica,Forage Plants,erythrina abyssinica,wfo-0000180423,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001805,African Palm Larvae,Animal,african palm larvae,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_001810,Khaya senegalensis,Forage Plants,khaya senegalensis,wfo-0000356989,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001815,Date Cull,Crop Byproduct,date cull,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_001817,Legume Residue,Crop Byproduct,legume residue,,hold_public_authority_mismatch,held,Pete Steward,2026-08-06,"AGROVOC preferred label is broader, narrower, or conflicts with AOM identity; no automatic definition approved."
AOM_001820,Potato Starch,Crop Product,potato starch,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_001842,Cabbage Discards,Crop Byproduct,cabbage discards,,hold_public_authority_mismatch,held,Pete Steward,2026-08-06,"AGROVOC preferred label is broader, narrower, or conflicts with AOM identity; no automatic definition approved."
AOM_001846,Pollard,Crop Byproduct,pollard,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_001847,Ficus sur,Crop Product,ficus sur,wfo-0000690530,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001848,Ficus sur Fruits,Crop Product,ficus sur fruits,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_001850,Brassica oleracea,Crop Product,brassica oleracea,wfo-0000571350,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001853,Juncaceae,Forage Plants,juncaceae,wfo-7000000310,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001854,Plantago albicans,Forage Plants,plantago albicans,wfo-1200039623,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001855,Poaceae,Forage Plants,poaceae,wfo-7000000483,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001860,Berchemia discolor,Forage Plants,berchemia discolor,wfo-0000564133,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001871,Urtica dioica,Supplement,urtica dioica,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_001897,Sheanut,Crop Product,sheanut,wfo-0000332885,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001900,Stereochlaena cameronii,Forage Plants,stereochlaena cameronii,wfo-0000901648,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001903,Asteraceae,Supplement,asteraceae,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_001927,Rainbow Trout,Animal,rainbow trout,http://purl.obolibrary.org/obo/NCBITaxon_8022,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001936,Giant Snail,Animal,giant snail,http://purl.obolibrary.org/obo/NCBITaxon_2315439,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_001956,Tomato Waste,Crop Byproduct,tomato waste,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_00205,Soybean Haulm,Crop Byproduct,soybean haulm,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_002052,Ficus natalensis,Forage Plants,ficus natalensis,wfo-0000689419,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002054,Ficus polita,Forage Plants,ficus polita,wfo-0001084781,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002058,Stereospermum kunthianum,Forage Plants,stereospermum kunthianum,wfo-0000779673,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002059,Terminalia sericea,Forage Plants,terminalia sericea,wfo-1200025213,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002061,Albizia gummifera,Forage Plants,albizia gummifera,wfo-0000183535,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002069,Eucalyptus alba,Forage Plants,eucalyptus alba,wfo-0000954367,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002082,Shrimp Hydrolysate,Animal Byproduct,shrimp hydrolysate,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_002091,Cassava Binder,Other Ingredients,cassava binder,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_002102,Coconut Cake,Crop Byproduct,coconut,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_002111,Opuntia ficus indica Fruits,Forage Plants,opuntia ficus indica fruits,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_002150,Piliostigma reticulatum,Forage Plants,piliostigma reticulatum,wfo-0000170391,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002153,Opuntia stricta,Forage Plants,opuntia stricta,wfo-0000385755,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002154,Opuntia stricta Cladode,Forage Plants,opuntia stricta cladode,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_002167,Carrot Waste,Crop Byproduct,carrot waste,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_002192,Fish Offal,Animal Byproduct,fish offal,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_002200,Chlorella vulgaris,Supplement,chlorella vulgaris,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_002201,Acacia dealbata,Forage Plants,acacia dealbata,wfo-0000201296,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002216,Andropogon appendiculatus,Forage Plants,andropogon appendiculatus,wfo-0000846116,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002220,Tectona grandis,Forage Plants,tectona grandis,wfo-0000321229,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002221,Searsia lancea,Forage Plants,searsia lancea,wfo-0000434904,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002222,Searsia pyroides,Forage Plants,searsia pyroides,wfo-0000510287,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002224,Euclea crispa,Forage Plants,euclea crispa,wfo-0000681074,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002228,Fava Bean,Crop Product,fava bean,wfo-0000212739,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002234,Kochia scoparia,Forage Plants,kochia scoparia,wfo-0000356305,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002238,Eclipta alba,Forage Plants,eclipta alba,wfo-0000030563,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002241,Rainbow Trout Oil,Animal,rainbow trout,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_002243,Sardine,Animal,sardine,http://purl.obolibrary.org/obo/NCBITaxon_27697,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_002305,Beta vulgaris,Forage Plants,beta vulgaris,wfo-0000564998,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003061,Ipomoea triloba,Forage Plants,ipomoea triloba,wfo-0001297271,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003063,Acalypha fimbriata,Forage Plants,acalypha fimbriata,wfo-0000936700,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003065,Sida cordifolia,Forage Plants,sida cordifolia,wfo-0000501705,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003066,Alternanthera sessilis,Crop Product,alternanthera sessilis,wfo-0000528825,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003067,Sida acuta,Forage Plants,sida acuta,wfo-0000496936,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003068,Phyllanthus amarus,Forage Plants,phyllanthus amarus,wfo-0000270441,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003071,Prunus africana,Forage Plants,prunus africana,wfo-0000995790,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003077,Commelina imberbis,Forage Plants,commelina imberbis,wfo-0000359473,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003081,Anacardium occidentale,Forage Plants,anacardium occidentale,wfo-0000533072,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003104,Tristachya leucothrix,Forage Plants,tristachya leucothrix,wfo-0000905585,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003105,Acacia mearnsii,Forage Plants,acacia mearnsii,wfo-0000203882,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003210,Grass Pea Haulm,Crop Byproduct,grass pea haulm,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003216,Indigofera atriceps,Forage Plants,indigofera atriceps,wfo-0000190543,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003239,Tephrosia polystachyum,Forage Plants,tephrosia polystachyum,wfo-0001427474,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003297,Maize Steep Liquor,Crop Byproduct,maize steep liquor,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003359,Onion Veins,Crop Product,onion veins,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003385,Brachiaria hybrid,Forage Plants,brachiaria hybrid,wfo-4000005174,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003646,Khat Leftover,Crop Byproduct,khat leftover,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003697,Mucuna pruriens Protein Isolate,Forage Plants,mucuna pruriens protein isolate,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003700,Coconut Oil,Crop Product,coconut,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003854,Rice Milling Waste,Crop Byproduct,rice milling waste,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003858,Groundnut Veins,Crop Byproduct,groundnut veins,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003879,Cochlospermum planchonii Rhizomes,Forage Plants,cochlospermum planchonii rhizomes,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003887,Rosemary Residues,Crop Product,rosemary residues,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003898,Ficus exasperata,Forage Plants,ficus exasperata,wfo-0000688290,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003906,Quercus ilex Nut,Forage Plants,quercus ilex nut,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003909,Millettia ferruginea,Forage Plants,millettia ferruginea,wfo-0000199980,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003910,Legume Mixtures Weeds,Forage Plants,legume mixtures weeds,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003917,Cassava Vinasse,Crop Byproduct,cassava vinasse,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003927,Cowpea Residue,Crop Byproduct,cowpea residue,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003928,Sesame Residue,Crop Byproduct,sesame residue,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003929,Lima Bean Vein,Crop Byproduct,lima bean vein,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003930,Soybean Cheese Waste,Crop Byproduct,soybean cheese waste,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003931,Typha domingensis,Forage Plants,typha domingensis,wfo-0000594910,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003962,Desmodium tortuosom,Forage Plants,desmodium tortuosom,wfo-1200022682,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003978,Cassava Starch Residue,Crop Byproduct,cassava starch residue,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_003984,Viscum album,Forage Plants,viscum album,wfo-0000424722,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003987,Pericopis laxiflora,Forage Plants,pericopis laxiflora,wfo-0000212085,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_003996,Sweet Basil,Supplement,sweet basil,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_004614,Vernonia amygdalina,Forage Plants,vernonia amygdalina,wfo-0000055628,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_006003,Molasses,Crop Byproduct,molasses,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_006013,Pterocarpus lucens,Forage Plants,pterocarpus lucens,wfo-0001061029,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_006084,Dendrocalamus giganteus,Forage Plants,dendrocalamus giganteus,wfo-0000862329,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_006086,Date Discards,Crop Byproduct,date discards,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_006155,Quercus ilex,Forage Plants,quercus ilex,wfo-0000291203,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_006169,Groundnut Residue,Crop Byproduct,groundnut residue,,hold_public_authority_mismatch,held,Pete Steward,2026-08-06,"AGROVOC preferred label is broader, narrower, or conflicts with AOM identity; no automatic definition approved."
AOM_006323,Chamomile Flower By Product,Supplement,chamomile flower by product,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_006338,Sweet Basil By Product,Supplement,sweet basil by product,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
AOM_006354,Dendrocalamus asper,Forage Plants,dendrocalamus asper,wfo-0000862329,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_006355,Dendrocalamus strictus,Forage Plants,dendrocalamus strictus,wfo-0000862329,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_006370,Euphorbia hirta,Forage Plants,euphorbia hirta,wfo-0000962516,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_006387,Phyllostachys aurea,Forage Plants,phyllostachys aurea,wfo-0000270441,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_006406,Citrus aurantifolia,Forage Plants,citrus aurantifolia,wfo-0001242548,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_006407,Enterolobium cyclocarpum,Forage Plants,enterolobium cyclocarpum,wfo-0000194821,approve_direct_source_scope,approved,Pete Steward,2026-08-06,Canonical feed-material hierarchy plus taxonomic authority support direct source identity; derived facets remain unspecified.
AOM_006410,Occicum gatissimum,Forage Plants,occicum gatissimum,,hold_derived_material_scope,held,Pete Steward,2026-08-06,Taxon or broad ontology mapping identifies source but does not establish derived material scope.
