concept_id,preferred_label,ingredient_family,source_identity,feedipedia_url,page_heading,decision,status,reviewer,review_date,rationale
AOM_001460,Bothriochloa insculpta,Forage Plants,bothriochloa insculpta,https://www.feedipedia.org/node/12030,"Creeping bluegrass (Bothriochloa insculpta), aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001462,Cynadon dactylon,Forage Plants,cynadon dactylon,https://www.feedipedia.org/node/11847,"Bermuda grass (Cynodon dactylon), aerial part, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001465,Cynodon nlemfuensis,Forage Plants,cynodon nlemfuensis,https://www.feedipedia.org/node/602,Star grass (Cynodon nlemfuensis),hold_source_warning,held,Pete Steward,2026-08-06,Source carries an under-construction or do-not-quote warning.
AOM_001472,Heteropogon contortus,Forage Plants,heteropogon contortus,https://www.feedipedia.org/node/12630,"Spear grass (Heteropogon contortus), aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001473,Hyparrhenia filipendula,Forage Plants,hyparrhenia filipendula,https://www.feedipedia.org/node/12087,"Fine thatching grass (Hyparrhenia filipendula), aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001474,Hyperthelia dissoluta,Forage Plants,hyperthelia dissoluta,https://www.feedipedia.org/node/12792,"Yellow thatching grass (Hyperthelia dissoluta), aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001475,Lolium,Forage Plants,lolium,https://www.feedipedia.org/node/625,Ryegrass (Lolium spp.),hold_source_warning,held,Pete Steward,2026-08-06,Source carries an under-construction or do-not-quote warning.
AOM_001476,Lolium multiflorum,Forage Plants,lolium multiflorum,https://www.feedipedia.org/node/12543,"Rye, aerial part, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001479,Megathyrsus maximus,Forage Plants,megathyrsus maximus,https://www.feedipedia.org/node/11521,"Guinea grass, aerial part, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001481,Melinis repens,Forage Plants,melinis repens,https://www.feedipedia.org/node/12371,"Natal grass (Melinis repens), aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001482,Sugar Beet Molasses,Crop Byproduct,sugar beet molasses,https://www.feedipedia.org/node/12340,"Molasses, beet",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001523,Tripsacum laxum,Forage Plants,tripsacum laxum,https://www.feedipedia.org/node/12169,"Guatemala grass (Tripsacum andersonii), aerial part, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001524,Piliostigma thonningii,Forage Plants,piliostigma thonningii,https://www.feedipedia.org/node/11645,"Bauhinia thonningii, pods",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001526,Lotus corniculatus,Forage Plants,lotus corniculatus,https://www.feedipedia.org/node/219966,,hold_retrieval_failure,held,Pete Steward,2026-08-06,Source page could not be retrieved; no semantic claim approved.
AOM_001527,Centrosema molle,Forage Plants,centrosema molle,https://www.feedipedia.org/node/11544,"Centro, aerial part, fresh",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001535,Atriplex halimus,Forage Plants,atriplex halimus,https://www.feedipedia.org/node/25283,"Saltbush (Atriplex halimus), aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001536,Chromolaena odorata,Forage Plants,chromolaena odorata,https://www.feedipedia.org/node/611,Siam weed (Eupatorium odoratum),hold_source_warning,held,Pete Steward,2026-08-06,Source carries an under-construction or do-not-quote warning.
AOM_001548,Trifolium repens,Forage Plants,trifolium repens,https://www.feedipedia.org/node/12763,"White clover (Trifolium repens), hay",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001563,Ulva rigida,Forage Plants,ulva rigida,https://www.feedipedia.org/node/19253,"Sea lettuce (Ulva spp.), dried",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001567,Adansonia digitata,Forage Plants,adansonia digitata,https://www.feedipedia.org/node/11821,"Baobab (Adansonia digitata), fruit pulp and seeds",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001582,Soybean,Crop Product,soybean,https://www.feedipedia.org/node/12625,Soybeans (all),hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001616,Blood,Animal,blood,https://www.feedipedia.org/node/11574,Blood meal,approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001618,Oat Fodder,Crop Byproduct,oat fodder,https://www.feedipedia.org/node/12390,"Oat forage, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001755,Acacia brevispica,Forage Plants,acacia brevispica,https://www.feedipedia.org/node/11707,"Acacia (Acacia brevispica), pods, dry",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001763,Acacia karroo,Forage Plants,acacia karroo,https://www.feedipedia.org/node/12684,"Sweet thorn (Acacia karroo), aerial part, dry",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001785,Elionurus muticus,Forage Plants,elionurus muticus,https://www.feedipedia.org/node/11772,"Antelope grass (Elionurus argenteus), aerial part, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001797,Gliciridia sepium,Forage Plants,gliciridia sepium,https://www.feedipedia.org/node/11617,"Gliricidia, leaves, fresh",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001802,Pterocarpus erinaceus,Forage Plants,pterocarpus erinaceus,https://www.feedipedia.org/node/25057,Barwood (Pterocarpus erinaceus),approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001811,Rumen Contents,Animal Byproduct,rumen contents,https://www.feedipedia.org/node/12538,"Rumen content, dehydrated",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001818,Ensete ventricosum Corm,Crop Product,ensete ventricosum corm,https://www.feedipedia.org/node/22889,"Enset (Ensete ventricosum) corms, fresh",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001821,Terminalia brownii,Forage Plants,terminalia brownii,https://www.feedipedia.org/node/812699,,hold_retrieval_failure,held,Pete Steward,2026-08-06,Source page could not be retrieved; no semantic claim approved.
AOM_001837,Palm Oil Sludge,Crop Product,palm sludge,https://www.feedipedia.org/node/15497,"Palm oil mill effluent, decanted",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001845,Malt Sprout,Crop Byproduct,malt sprout,https://www.feedipedia.org/node/11829,"Barley rootlets, dehydrated",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001851,Spirulina,Forage Plants,spirulina,https://www.feedipedia.org/node/22607,"Spirulina (Arthrospira spp.), dried",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001876,Atella,Crop Byproduct,atella,https://www.feedipedia.org/node/22524,"Atella, brewery by-product, dehydrated",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001889,Orange Peels,Crop Byproduct,orange peels,https://www.feedipedia.org/node/12415,"Orange peels, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001891,Soybean Hull,Crop Byproduct,soybean hull,https://www.feedipedia.org/node/12623,Soybean hulls,approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001892,Sorghum Threshed Top,Crop Byproduct,sorghum threshed top,https://www.feedipedia.org/node/12624,"Soybean, aerial part, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_001895,Oat,Crop Product,oat,https://www.feedipedia.org/node/12391,Oats,approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001901,Atriplex nummularia,Forage Plants,atriplex nummularia,https://www.feedipedia.org/node/22432,"Old man saltbush (Atriplex nummularia), aerial part, dry",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001914,Opuntia ficus indica Cladode,Forage Plants,opuntia ficus indica cladode,https://www.feedipedia.org/node/11595,"Prickly pear, cladodes, fresh",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_001923,Shrimp Heads,Animal,shrimp heads,https://www.feedipedia.org/node/11582,"Shrimp heads, dehydrated",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_001967,Grewia spp.,Forage Plants,grewia spp,https://www.feedipedia.org/node/12149,"Grewia (Grewia kakothamnos), aerial part, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_002038,Combretum aculeatum,Forage Plants,combretum aculeatum,https://www.feedipedia.org/node/11632,"Combretum aculeatum, aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_002063,Albizia lebbeck,Forage Plants,albizia lebbeck,https://www.feedipedia.org/node/12243,"Lebbek (Albizia lebbeck), leaves, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_002101,Sweet Potato Peels,Crop Byproduct,sweet potato peels,https://www.feedipedia.org/node/26513,"Sweet potato (Ipomoea batatas) peels, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_002106,Cocoa Bean Cake,Crop Product,cocoa bean,https://www.feedipedia.org/node/11693,Cocoa oil meal,hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_002107,Cocoa Bean,Crop Product,cocoa bean,https://www.feedipedia.org/node/11693,Cocoa oil meal,hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_002115,White Lupin,Crop Product,lupin,https://www.feedipedia.org/node/12275,"White lupin (Lupinus albus), seeds",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_002132,Rottboellia cochinchinensis,Forage Plants,rottboellia cochinchinensis,https://www.feedipedia.org/node/11528,"Itchgrass, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_002136,Linseed Cake,Crop Byproduct,linseed,https://www.feedipedia.org/node/12262,"Linseed meal, cold-pressed",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_002166,Sugarcane Bagasse,Crop Byproduct,sugarcane bagasse,https://www.feedipedia.org/node/11673,"Bagasse, dehydrated",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_002204,Lablab purpureus,Forage Plants,lablab purpureus,https://www.feedipedia.org/node/12193,"Lablab (Lablab purpureus), hay",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_002206,Acacia Albida,Forage Plants,acacia albida,https://www.feedipedia.org/node/11539,"Apple-ring acacia, leaves, dry",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_002217,Mung Bean,Crop Byproduct,mung bean,https://www.feedipedia.org/node/12355,"Mung bean (Vigna radiata), seeds",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_002218,Mung Bean Haulm,Crop Byproduct,mung bean haulm,https://www.feedipedia.org/node/12351,"Mung bean (Vigna radiata), aerial part, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_002226,Pea,Crop Product,pea,https://www.feedipedia.org/node/12434,Pea seeds,approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_002229,Desmodium uncinatum,Forage Plants,desmodium uncinatum,https://www.feedipedia.org/node/12601,"Silverleaf desmodium (Desmodium uncinatum), aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_002230,Samanea saman,Forage Plants,samanea saman,https://www.feedipedia.org/node/12563,"Rain tree (Samanea saman), leaves, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_002247,Grasshopper,Animal,grasshopper,https://www.feedipedia.org/node/12266,Locust or grasshopper meal,approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_002250,Morus alba,Forage Plants,morus alba,https://www.feedipedia.org/node/12764,"White mulberry (Morus alba), aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_003064,Aspilia africana,Forage Plants,aspilia africana,https://www.feedipedia.org/node/579,Aspilia (Aspilia africana),hold_source_warning,held,Pete Steward,2026-08-06,Source carries an under-construction or do-not-quote warning.
AOM_003069,Tephrosia purpurea,Forage Plants,tephrosia purpurea,https://www.feedipedia.org/node/12897,"Ahuhu (Tephrosia purpurea), aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_003070,Talinum fruticosum,Crop Product,talinum fruticosum,https://www.feedipedia.org/node/12740,"Waterleaf (Talinum fruticosum), leaves, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_003072,Groundnut,Crop Product,groundnut,https://www.feedipedia.org/node/12165,"Peanuts, without shells",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_003075,Balanites aegyptiaca,Forage Plants,balanites aegyptiaca,https://www.feedipedia.org/node/11591,"Desert date, leaves, dry",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_003079,Sesbania sesban,Forage Plants,sesbania sesban,https://www.feedipedia.org/node/12581,"Sesban (Sesbania sesban), leaves, dried",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_003103,Dactyloctenium aegyptium,Forage Plants,dactyloctenium aegyptium,https://www.feedipedia.org/node/12067,"Egyptian crowfoot grass (Dactyloctenium aegyptium), aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_003172,Food Waste,Other Ingredients,food waste,https://www.feedipedia.org/node/614,Food waste,hold_source_warning,held,Pete Steward,2026-08-06,Source carries an under-construction or do-not-quote warning.
AOM_003206,Poultry byproduct,Animal Byproduct,poultry byproduct,https://www.feedipedia.org/node/12911,"Poultry by-product meal, high protein",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_003207,Bambara Groundnut,Crop Byproduct,bambara groundnut,https://www.feedipedia.org/node/11555,Bambara groundnut seeds,approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_003209,Grass Pea,Crop Byproduct,grass pea,https://www.feedipedia.org/node/11970,"Grass pea (Lathyrus sativus), seeds",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_003323,Sugar,Crop Product,sugar,https://www.feedipedia.org/node/12650,"Sugar, feed grade",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_003482,Sugar Beet,Crop Byproduct,sugar beet,https://www.feedipedia.org/node/11843,"Beet root, sugar type, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_003677,Panicum,Forage Plants,panicum,https://www.feedipedia.org/node/11522,"Guinea grass, hay",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_003893,Bambusa balcooa,Forage Plants,bambusa balcooa,https://www.feedipedia.org/node/11799,"Bamboo (Chusquea baculifera), leaves, dried",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_003899,Spondias mombin,Forage Plants,spondias mombin,https://feedipedia.org/node/653,Jobo (Spondias mombin),hold_source_warning,held,Pete Steward,2026-08-06,Source carries an under-construction or do-not-quote warning.
AOM_003908,Acacia seyal,Forage Plants,acacia seyal,https://www.feedipedia.org/node/13004,Acacia seyal,approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_003911,Cassava Sieviate,Crop Byproduct,cassava sieviate,https://www.feedipedia.org/node/14530,"Cassava sievate, dehydrated",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_003916,Digitaria,Forage Plants,digitaria,https://www.feedipedia.org/node/12053,"Digitaria (Digitaria gazensis), aerial part, fresh",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_003977,Tridax procumbens,Forage Plants,tridax procumbens,https://www.feedipedia.org/node/659,Tridax daisy (Tridax procumbens),hold_source_warning,held,Pete Steward,2026-08-06,Source carries an under-construction or do-not-quote warning.
AOM_004002,Maize Yellow,Crop Product,maize,https://www.feedipedia.org/node/11628,"African yam bean (Sphenostylis stenocarpa), foliage, fresh",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_004111,Lentil Screening,Crop Byproduct,lentil screening,https://www.feedipedia.org/node/12249,Lentil screenings,approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_004255,Flaxseed,Crop Byproduct,flaxseed,https://www.feedipedia.org/node/12262,"Linseed meal, cold-pressed",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_006008,Chicken Manure,Animal Manures,chicken manure,https://www.feedipedia.org/node/12473,"Poultry manure, dehydrated",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_006031,Bambusa vulgaris,Forage Plants,bambusa vulgaris,https://www.feedipedia.org/node/12081,"Feathery bamboo (Bambusa vulgaris), leaves, fresh",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_006043,Black Soldier Fly Larvae,Animal,black soldier fly larvae,https://www.feedipedia.org/node/17132,"Black soldier fly larvae (Hermetia illucens), fat < 20%, dehydrated",approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_006119,Hyparrhenia hirta,Forage Plants,hyparrhenia hirta,https://www.feedipedia.org/node/26001,"Common thatching grass (Hyparrhenia hirta), aerial part, fresh",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_006160,Brewers By-Product,Crop Byproduct,brewers by product,https://www.feedipedia.org/node/11893,"Brewers grains, dehydrated",hold_identity_or_alias_review,held,Pete Steward,2026-08-06,"Preferred identity is not directly present in page heading; alias, taxon, or material-scope review required."
AOM_006180,Tamarind,Crop Product,tamarind,https://www.feedipedia.org/node/11570,Tamarind seeds,approve_source_scope_definition,approved,Pete Steward,2026-08-06,Healthy unshared Feedipedia page directly names AOM preferred identity; definition approves source/material scope only and does not inherit narrower descriptors.
AOM_006350,Bambusa bambos,Forage Plants,bambusa bambos,https://www.feedipedia.org/node/12081,"Feathery bamboo (Bambusa vulgaris), leaves, fresh",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
AOM_006369,Hyparrhenia,Forage Plants,hyparrhenia,https://www.feedipedia.org/node/26001,"Common thatching grass (Hyparrhenia hirta), aerial part, fresh",hold_shared_page,held,Pete Steward,2026-08-06,One Feedipedia page maps to multiple AOM concepts; co-reference does not establish synonymy.
