issue_id,source_sheet,source_row,source_id,source_label,issue_type,field,current_value,severity,recommended_action,status,rationale,guided_action_class,guided_action,guided_status,source_edit_required,approval_status
SQ-0105,prac,164,prac:b26,Plastic Mulch,literal-na-sentinel,Subpractice.Suffix,NA,medium,normalize-to-null-with-raw-provenance,open,"Literal NA is missing-value syntax, not semantic content.",generator-fix,Normalize semantic value to null while retaining raw cell provenance.,proposed,no,pending
SQ-0106,prac,175,prac:b28,Biochar,literal-na-sentinel,Subpractice.Suffix,NA,medium,normalize-to-null-with-raw-provenance,open,"Literal NA is missing-value syntax, not semantic content.",generator-fix,Normalize semantic value to null while retaining raw cell provenance.,proposed,no,pending
SQ-0107,prac,176,prac:b32,Liming or Calcium Addition,literal-na-sentinel,Subpractice.Suffix,NA,medium,normalize-to-null-with-raw-provenance,open,"Literal NA is missing-value syntax, not semantic content.",generator-fix,Normalize semantic value to null while retaining raw cell provenance.,proposed,no,pending
SQ-0108,prac,184,prac:b60.1,Improved Fallow (N fixing),duplicate-subpractice-code,Subpractice.Code,IF+N,high,resolve-code-scope-and-uniqueness,open,One compact code is assigned to multiple source labels.,source-correction,Resolve duplicate lexical code before identifier or mapping allocation.,held,yes,pending
SQ-0109,prac,185,prac:b60.2,Improved Fallow (Non N fixing),duplicate-subpractice-code,Subpractice.Code,IF-N,high,resolve-code-scope-and-uniqueness,open,One compact code is assigned to multiple source labels.,source-correction,Resolve duplicate lexical code before identifier or mapping allocation.,held,yes,pending
SQ-0110,prac,193,prac:h6.1,No-Till (Off-season),deprecated-source-record,Depreciated,TRUE,information,record-replacement-or-retirement,open,Deprecated record requires explicit lifecycle treatment.,lifecycle-hold,Retain provenance but exclude from active identity promotion.,held,no,pending
SQ-0111,prac,194,prac:h6.2,Reduced Tillage (Off-season),deprecated-source-record,Depreciated,TRUE,information,record-replacement-or-retirement,open,Deprecated record requires explicit lifecycle treatment.,lifecycle-hold,Retain provenance but exclude from active identity promotion.,held,no,pending
SQ-0112,out,2,out:101,Crop Yield,pilot-notation-mutation,notation,101.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0113,out,5,out:103,Land Equivalent Ratio,pilot-notation-mutation,notation,103.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0114,out,6,out:104,Area Time Equivalent Ratio,pilot-notation-mutation,notation,104.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0115,out,7,out:118,Weight Gain,pilot-notation-mutation,notation,118.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0116,out,7,out:118,Weight Gain,non-boolean-not-percentage,Not.Perc,Not Sure,medium,replace-with-reviewed-analytical-rule,open,Field contains uncertain or parenthetical values and is not a Boolean contract.,source-correction,Resolve field value against approved boolean or controlled-value contract.,held,yes,pending
SQ-0117,out,13,out:400,Feed Intake,pilot-notation-mutation,notation,400.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0118,out,14,out:102,Crop Residue Yield,pilot-notation-mutation,notation,102.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0119,out,15,out:120,Gross Return,pilot-notation-mutation,notation,120.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0120,out,16,out:124,Net Return,pilot-notation-mutation,notation,124.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0121,out,18,out:150,Total Cost,pilot-notation-mutation,notation,150.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0122,out,18,out:150,Total Cost,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0123,out,19,out:150.1,Total Cost per Unit Product,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0124,out,20,out:150.2,Total Cost per Asset,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0125,out,21,out:150.3,Total Cost (Unconfirmed),indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0126,out,22,out:151,Fixed Cost,pilot-notation-mutation,notation,151.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0127,out,22,out:151,Fixed Cost,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0128,out,23,out:151.1,Fixed Cost per Unit Product,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0129,out,24,out:151.2,Fixed Cost per Asset,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0130,out,25,out:152,Variable Cost,pilot-notation-mutation,notation,152.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0131,out,25,out:152,Variable Cost,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0132,out,26,out:152.2,Variable Cost per Unit Product,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0133,out,27,out:152.3,Variable Cost per Asset,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0134,out,28,out:152.1,Labour Cost,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0135,out,29,out:152.4,Labour Cost per Unit Product,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0136,out,30,out:152.5,Labour Cost per Asset,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0137,out,31,out:125,Benefit Cost Ratio (GRTC),pilot-notation-mutation,notation,125.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0138,out,38,out:126,Cost Benefit Ratio (TCGR),pilot-notation-mutation,notation,126.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0139,out,41,out:130,Net Present Value,pilot-notation-mutation,notation,130.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0140,out,42,out:131,Payback Period,pilot-notation-mutation,notation,131.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0141,out,43,out:134,Return on Investment,pilot-notation-mutation,notation,134.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0142,out,44,out:137,Internal Rate of Return,pilot-notation-mutation,notation,137.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0143,out,46,out:203,Biodiversity,pilot-notation-mutation,notation,203.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0144,out,47,out:268,Beneficial Organisms,pilot-notation-mutation,notation,268.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0145,out,48,out:209,Pest & Pathogen (Losses),pilot-notation-mutation,notation,209.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0146,out,50,out:212,Pest & Pathogen (Numbers),pilot-notation-mutation,notation,212.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0147,out,51,out:217,Erosion,pilot-notation-mutation,notation,217.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0148,out,52,out:218,Runoff,pilot-notation-mutation,notation,218.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0149,out,53,out:223,Soil Organic Matter,pilot-notation-mutation,notation,223.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0150,out,54,out:224,Soil Organic Carbon,pilot-notation-mutation,notation,224.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0151,out,56,out:226,Soil Nitrogen,pilot-notation-mutation,notation,226.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0152,out,61,out:231,Soil Moisture,pilot-notation-mutation,notation,231.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0153,out,62,out:221,Infiltration Rate,pilot-notation-mutation,notation,221.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0154,out,63,out:228,Cation Exchange Capacity,pilot-notation-mutation,notation,228.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0155,out,65,out:270,Yield Stability,pilot-notation-mutation,notation,270.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0156,out,68,out:232.1,Water Use,non-boolean-not-percentage,Not.Perc,(Y),medium,replace-with-reviewed-analytical-rule,open,Field contains uncertain or parenthetical values and is not a Boolean contract.,source-correction,Resolve field value against approved boolean or controlled-value contract.,held,yes,pending
SQ-0157,out,70,out:232.3,Depreciated -Water Use (Rain & Irrigation),non-boolean-not-percentage,Not.Perc,(Y),medium,replace-with-reviewed-analytical-rule,open,Field contains uncertain or parenthetical values and is not a Boolean contract.,source-correction,Resolve field value against approved boolean or controlled-value contract.,held,yes,pending
SQ-0158,out,70,out:232.3,Depreciated -Water Use (Rain & Irrigation),deprecated-source-record,Depreciated,TRUE,information,record-replacement-or-retirement,open,Deprecated outcome requires explicit lifecycle treatment.,lifecycle-hold,Retain provenance but exclude from active identity promotion.,held,no,pending
SQ-0159,out,71,out:232.4,Depreciated - Water Use (Irrigation),non-boolean-not-percentage,Not.Perc,(Y),medium,replace-with-reviewed-analytical-rule,open,Field contains uncertain or parenthetical values and is not a Boolean contract.,source-correction,Resolve field value against approved boolean or controlled-value contract.,held,yes,pending
SQ-0160,out,71,out:232.4,Depreciated - Water Use (Irrigation),deprecated-source-record,Depreciated,TRUE,information,record-replacement-or-retirement,open,Deprecated outcome requires explicit lifecycle treatment.,lifecycle-hold,Retain provenance but exclude from active identity promotion.,held,no,pending
SQ-0161,out,72,out:232.5,Depreciated - Water Use (Unspecified),non-boolean-not-percentage,Not.Perc,(Y),medium,replace-with-reviewed-analytical-rule,open,Field contains uncertain or parenthetical values and is not a Boolean contract.,source-correction,Resolve field value against approved boolean or controlled-value contract.,held,yes,pending
SQ-0162,out,72,out:232.5,Depreciated - Water Use (Unspecified),deprecated-source-record,Depreciated,TRUE,information,record-replacement-or-retirement,open,Deprecated outcome requires explicit lifecycle treatment.,lifecycle-hold,Retain provenance but exclude from active identity promotion.,held,no,pending
SQ-0163,out,73,out:233,Nitrogen Use Efficiency (ARE Unspecificed),pilot-notation-mutation,notation,233.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0164,out,83,out:238,Nitrogen (Apparent Efficiency Animals Feed),pilot-notation-mutation,notation,238.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0165,out,84,out:234,Phosphorus Use Efficiency (ARE Unspecified),pilot-notation-mutation,notation,234.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0166,out,87,out:258,Phosphorus Agronomic Efficiency,pilot-notation-mutation,notation,258.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0167,out,89,out:235,Potassium Use Efficiency (ARE Unspecified),pilot-notation-mutation,notation,235.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0168,out,92,out:259,Potassium Agronomic Efficiency,pilot-notation-mutation,notation,259.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0169,out,94,out:257,Total Factor Productivity,pilot-notation-mutation,notation,257.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0170,out,95,out:267,Feed Conversion Ratio (Out In),pilot-notation-mutation,notation,267.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0171,out,97,out:265,Protein Conversion Ratio (Out In),pilot-notation-mutation,notation,265.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0172,out,99,out:239,Labour Female,pilot-notation-mutation,notation,239.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0173,out,100,out:240,Labour Male,pilot-notation-mutation,notation,240.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0174,out,101,out:242,Income Female,pilot-notation-mutation,notation,242.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0175,out,102,out:243,Income Male,pilot-notation-mutation,notation,243.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0176,out,103,out:132,Labour Person Hours,pilot-notation-mutation,notation,132.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0177,out,103,out:132,Labour Person Hours,invalid-sign-code,Sign,N,medium,normalize-controlled-code,open,Sign field is not encoded consistently as p or n.,source-correction,Normalize only after source owner confirms intended controlled value.,held,yes,pending
SQ-0178,out,104,out:133,Return to Labour,pilot-notation-mutation,notation,133.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0179,out,105,out:304,CO2 Equivalent Emissions,pilot-notation-mutation,notation,304.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0180,out,106,out:305,Methane Emissions,pilot-notation-mutation,notation,305.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0181,out,107,out:306,Nitrous Oxide Emissions,pilot-notation-mutation,notation,306.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0182,out,108,out:307,Carbon Dioxide Emissions,pilot-notation-mutation,notation,307.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0183,out,109,out:311,Emissions Intensity,pilot-notation-mutation,notation,311.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0184,out,110,out:308,Soil Carbon Stocks,pilot-notation-mutation,notation,308.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0185,out,111,out:309,Aboveground Carbon Biomass,pilot-notation-mutation,notation,309.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0186,out,112,out:310,Belowground Carbon Biomass,pilot-notation-mutation,notation,310.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0187,out,113,out:323,Fuel Use,pilot-notation-mutation,notation,323.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0188,out,113,out:323,Fuel Use,indicator-label-code-collision,Indicator,Costs,high,separate-label-from-reporting-node-identity,open,Same indicator label carries more than one source code.,navigation-model-fix,Use collection membership and scoped collection labels instead of duplicate public identity.,proposed,no,pending
SQ-0189,out,114,out:320,Fuel Savings,pilot-notation-mutation,notation,320.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0190,out,115,out:321,Cooking Time,pilot-notation-mutation,notation,321.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0191,out,116,out:322,Specific Fuel Use,pilot-notation-mutation,notation,322.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0192,out,117,out:324,Cookstove Emissions,pilot-notation-mutation,notation,324.0,high,stop-vector-wide-numeric-formatting,open,Pilot notation silently differs from canonical source code.,generator-fix,Preserve governed lexical notation; prohibit automatic .0 suffixes.,proposed,no,pending
SQ-0193,out_econ,2,out_econ:row:2,Animal housing,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0194,out_econ,3,out_econ:row:3,Equipment,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0195,out_econ,3,out_econ:row:3,Equipment,duplicate-contextual-variable-label,Variable,Equipment,high,model-cost-context-or-rename-scoped-variables,open,Same label is used for fixed acquisition/depreciation and variable rental/maintenance contexts.,semantic-decomposition,Use scoped measure identity plus explicit accounting context.,held,yes,pending
SQ-0196,out_econ,4,out_econ:row:4,Animals Purchase,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0197,out_econ,5,out_econ:row:5,Loans,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0198,out_econ,5,out_econ:row:5,Loans,definition-content-defect,Definition,"Cost of loans, e.g., interest payments.",high,clarify-interest-or-financing-cost-identity,open,Definition does not reliably describe named economic variable.,source-correction,Approve corrected definition before identifier allocation.,held,yes,pending
SQ-0199,out_econ,6,out_econ:row:6,Fertilizers,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0200,out_econ,7,out_econ:row:7,Inorganic Fertilizer,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0201,out_econ,8,out_econ:row:8,Organic Fertilizer,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0202,out_econ,9,out_econ:row:9,pH Amendments,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0203,out_econ,10,out_econ:row:10,Mulch,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0204,out_econ,11,out_econ:row:11,Organic Mulch,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0205,out_econ,12,out_econ:row:12,Biochar,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0206,out_econ,13,out_econ:row:13,Plastic Mulch,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0207,out_econ,14,out_econ:row:14,Pesticides,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0208,out_econ,15,out_econ:row:15,Herbicides,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0209,out_econ,16,out_econ:row:16,Insecticides,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0210,out_econ,17,out_econ:row:17,Fungicide,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0211,out_econ,18,out_econ:row:18,Biological Control,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0212,out_econ,19,out_econ:row:19,Seeds or Planting Material,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0213,out_econ,20,out_econ:row:20,Seeds,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
