concept_id,preferred_label,hierarchy_path,blocker_code,remediation_track,review_lane,semantic_risk,automation_eligible,candidate_related_ids,current_evidence,resolution_gate,required_action,proposed_status,reviewer,review_date,review_notes
AOM_003677,Panicum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Panicum,narrower_table_scope,material_scope,domain_expert,high,false,,,table-row or section evidence matching exact material,Shared table describes narrower component or processing state; page co-reference does not define this concept.,held,TBD,,
AOM_003747,Axtra XAP,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Enzyme/Axtra XAP,external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_003749,Natuzyme,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Enzyme/Natuzyme,external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_003858,Groundnut Veins,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Groundnut/Groundnut Veins,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,"Larva, vein/vine, or shaft descriptor cannot be approximated to existing organism or anatomical facets.",held,TBD,,
AOM_003893,Bambusa balcooa,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Bambusa balcooa,contradictory_mapping_removed,identity_repair,curator,critical,false,,,replacement authority mapping matching exact concept,Prior assertion-level review removed Feedipedia target because page identifies different taxon or material.,held,TBD,,
AOM_003899,Spondias mombin,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Spondias mombin,source_warning,authority_repair,curator,high,false,,,independent reachable material-grade authority,Warned or unreachable source cannot support definition and no independent material-grade authority is available.,held,TBD,,
AOM_003910,Legume Mixtures Weeds,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Legume Mixtures Weeds,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_003929,Lima Bean Vein,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Lima Bean/Lima Bean Vein,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,"Larva, vein/vine, or shaft descriptor cannot be approximated to existing organism or anatomical facets.",held,TBD,,
AOM_003930,Soybean Cheese Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Soybean/Soybean Cheese Waste,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_003977,Tridax procumbens,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Tridax procumbens,source_warning,authority_repair,curator,high,false,,,independent reachable material-grade authority,Warned or unreachable source cannot support definition and no independent material-grade authority is available.,held,TBD,,
AOM_003996,Sweet Basil,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Sweet Basil,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
AOM_004002,Maize Yellow,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Product/Cereal Products/Maize Yellow,contradictory_mapping_removed,identity_repair,curator,critical,false,,,replacement authority mapping matching exact concept,Prior assertion-level review removed Feedipedia target because page identifies different taxon or material.,held,TBD,,
AOM_004255,Flaxseed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Oil Plant ByProducts/Flaxseed,source_material_distinction,material_scope,domain_expert,high,false,,,evidence distinguishing organism/source from feed material,"Broader source concept remains distinct from explicit grain, cladode, corm, residue, bean-cake, or seed material partner.",held,TBD,,
AOM_006006,Tata,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Tata,local_identity_evidence,local_term,data_steward,high,false,,,study-level provenance and local usage definition,"Local or ambiguous name lacks geographic, biological, or product identity needed for public definition.",held,TBD,,
AOM_006031,Bambusa vulgaris,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Bambusa vulgaris,narrower_table_scope,material_scope,domain_expert,high,false,,,table-row or section evidence matching exact material,Shared table describes narrower component or processing state; page co-reference does not define this concept.,held,TBD,,
AOM_006119,Hyparrhenia hirta,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Hyparrhenia hirta,narrower_table_scope,material_scope,domain_expert,high,false,,,table-row or section evidence matching exact material,Shared table describes narrower component or processing state; page co-reference does not define this concept.,held,TBD,,
AOM_006160,Brewers By-Product,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Brewers By-Product,category_or_duplicate_review,identity_consolidation,curator,critical,false,AOM_001884,,occurrence audit and canonical replacement decision,Broad by-product label may overlap existing governed category or retained material; replacement decision needs occurrence evidence.,held,TBD,,
AOM_006331,Agrivate,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Mineral/Agrivate,external_product_evidence,commercial_product,domain_expert,high,false,,,stable manufacturer and formulation evidence,"Branded product needs stable manufacturer, formulation, and product evidence before public definition.",held,TBD,,
AOM_006350,Bambusa bambos,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Bambusa bambos,contradictory_species_mapping,identity_repair,curator,critical,false,,,accepted taxon evidence plus occurrence audit,Shared page identifies different species; prior assertion-level review excludes contradictory Feedipedia mapping.,held,TBD,,
AOM_006369,Hyparrhenia,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Hyparrhenia,narrower_table_scope,material_scope,domain_expert,high,false,,,table-row or section evidence matching exact material,Shared table describes narrower component or processing state; page co-reference does not define this concept.,held,TBD,,
AOM_006410,Occicum gatissimum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Occicum gatissimum,unmodelled_derived_material_descriptor,semantic_model,ontology_reviewer,high,false,,,approved facet or explicit new concept model,Available authority does not establish complete public material identity; retain explicit hold.,held,TBD,,
